"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"629","O822Z","Finance","Z5440X",4,4,5,4,5,5,6,77611,2,27,2,3,2
"630","U203U","Health","Y9874X",4,4,5,6,6,5,NA,79176,10,27,2,2,2
"631","S708T","R&D","V4859W",5,5,7,7,7,7,NA,90316,5,37,1,3,2
"632","U638H","Ethics","V5401Z",4,1,5,5,5,3,3,76795,9,30,2,2,2
"633","F689U","R&D","V4859W",1,5,3,3,2,7,7,57569,2,46,1,2,2
"634","F954M","R&D","X8503X",5,1,6,6,6,3,2,163800,8,33,2,3,2
"635","A930S","Finance","Z5440X",3,4,4,5,4,5,NA,49722,0,33,2,1,2
"636","I386F","R&D","W6837Y",2,5,3,4,3,7,7,51520,6,36,1,1,2
"637","Z574S","R&D","W6837Y",5,4,7,7,6,6,NA,76502,1,27,2,3,2
"638","R769R","R&D","X2508W",5,5,7,6,7,7,NA,74095,9,35,1,1,2
"639","R610M","R&D","V4203Y",2,5,3,4,3,7,6,52592,4,41,1,1,2
"640","E955K","R&D","W6837Y",4,4,6,6,6,6,4,53470,4,41,1,2,2
"641","Y575Z","Ethics","V1748V",1,2,2,3,3,4,5,68713,9,35,1,1,2
"642","X128H","R&D","V4203Y",3,3,5,5,4,4,4,69282,1,50,2,3,2
"643","C980G","Finance","W7052V",4,3,5,5,6,4,4,62693,5,22,2,3,2
"644","V486R","R&D","W6837Y",2,4,3,3,5,6,6,122508,7,24,1,3,2
"645","N167P","Ethics","W4935V",1,4,3,3,2,5,6,129558,6,47,1,3,2
"646","R751W","Ethics","W4935V",4,2,5,5,6,3,3,102873,5,39,2,3,1
"647","G213Q","R&D","W6837Y",1,2,3,2,2,3,4,53458,4,27,1,1,2
"648","H708N","Finance","Z4040W",2,5,3,3,4,7,NA,54098,0,53,1,1,2
"649","Y600R","R&D","X2508W",3,5,4,4,5,7,7,83667,9,45,1,2,2
"650","Q897K","Finance","Z5080X",1,4,3,2,3,5,5,114067,8,51,1,3,2
"651","H174N","R&D","V4859W",5,3,7,6,6,5,NA,52211,5,50,1,1,1
"652","P196L","R&D","X2508W",5,2,5,6,7,3,3,54775,5,45,1,2,2
"653","L701P","Health","Y9874X",5,2,6,6,6,3,4,56182,2,36,2,2,1
"654","W682I","Health","Y9874X",1,1,2,2,3,3,3,86267,4,40,1,3,1
"655","Y836O","R&D","V4203Y",4,1,5,5,6,3,2,55998,3,31,2,2,1
"656","X664E","Ethics","W4935V",2,3,3,4,4,4,NA,118879,1,48,1,3,1
"657","O958Z","Finance","Z5440X",2,1,3,4,3,3,2,48981,3,51,1,1,1
"658","I254O","Health","V3988Z",5,2,7,6,7,4,NA,55146,4,25,1,2,2
"659","J903O","Finance","W7052V",2,4,3,4,3,5,5,45319,0,35,1,1,2
"660","Z385P","R&D","V4859W",1,3,3,4,3,5,5,54212,3,50,1,1,2
"661","Y405Z","Health","Y9874X",2,3,5,3,3,5,5,52753,5,28,1,1,2
"662","L925K","Finance","Z4040W",5,2,6,7,7,3,NA,47363,4,26,1,1,2
"663","J507L","R&D","X8503X",4,4,6,5,5,6,NA,59675,5,54,2,2,2
"664","H842L","Finance","W7052V",3,4,4,4,4,6,5,91723,6,44,2,3,2
"665","I921D","Finance","Z5440X",2,4,4,4,4,5,5,51834,2,24,1,1,2
"666","V210L","R&D","X8503X",4,3,6,5,5,4,5,91262,1,51,2,3,2
"667","J132Q","Health","Y9874X",2,4,4,4,4,6,6,50924,5,28,2,1,2
"668","X353D","R&D","V4203Y",1,3,3,2,2,5,5,67737,10,54,2,1,2
"669","O400D","DSI","Y7924Z",2,5,3,2,4,6,6,58338,4,48,1,2,2
"670","X944Y","Finance","Z5440X",3,1,5,5,5,3,3,54895,2,29,1,1,2
"671","R519Z","Finance","V1626X",4,2,6,5,6,4,4,55269,7,45,2,2,2
"672","P472Q","R&D","X8503X",2,3,3,3,4,5,4,49991,3,32,1,1,2
"673","N938E","R&D","V4859W",5,2,6,6,6,3,NA,121842,7,46,2,3,2
"674","K680Y","Finance","Z5440X",5,4,6,7,7,5,NA,78312,8,51,1,1,1
"675","N506L","Finance","W7052V",4,4,5,5,5,5,NA,76921,9,25,2,2,2
"676","G313V","R&D","X8503X",1,4,2,3,3,5,6,56148,4,29,2,2,2
"677","Y986L","Finance","W7052V",3,1,4,5,4,2,3,59154,2,53,2,2,2
"678","O128W","Finance","W7052V",5,5,6,7,6,7,6,54151,1,38,1,1,2
"679","S631T","Finance","Z4040W",5,5,6,6,6,6,NA,80837,8,45,1,2,2
"680","P438Y","R&D","W6837Y",2,2,3,3,4,3,3,68679,8,43,2,1,2
"681","K519M","Finance","Z5080X",3,1,5,4,4,3,4,79651,9,37,2,2,2
"682","D761Y","R&D","X2508W",1,1,2,3,2,3,3,50380,2,24,1,1,2
"683","V608L","Ethics","V5401Z",1,4,2,2,1,6,6,50393,1,34,2,1,2
"684","G302C","Health","Y9874X",1,5,2,3,3,7,6,73088,9,55,1,1,2
"685","F429V","Health","Y9874X",3,3,4,4,5,4,4,93712,4,42,2,3,2
"686","I878F","R&D","X2508W",1,1,2,2,2,3,2,63142,9,22,1,1,2
"687","C835C","R&D","V4203Y",3,4,5,5,5,6,6,48056,2,48,2,1,2
"688","T228K","Finance","W7052V",2,4,3,3,4,5,6,87713,1,27,2,3,2
"689","F549L","Health","Y9874X",5,2,7,7,6,3,4,109750,9,30,1,3,2
"690","Q189W","Finance","Z4040W",1,3,3,2,3,5,5,54907,1,44,2,2,2
"691","Y469R","Health","V3988Z",4,2,6,6,6,3,3,47302,5,37,1,1,2
"692","I324A","R&D","X8503X",3,1,4,5,5,3,2,108006,8,42,2,3,1
"693","R784F","R&D","W6837Y",2,2,4,3,4,4,4,102147,9,29,2,3,2
"694","D290M","Finance","Z4040W",5,5,7,6,6,6,7,48754,0,24,1,1,2
"695","O290E","Ethics","V1748V",5,2,7,7,7,4,4,63517,10,29,1,1,1
"696","N797M","R&D","V4203Y",2,5,4,3,3,6,7,54094,2,42,2,2,2
"697","J557O","Ethics","V5401Z",4,2,5,5,5,4,3,70314,6,52,2,3,1
"698","K325O","DSI","Y7924Z",4,5,6,6,6,6,7,50884,2,29,2,1,2
"699","E637M","R&D","X8503X",5,1,6,7,6,2,2,70606,9,28,1,1,2
"700","M935Y","R&D","V4859W",5,3,6,7,6,5,4,74455,8,50,2,1,2
"701","V520O","Finance","Z4040W",2,2,4,4,4,3,3,82428,9,49,1,2,2
"702","T496N","R&D","V4203Y",3,3,4,5,4,4,5,54341,7,28,1,2,2
"703","A552S","Ethics","V5401Z",4,1,5,5,4,2,2,104954,4,23,2,3,1
"704","N469D","Ethics","W4935V",3,2,3,4,4,3,4,53618,7,34,1,2,2
"705","D500E","R&D","X8503X",5,1,7,7,7,3,3,95137,5,30,2,3,2
"706","R529O","Ethics","V5401Z",4,1,6,4,5,2,2,89558,5,32,2,3,2
"707","Z196I","Ethics","W4935V",5,5,6,7,6,7,NA,47354,6,50,1,1,2
"708","B821E","R&D","V4859W",3,2,4,5,5,3,5,51124,1,40,1,1,1
"709","N363K","Finance","V1626X",3,2,4,4,4,4,3,115540,7,40,1,3,2
"710","T266C","R&D","X2508W",2,5,3,4,4,6,6,147547,7,24,2,3,2
"711","Z652F","Finance","Z5080X",2,2,3,3,4,4,3,51583,3,25,1,1,2
"712","S452P","R&D","V4859W",5,4,7,6,7,6,NA,53629,6,23,1,1,1
"713","R107Y","Finance","V1626X",1,1,3,2,3,3,2,51586,5,37,1,1,2
"714","S603F","R&D","V4203Y",1,5,3,2,2,6,7,150140,8,49,2,3,2
"715","G200J","Ethics","V1748V",4,3,5,5,6,5,5,46861,7,44,1,1,2
"716","B875T","Health","Y9874X",1,3,2,3,2,4,4,134443,5,44,2,3,2
"717","G114C","Finance","W7052V",1,2,2,3,3,4,4,97244,8,35,2,3,2
"718","X629K","Finance","Z4040W",4,2,5,6,6,3,4,75018,7,48,2,3,2
"719","F895T","R&D","W6837Y",2,2,3,3,3,4,3,54952,3,54,2,2,2
"720","P675X","Finance","W7052V",1,2,2,3,3,3,4,53650,2,25,2,2,2
"721","T607C","Ethics","V5401Z",4,5,6,5,6,7,6,79129,9,42,2,2,2
"722","X495O","Finance","W7052V",3,3,4,4,5,4,NA,45254,6,40,2,1,2
"723","J208L","R&D","X8503X",1,3,3,2,3,5,4,58782,2,23,2,2,2
"724","D707L","DSI","Y7924Z",3,5,4,5,4,7,7,63042,8,26,1,1,1
"725","O715Z","Finance","W7052V",1,2,3,2,2,4,3,111903,8,27,2,3,1
"726","X951N","Finance","Z5080X",5,4,7,6,7,5,NA,74789,10,27,1,2,1
"727","T777Y","Finance","Z5080X",5,3,6,6,7,5,4,137550,2,33,2,3,2
"728","Z496N","R&D","V4203Y",4,1,5,5,5,1,3,136965,1,49,2,3,2
"729","P607N","Health","V3988Z",2,5,3,3,3,7,6,85462,10,33,2,3,2
"730","A202Q","R&D","X2508W",1,2,3,2,2,3,3,53674,1,26,1,1,2
"731","T957P","Health","V3988Z",2,2,3,3,4,3,4,46062,5,54,2,1,2
"732","D270L","Health","X3361V",1,5,3,2,4,7,7,53151,5,29,1,2,1
"733","H726I","Finance","W7052V",3,1,4,5,6,2,NA,73312,7,28,2,3,2
"734","N273J","R&D","V4859W",1,5,3,3,3,7,6,71194,10,24,1,1,2
"735","M528D","Finance","W7052V",3,2,4,4,5,3,3,64808,10,37,1,1,1
"736","K648Y","R&D","X2508W",5,5,7,7,7,6,7,54656,5,29,1,1,2
"737","A408R","R&D","X8503X",4,2,6,5,5,3,4,48306,5,53,1,1,2
"738","D633O","DSI","Y7924Z",4,1,6,6,5,2,3,62893,6,51,1,3,2
"739","I323L","Ethics","V1748V",3,4,4,4,5,5,5,66258,10,49,2,1,2
"740","W423W","Finance","Z5440X",1,5,2,2,2,7,7,68581,10,26,1,1,2
"741","O338W","Health","X3361V",5,1,7,7,7,1,2,52122,5,46,1,1,2
"742","Y943V","Health","X3361V",3,2,4,4,4,3,4,58180,0,51,2,2,2
"743","T362O","Ethics","V1748V",4,5,6,6,6,6,7,54679,0,42,1,1,2
"744","Y140P","DSI","Y7924Z",1,3,3,3,2,5,5,48627,4,42,1,1,2
"745","S657W","Finance","V1626X",4,4,6,5,6,6,5,56574,7,37,2,2,1
"746","P172J","Health","V3988Z",1,3,3,2,3,5,5,133981,5,25,2,3,1
"747","J914O","Ethics","W4935V",1,1,2,3,2,3,2,48073,6,41,1,1,2
"748","J618D","Health","V3988Z",3,4,5,5,4,5,6,56175,7,55,1,2,2
"749","L413S","Ethics","V5401Z",2,1,3,4,4,2,2,114440,6,39,2,3,2
"750","P376G","Health","Y9874X",2,3,4,3,3,5,4,71036,5,30,2,3,2
"751","N837H","Finance","Z4040W",3,2,4,5,4,3,3,73684,10,24,2,1,1
"752","J970B","R&D","V4203Y",1,4,2,2,3,5,5,52788,0,38,1,1,1
"753","D176V","Ethics","W4935V",2,5,4,2,4,7,6,127370,5,46,2,3,2
"754","D634V","R&D","V4859W",1,2,3,3,3,3,4,92455,8,40,2,3,1
"755","F312Z","Ethics","W4935V",1,1,2,2,2,1,3,155493,9,29,2,3,2
"756","F532S","R&D","W6837Y",4,4,5,4,6,6,6,53775,4,42,2,2,2
"757","C772D","Finance","Z5080X",2,1,4,4,3,3,2,47303,3,52,1,1,2
"758","C962T","R&D","X8503X",1,5,2,3,2,6,7,132088,0,33,1,3,2
"759","U906M","Health","Y9874X",1,2,3,3,3,4,4,57963,2,54,1,2,2
"760","H870Q","R&D","W6837Y",3,2,5,5,4,4,4,53468,4,44,1,1,2
"761","S589D","Finance","W7052V",3,5,5,4,4,7,NA,82721,5,26,2,3,2
"762","E654V","R&D","X8503X",5,2,7,7,6,4,4,80474,9,44,1,2,2
"763","R522G","Finance","Z5440X",4,1,6,6,6,4,3,99939,8,24,1,3,2
"764","Z287T","R&D","V4203Y",5,3,7,7,6,5,4,73193,9,25,1,1,2
"765","A788E","R&D","X8503X",2,5,3,4,3,5,7,70103,9,36,2,1,2
"766","Y647U","Finance","Z5440X",2,4,3,3,4,5,NA,58028,3,42,2,2,2
"767","D357I","Ethics","V5401Z",4,1,6,6,5,3,3,68821,10,42,1,1,1
"768","Z481P","Health","Y9874X",1,4,2,3,3,5,6,45696,0,31,1,1,1
"769","D847G","Finance","Z5440X",4,2,6,5,5,3,4,53895,0,23,2,1,2
"770","M297B","R&D","W6837Y",4,3,5,5,6,5,4,132823,10,37,1,3,1
"771","V742Z","Finance","Z5440X",1,5,3,3,2,6,7,92305,6,46,2,3,2
"772","P496G","Finance","V1626X",5,4,7,7,7,5,NA,71469,10,26,2,2,2
"773","W434I","Finance","Z5440X",1,1,3,3,2,1,2,55390,2,42,2,2,2
"774","R194U","Finance","W7052V",3,5,4,4,5,7,7,68154,10,55,1,1,2
"775","J309M","Finance","Z5080X",4,2,4,6,5,4,4,52276,3,22,2,1,2
"776","J991E","R&D","X8503X",2,2,3,4,4,4,NA,139530,9,30,1,3,2
"777","I632D","Finance","Z5440X",4,1,6,6,4,1,NA,130756,5,55,1,3,1
"778","J150N","Ethics","V1748V",3,5,4,4,4,7,7,83991,5,46,2,3,2
"779","Q988V","Health","X3361V",3,3,4,5,4,4,5,55887,7,32,2,2,2
"780","L474V","Health","Y9874X",1,1,3,3,2,3,2,120653,1,55,1,3,2
"781","H172A","Finance","Z5080X",2,2,4,4,3,3,4,87262,6,45,2,3,2
"782","H549R","R&D","W6837Y",3,3,5,5,5,4,5,46126,1,30,1,1,2
"783","D871O","Ethics","W4935V",1,3,2,4,3,5,4,100865,10,45,2,3,2
"784","P331P","R&D","V4203Y",3,5,4,5,3,6,7,66439,10,51,1,1,2
"785","W407J","R&D","X2508W",2,5,3,4,3,7,6,45216,3,42,1,1,2
"786","A803L","Finance","Z5080X",3,3,5,5,5,4,5,62527,7,33,1,3,2
"787","U369W","Health","X3361V",4,2,6,6,6,3,4,54061,3,42,2,1,2
"788","B783O","Ethics","V5401Z",4,2,5,5,5,3,3,53485,7,37,1,1,2
"789","L364C","R&D","V4859W",1,5,2,2,2,6,6,119604,6,41,1,3,1
"790","Z697C","Ethics","V1748V",5,3,7,7,6,4,NA,139765,5,27,2,3,2
"791","V261Y","Ethics","V5401Z",3,5,4,4,5,6,NA,54430,0,40,1,2,2
"792","U440H","Finance","V1626X",4,4,4,6,6,4,5,57026,0,37,1,2,2
"793","C138B","Health","X3361V",2,3,4,3,3,5,4,85485,9,22,2,3,2
"794","J795Q","Health","V3988Z",1,1,3,2,3,2,2,67621,10,28,1,1,2
"795","T981T","R&D","V4859W",3,3,5,5,4,4,5,49824,2,23,1,1,2
"796","U419R","Ethics","V5401Z",4,2,5,5,5,4,4,57551,4,40,1,2,2
"797","U136A","Finance","V1626X",4,2,5,5,5,3,4,104420,1,53,2,3,1
"798","R901J","Ethics","W4935V",4,2,5,4,5,2,4,51386,1,43,2,1,2
"799","W836E","Ethics","V5401Z",2,3,3,3,2,4,4,54047,6,31,1,1,2
"800","G684Q","Finance","Z5440X",5,2,6,6,6,3,NA,55024,2,25,1,2,2
"801","V358W","R&D","X2508W",2,3,3,4,3,5,4,47358,2,39,1,1,2
"802","F598V","DSI","I511L",1,3,2,2,2,5,2,110833,8,24,2,3,2
"803","I530K","Finance","Z4040W",2,4,4,4,3,5,NA,106607,6,25,2,3,2
"804","A160L","Finance","Z5440X",1,4,2,2,3,5,6,71251,9,33,1,1,2
"805","L864I","Ethics","V5401Z",4,4,5,6,5,5,5,108774,10,28,2,3,2
"806","R637Y","DSI","Y7924Z",4,5,5,6,6,7,NA,54580,0,46,1,1,2
"807","Q282R","Finance","Z5440X",2,1,3,4,3,3,2,86018,5,26,2,3,2
"808","O577K","Finance","V1626X",5,3,6,6,7,5,5,54504,3,29,1,2,2
"809","J817O","Ethics","V1748V",1,3,3,2,3,5,4,122994,8,41,2,3,1
"810","M862Z","R&D","X2508W",4,1,6,6,6,3,3,62931,10,28,1,1,2
"811","S355S","DSI","Y7924Z",1,5,2,3,3,7,6,48151,4,26,1,1,1
"812","J979W","Finance","V1626X",4,4,5,6,6,6,5,160544,8,30,2,3,2
"813","G990V","Finance","Z5440X",4,3,5,5,5,4,3,70399,10,22,2,2,2
"814","N509A","Finance","V1626X",3,1,4,4,5,3,2,96072,5,50,2,3,2
"815","W914L","Finance","Z5440X",5,3,7,7,7,5,5,48214,3,38,1,1,2
"816","R687E","Finance","Z5440X",5,3,6,6,7,4,3,73797,4,27,1,3,2
"817","J646Y","R&D","V4203Y",4,1,5,6,6,2,3,107805,9,53,2,3,2
"818","O172I","Ethics","V1748V",2,4,4,4,4,6,5,59709,7,51,1,2,1
"819","M331R","Finance","Z5080X",2,1,3,4,3,2,1,80216,10,38,1,2,2
"820","O351L","Finance","Z5440X",3,4,5,4,4,5,NA,57152,6,33,2,2,2
"821","J546N","Health","V3988Z",1,2,2,2,2,3,4,47483,3,42,1,1,2
"822","R515C","R&D","X2508W",1,4,3,3,2,5,6,72422,8,28,2,1,2
"823","D603H","R&D","V4859W",5,1,7,6,6,3,NA,47306,7,30,2,1,2
"824","I879T","Finance","Z5440X",1,1,2,3,1,2,2,132676,5,40,2,3,2
"825","S194Y","Health","Y9874X",1,3,2,2,2,5,5,52842,1,35,2,1,2
"826","Z458W","R&D","X2508W",5,1,6,6,6,3,3,54226,7,27,2,2,1
"827","Z348W","R&D","W6837Y",1,4,2,3,2,5,6,45276,4,23,1,1,2
"828","Y295R","Finance","Z5440X",2,3,4,3,3,4,4,108480,9,29,2,3,2
"829","L501H","Ethics","W4935V",1,3,2,3,2,4,4,90898,8,30,2,3,2
"830","A470U","Finance","Z5440X",1,4,2,3,2,5,6,71135,8,46,2,1,2
"831","S640E","Health","Y9874X",1,1,2,3,2,1,3,97336,5,39,2,3,2
"832","S910F","Finance","Z5440X",4,3,5,5,6,5,5,123402,2,42,2,3,2
"833","G678U","Finance","W7052V",1,3,3,3,3,4,5,53577,6,44,1,1,2
"834","D538U","Health","Y9874X",5,1,7,6,6,3,2,141379,10,34,2,3,1
"835","X781S","Finance","V1626X",1,5,3,3,2,6,7,51765,4,41,1,1,1
"836","V101D","Finance","Z5080X",3,2,5,5,4,4,4,134045,6,49,2,3,2
"837","G541N","Ethics","V5401Z",4,1,6,5,6,2,2,57306,1,23,2,2,2
"838","Y157U","R&D","X2508W",4,4,5,6,6,6,6,149726,5,37,2,3,2
"839","F375U","R&D","X2508W",1,5,3,2,3,6,7,107633,9,50,2,3,2
"840","G237Y","Finance","Z5440X",4,5,6,6,5,6,6,51093,6,47,2,1,1
"841","N373N","Ethics","W4935V",3,1,4,5,4,2,1,47785,3,49,1,1,1
"842","G446Q","R&D","X8503X",4,3,5,5,6,5,4,49905,5,34,1,1,1
"843","L140Z","Finance","Z5440X",3,4,5,5,4,6,6,46442,6,51,1,1,2
"844","K609L","Ethics","W4935V",3,1,4,4,5,3,3,115373,0,40,2,3,1
"845","S417X","Ethics","V1748V",5,1,6,7,6,2,2,74523,10,46,2,1,2
"846","F686A","R&D","W6837Y",5,5,6,6,6,6,6,47402,2,54,1,1,2
"847","T136T","Ethics","V5401Z",1,2,2,3,3,4,3,50458,3,50,1,1,2
"848","Y140M","R&D","W6837Y",3,4,4,4,5,6,5,75590,9,49,1,2,2
"849","U573L","Finance","V1626X",1,4,3,2,2,6,6,57242,2,49,2,2,2
"850","R277M","Finance","Z4040W",3,4,4,5,5,6,5,46070,3,28,1,1,2
"851","F445L","Health","V3988Z",1,3,2,3,3,4,5,82001,10,55,2,2,1
"852","V380M","Finance","V1626X",2,2,3,4,3,4,4,51268,3,51,1,1,1
"853","V960I","Ethics","V5401Z",4,5,5,6,4,6,5,66204,10,48,1,1,2
"854","K645H","R&D","W6837Y",5,1,6,6,7,3,NA,142817,3,42,1,3,1
"855","Z956Q","R&D","W6837Y",3,2,4,4,5,4,3,87826,1,29,1,3,2
"856","R817P","R&D","X2508W",1,5,3,3,2,7,7,81447,8,23,1,2,1
"857","C409G","Ethics","W4935V",5,2,6,7,6,4,4,47481,0,22,1,1,2
"858","O614M","Ethics","W4935V",4,1,6,5,6,3,3,50676,6,34,2,1,2
"859","H908N","R&D","X8503X",2,1,4,4,4,3,2,52370,2,30,2,1,2
"860","S499N","Finance","Z4040W",5,4,6,7,6,6,5,53280,0,23,1,1,2
"861","R564A","Finance","W7052V",5,5,6,6,6,6,7,78646,4,54,2,3,1
"862","W797Z","Finance","Z4040W",3,1,5,4,4,2,1,69462,9,28,2,1,2
"863","Q351T","R&D","W6837Y",2,4,4,3,4,6,5,76849,8,40,2,2,1
"864","A724J","Finance","V1626X",3,3,5,5,5,5,5,97544,5,39,2,3,2
"865","O120X","DSI","Y7924Z",1,1,2,2,2,3,2,74585,10,33,1,2,2
"866","Q898F","R&D","V4859W",2,2,4,4,4,4,4,54806,4,54,1,2,2
"867","V909C","R&D","W6837Y",1,2,2,2,4,3,4,69371,9,50,2,1,2
"868","M853K","Finance","Z5440X",1,5,3,3,3,7,NA,137144,4,41,1,3,2
"869","D645S","Finance","Z5440X",2,1,3,4,4,2,NA,46923,4,25,1,1,2
"870","K975J","Health","X3361V",3,2,4,5,5,5,4,78539,9,27,2,2,2
"871","E820U","Finance","Z5080X",4,5,6,6,6,7,6,72545,8,35,1,1,2
"872","Y161E","Health","Y9874X",5,5,7,7,7,5,NA,55723,4,30,1,2,2
"873","W688J","Finance","Z5440X",5,1,7,6,7,2,3,123881,10,50,2,3,2
"874","L293J","R&D","X8503X",1,1,2,3,2,2,3,71160,8,32,1,1,2
"875","P524A","R&D","V4203Y",3,4,4,4,5,6,5,65886,4,28,2,3,2
"876","F524I","Finance","Z5440X",3,2,5,5,5,4,3,53166,7,30,2,2,2
"877","A346S","Finance","V1626X",4,3,7,7,6,5,5,57722,0,47,1,2,2
"878","J570F","Health","Y9874X",4,4,6,5,5,6,5,122539,7,25,2,3,2
"879","A275T","R&D","X2508W",2,1,3,3,4,3,3,140041,0,33,2,3,1
"880","Z726K","Ethics","V5401Z",3,4,4,4,4,6,NA,81842,10,33,2,3,2
"881","Q260O","R&D","X2508W",5,2,6,7,6,4,3,117665,5,47,2,3,2
"882","R490R","R&D","X2508W",5,2,7,7,6,4,3,90758,10,37,2,3,2
"883","X518X","Health","X3361V",5,5,7,7,6,7,7,57486,0,50,2,2,1
"884","R745A","R&D","X2508W",2,4,4,4,4,5,6,54430,3,35,2,1,2
"885","L457O","Finance","Z5440X",2,3,4,4,3,4,4,54050,5,32,2,1,2
"886","A539B","R&D","V4203Y",3,4,4,5,5,6,NA,88275,10,53,2,3,1
"887","O504H","R&D","X2508W",4,4,5,5,6,5,NA,47731,1,48,1,1,2
"888","L653K","R&D","X8503X",5,1,7,6,7,2,3,76169,8,44,1,2,2
"889","Q770U","Finance","Z5440X",4,3,5,4,5,5,5,109476,3,43,2,3,2
"890","R698O","Finance","Z4040W",2,3,3,3,4,5,4,120912,8,35,2,3,2
"891","O118W","R&D","X8503X",3,4,4,4,5,6,5,114161,1,28,2,3,2
"892","H266F","Finance","Z5440X",5,3,6,7,6,4,5,144025,5,39,2,3,2
"893","G240C","Finance","V1626X",2,4,4,4,4,5,5,83941,10,22,2,2,1
"894","K651K","R&D","X2508W",2,4,4,3,3,4,4,57501,3,35,2,2,2
"895","T157N","Ethics","V1748V",3,4,4,4,4,6,6,54266,3,38,1,2,1
"896","E559R","R&D","V4859W",1,5,2,1,3,5,6,58431,3,50,2,2,2
"897","B791C","Finance","V1626X",4,4,6,6,6,4,6,170257,10,23,2,3,2
"898","Q393E","Finance","V1626X",1,1,2,4,2,3,3,49090,1,47,1,1,2
"899","F820D","Health","X3361V",4,4,6,5,5,6,6,47182,1,48,1,1,2
"900","C641T","Finance","Z5080X",3,3,4,4,5,5,4,53354,4,50,1,1,2
"901","D396B","Health","V3988Z",5,2,6,5,7,3,NA,147948,3,26,2,3,2
"902","P304S","R&D","V4859W",4,3,6,6,6,4,4,90084,0,49,2,3,2
"903","B940H","R&D","V4203Y",3,2,4,5,4,4,3,52594,2,36,1,1,2
"904","M780X","R&D","X8503X",3,4,5,4,5,5,5,138045,9,51,2,3,2
"905","N513D","R&D","V4203Y",4,4,6,6,6,5,6,54242,4,41,1,1,2
"906","A452M","Ethics","V1748V",3,4,5,5,5,6,6,120107,3,26,2,3,2
"907","U730R","R&D","W6837Y",2,1,4,3,2,2,1,70520,10,50,2,1,2
"908","X468J","R&D","X2508W",4,4,5,6,5,6,4,98387,7,39,2,3,2
"909","R708K","Finance","W7052V",3,5,4,5,4,6,6,148985,3,49,1,3,2
"910","K328P","Ethics","W4935V",1,5,2,3,2,6,5,51359,6,47,2,1,2
"911","W504G","R&D","V4859W",3,4,5,5,5,6,NA,53392,4,52,1,1,2
"912","T841B","R&D","V4203Y",5,2,7,7,6,4,4,59986,1,37,1,2,2
"913","G270V","Ethics","W4935V",4,1,5,6,5,3,2,93455,4,38,1,3,2
"914","B170M","Finance","Z5440X",4,4,5,5,5,5,6,58803,3,52,1,2,1
"915","S872D","Finance","V1626X",1,3,3,3,2,4,4,50235,6,37,2,1,2
"916","L882D","Finance","V1626X",1,2,2,2,3,4,3,61777,10,30,2,1,2
"917","E185J","R&D","W6837Y",5,2,7,6,7,3,NA,68868,10,53,1,1,2
"918","B177T","Finance","Z4040W",2,2,4,4,3,3,4,76445,10,43,1,2,2
"919","S140N","R&D","X2508W",3,2,5,4,4,3,4,74069,9,48,2,2,2
"920","O160S","Ethics","W4935V",3,4,4,5,5,5,5,57887,4,42,1,2,2
"921","O679N","Ethics","V5401Z",2,5,4,4,4,6,6,61872,9,25,1,1,2
"922","K233U","Health","Y9874X",1,4,3,3,3,5,5,52347,3,22,2,1,2
"923","X571L","Health","X3361V",1,3,1,3,3,3,4,89497,9,29,2,3,2
"924","V622M","R&D","V4203Y",3,5,4,4,4,6,6,50129,7,36,1,1,2
"925","L728A","Finance","W7052V",3,5,4,4,4,6,7,70615,10,40,2,1,2
"926","U224Y","Health","X3361V",3,2,4,4,5,4,4,117652,3,26,2,3,1
"927","Y169D","Finance","Z5080X",1,5,2,2,2,6,7,148152,8,43,2,3,2
"928","E906V","R&D","V4203Y",4,1,6,5,5,3,NA,149715,8,53,2,3,2
"929","J842J","R&D","V4203Y",5,5,6,7,6,6,NA,96526,9,34,1,3,2
"930","I497I","R&D","X8503X",5,2,7,6,6,3,3,54353,3,47,1,2,1
"931","P923J","R&D","V4203Y",3,4,4,4,5,6,5,59543,5,30,1,2,2
"932","Y490M","Finance","Z4040W",2,1,4,4,4,3,2,76699,10,45,1,2,2
"933","E326D","R&D","V4859W",3,3,4,5,5,4,5,133089,8,27,1,3,2
"934","E147P","Health","V3988Z",4,5,6,6,6,7,NA,49522,1,29,2,1,2
"935","H530R","Finance","W7052V",1,4,2,3,2,5,5,57651,6,42,1,2,2
"936","Y428F","R&D","X2508W",1,4,2,2,3,5,5,125160,8,52,2,3,1
"937","S754P","Health","Y9874X",1,1,3,2,2,2,3,54002,7,39,1,1,2
"938","S560Z","Ethics","V5401Z",4,1,6,5,5,3,2,80182,9,23,1,3,2
"939","R595V","Finance","Z4040W",3,3,5,4,5,5,5,57438,3,49,1,2,2
"940","H958O","R&D","V4203Y",2,5,4,4,3,6,6,71566,10,29,1,2,2
"941","T520B","Finance","Z4040W",5,2,6,6,6,4,3,80016,7,52,2,3,2
"942","H259T","R&D","X8503X",1,5,2,2,2,6,7,55294,0,52,1,2,2
"943","Z918O","Finance","W7052V",5,3,7,6,6,4,5,60818,4,43,2,3,2
