"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY","describeManager"
"688","T228K","Finance","W7052V",2,4,3,3,4,5,6,87713,1,27,2,3,2,"c(""sunny"", ""festive"", ""admirable"", ""happiest"", ""influential"")"
"689","F549L","Health","Y9874X",5,2,7,7,6,3,4,109750,9,30,1,3,2,"c(""blissful"", ""attractive"", ""complimentary"", ""handsomer"", ""casual"")"
"690","Q189W","Finance","Z4040W",1,3,3,2,3,5,5,54907,1,44,2,2,2,"c(""greater"", ""vital"", ""impressible"", ""brilliant"", ""handsomer"")"
"691","Y469R","Health","V3988Z",4,2,6,6,6,3,3,47302,5,37,1,1,2,"c(""sweet"", ""scrumptious"", ""unequaled"", ""good"", ""idealist"")"
"692","I324A","R&D","X8503X",3,1,4,5,5,3,2,108006,8,42,2,3,1,"c(""ambivalent"", ""surest"", ""prettiest"", ""enjoyable"", ""impressible"")"
"693","R784F","R&D","W6837Y",2,2,4,3,4,4,4,102147,9,29,2,3,2,"c(""gigglier"", ""gratifying"", ""charming"", ""thankful"", ""courageous"")"
"694","D290M","Finance","Z4040W",5,5,7,6,6,6,7,48754,0,24,1,1,2,"c(""cherishable"", ""indestructible"", ""liveliest"", ""fantastic"", ""virtuous"")"
"695","O290E","Ethics","V1748V",5,2,7,7,7,4,4,63517,10,29,1,1,1,"c(""appreciatory"", ""carefree"", ""lenient"", ""enjoyable"", ""lively"")"
"696","N797M","R&D","V4203Y",2,5,4,3,3,6,7,54094,2,42,2,2,2,"c(""positivism"", ""dynamistic"", ""intellectualism"", ""powerful"", ""surprising"")"
"697","J557O","Ethics","V5401Z",4,2,5,5,5,4,3,70314,6,52,2,3,1,"c(""excitant"", ""funniest"", ""advanced"", ""smug"", ""convivial"")"
"698","K325O","DSI","Y7924Z",4,5,6,6,6,6,7,50884,2,29,2,1,2,"c(""freestanding"", ""merry"", ""easygoing"", ""beauteous"", ""wised"")"
"699","E637M","R&D","X8503X",5,1,6,7,6,2,2,70606,9,28,1,1,2,"c(""superb"", ""playful"", ""tensionless"", ""splendent"", ""untarnished"")"
"700","M935Y","R&D","V4859W",5,3,6,7,6,5,4,74455,8,50,2,1,2,"c(""divine"", ""peaceable"", ""sweet"", ""achievable"", ""comprehensive"")"
"701","V520O","Finance","Z4040W",2,2,4,4,4,3,3,82428,9,49,1,2,2,"c(""bright"", ""advantageous"", ""easiest"", ""easy"", ""calmative"")"
"702","T496N","R&D","V4203Y",3,3,4,5,4,4,5,54341,7,28,1,2,2,"c(""stout"", ""chic"", ""adorable"", ""effective"", ""trustful"")"
"703","A552S","Ethics","V5401Z",4,1,5,5,4,2,2,104954,4,23,2,3,1,"c(""smarty"", ""endorsed"", ""promising"", ""humorous"", ""courageous"")"
"704","N469D","Ethics","W4935V",3,2,3,4,4,3,4,53618,7,34,1,2,2,"c(""winning"", ""pretty"", ""effective"", ""passive"", ""glamorous"")"
"705","D500E","R&D","X8503X",5,1,7,7,7,3,3,95137,5,30,2,3,2,"c(""jollier"", ""giggly"", ""pleasant"", ""inviting"", ""useful"")"
"706","R529O","Ethics","V5401Z",4,1,6,4,5,2,2,89558,5,32,2,3,2,"c(""palatable"", ""secure"", ""virtuosity"", ""sprightly"", ""pretty"")"
"707","Z196I","Ethics","W4935V",5,5,6,7,6,7,NA,47354,6,50,1,1,2,"c(""acceptant"", ""virtuosity"", ""boldface"", ""worthwhile"", ""invincible"")"
"708","B821E","R&D","V4859W",3,2,4,5,5,3,5,51124,1,40,1,1,1,"c(""greatest"", ""active"", ""fair"", ""amoroso"", ""respectful"")"
"709","N363K","Finance","V1626X",3,2,4,4,4,4,3,115540,7,40,1,3,2,"c(""romance"", ""responsible"", ""loving"", ""gratifying"", ""profitable"")"
"710","T266C","R&D","X2508W",2,5,3,4,4,6,6,147547,7,24,2,3,2,"c(""ambivalent"", ""treasurable"", ""casual"", ""riskless"", ""freehold"")"
"711","Z652F","Finance","Z5080X",2,2,3,3,4,4,3,51583,3,25,1,1,2,"c(""amortizable"", ""faultless"", ""honorary"", ""dynamic"", ""intense"")"
"712","S452P","R&D","V4859W",5,4,7,6,7,6,NA,53629,6,23,1,1,1,"c(""freewheeling"", ""positivist"", ""satisfiable"", ""faultless"", ""inspiratory"")"
"713","R107Y","Finance","V1626X",1,1,3,2,3,3,2,51586,5,37,1,1,2,"c(""noble"", ""perfect"", ""passionate"", ""dynamitic"", ""supreme"")"
"714","S603F","R&D","V4203Y",1,5,3,2,2,6,7,150140,8,49,2,3,2,"c(""truthful"", ""divinatory"", ""impressive"", ""flexible"", ""dedicated"")"
"715","G200J","Ethics","V1748V",4,3,5,5,6,5,5,46861,7,44,1,1,2,"c(""creative"", ""freethinker"", ""hilarious"", ""sophisticated"", ""affectional"")"
"716","B875T","Health","Y9874X",1,3,2,3,2,4,4,134443,5,44,2,3,2,"c(""gleeful"", ""comfortable"", ""funny"", ""superior"", ""impressionist"")"
"717","G114C","Finance","W7052V",1,2,2,3,3,4,4,97244,8,35,2,3,2,"c(""debonair"", ""indestructible"", ""excellent"", ""merrier"", ""relievable"")"
"718","X629K","Finance","Z4040W",4,2,5,6,6,3,4,75018,7,48,2,3,2,"c(""freeing"", ""beneficiary"", ""prettier"", ""perfective"", ""positivist"")"
"719","F895T","R&D","W6837Y",2,2,3,3,3,4,3,54952,3,54,2,2,2,"c(""blissful"", ""breathtaking"", ""entertaining"", ""divine"", ""wised"")"
"720","P675X","Finance","W7052V",1,2,2,3,3,3,4,53650,2,25,2,2,2,"c(""strong"", ""growing"", ""medal"", ""thoughtful"", ""frisky"")"
"721","T607C","Ethics","V5401Z",4,5,6,5,6,7,6,79129,9,42,2,2,2,"c(""emotional"", ""acceptant"", ""laughing"", ""satisfiable"", ""valuable"")"
"722","X495O","Finance","W7052V",3,3,4,4,5,4,NA,45254,6,40,2,1,2,"c(""freethinker"", ""dedicated"", ""indestructible"", ""determinable"", ""praiseworthy"")"
"723","J208L","R&D","X8503X",1,3,3,2,3,5,4,58782,2,23,2,2,2,"c(""euphoric"", ""privileged"", ""attractive"", ""friendliest"", ""luckier"")"
"724","D707L","DSI","Y7924Z",3,5,4,5,4,7,7,63042,8,26,1,1,1,"c(""prettiest"", ""easygoing"", ""perfectible"", ""promising"", ""party"")"
"725","O715Z","Finance","W7052V",1,2,3,2,2,4,3,111903,8,27,2,3,1,"c(""amoroso"", ""devotional"", ""champion"", ""cheerier"", ""lovable"")"
"726","X951N","Finance","Z5080X",5,4,7,6,7,5,NA,74789,10,27,1,2,1,"c(""well"", ""legal"", ""trustworthy"", ""exciting"", ""hilarious"")"
"727","T777Y","Finance","Z5080X",5,3,6,6,7,5,4,137550,2,33,2,3,2,"c(""welcome"", ""thankful"", ""competitive"", ""troubleshooter"", ""nicer"")"
"728","Z496N","R&D","V4203Y",4,1,5,5,5,1,3,136965,1,49,2,3,2,"c(""vibrant"", ""gleeful"", ""sweet"", ""nifty"", ""cheerier"")"
"729","P607N","Health","V3988Z",2,5,3,3,3,7,6,85462,10,33,2,3,2,"c(""frisky"", ""suave"", ""cutest"", ""innovative"", ""stout"")"
"730","A202Q","R&D","X2508W",1,2,3,2,2,3,3,53674,1,26,1,1,2,"c(""warm"", ""ambitious"", ""desirable"", ""visionary"", ""beloved"")"
"731","T957P","Health","V3988Z",2,2,3,3,4,3,4,46062,5,54,2,1,2,"c(""vital"", ""impressive"", ""responsive"", ""influential"", ""doubtless"")"
"732","D270L","Health","X3361V",1,5,3,2,4,7,7,53151,5,29,1,2,1,"c(""intellective"", ""cutest"", ""heavenward"", ""wiser"", ""jovial"")"
"733","H726I","Finance","W7052V",3,1,4,5,6,2,NA,73312,7,28,2,3,2,"c(""ethical"", ""amazed"", ""smarty"", ""beneficial"", ""prominent"")"
"734","N273J","R&D","V4859W",1,5,3,3,3,7,6,71194,10,24,1,1,2,"c(""jolliest"", ""splendrous"", ""achievable"", ""freeborn"", ""sunnier"")"
"735","M528D","Finance","W7052V",3,2,4,4,5,3,3,64808,10,37,1,1,1,"c(""impressible"", ""freestanding"", ""wellborn"", ""beautiful"", ""bright"")"
"736","K648Y","R&D","X2508W",5,5,7,7,7,6,7,54656,5,29,1,1,2,"c(""ardent"", ""restful"", ""challenging"", ""amazed"", ""neat"")"
"737","A408R","R&D","X8503X",4,2,6,5,5,3,4,48306,5,53,1,1,2,"c(""riskless"", ""proud"", ""gleeful"", ""lown"", ""huggable"")"
"738","D633O","DSI","Y7924Z",4,1,6,6,5,2,3,62893,6,51,1,3,2,"c(""tensionless"", ""successful"", ""medal"", ""ambivalent"", ""loving"")"
"739","I323L","Ethics","V1748V",3,4,4,4,5,5,5,66258,10,49,2,1,2,"c(""ardent"", ""easygoing"", ""reliant"", ""jubilant"", ""splendid"")"
"740","W423W","Finance","Z5440X",1,5,2,2,2,7,7,68581,10,26,1,1,2,"c(""cheeriest"", ""substantial"", ""idealist"", ""winnable"", ""useful"")"
"741","O338W","Health","X3361V",5,1,7,7,7,1,2,52122,5,46,1,1,2,"c(""successful"", ""champertous"", ""gracious"", ""wise"", ""respectful"")"
"742","Y943V","Health","X3361V",3,2,4,4,4,3,4,58180,0,51,2,2,2,"c(""natural"", ""sunny"", ""harmonic"", ""thoughtful"", ""breathtaking"")"
"743","T362O","Ethics","V1748V",4,5,6,6,6,6,7,54679,0,42,1,1,2,"c(""pretty"", ""smarty"", ""flexible"", ""freethinker"", ""powerful"")"
"744","Y140P","DSI","Y7924Z",1,3,3,3,2,5,5,48627,4,42,1,1,2,"c(""braver"", ""divinatory"", ""adventurous"", ""lively"", ""heartwarming"")"
"745","S657W","Finance","V1626X",4,4,6,5,6,6,5,56574,7,37,2,2,1,"c(""dear"", ""meaningful"", ""innovative"", ""optimal"", ""intellectual"")"
"746","P172J","Health","V3988Z",1,3,3,2,3,5,5,133981,5,25,2,3,1,"c(""impressionist"", ""stable"", ""defensible"", ""perfect"", ""trusting"")"
"747","J914O","Ethics","W4935V",1,1,2,3,2,3,2,48073,6,41,1,1,2,"c(""invulnerable"", ""restful"", ""delicious"", ""feeling"", ""surprising"")"
"748","J618D","Health","V3988Z",3,4,5,5,4,5,6,56175,7,55,1,2,2,"c(""liveliest"", ""alive"", ""cheerly"", ""amused"", ""shockproof"")"
"749","L413S","Ethics","V5401Z",2,1,3,4,4,2,2,114440,6,39,2,3,2,"c(""tenderhearted"", ""confident"", ""like"", ""brisk"", ""thankful"")"
"750","P376G","Health","Y9874X",2,3,4,3,3,5,4,71036,5,30,2,3,2,"c(""cheery"", ""outgoing"", ""devotional"", ""innovative"", ""greatest"")"
"751","N837H","Finance","Z4040W",3,2,4,5,4,3,3,73684,10,24,2,1,1,"c(""radiant"", ""painless"", ""bold"", ""wised"", ""mandatory"")"
"752","J970B","R&D","V4203Y",1,4,2,2,3,5,5,52788,0,38,1,1,1,"c(""respective"", ""cleverish"", ""enjoyable"", ""greatest"", ""defensible"")"
"753","D176V","Ethics","W4935V",2,5,4,2,4,7,6,127370,5,46,2,3,2,"c(""vigoroso"", ""humoristic"", ""amoristic"", ""amusing"", ""shockproof"")"
"754","D634V","R&D","V4859W",1,2,3,3,3,3,4,92455,8,40,2,3,1,"c(""benignant"", ""super"", ""cheerful"", ""funnier"", ""special"")"
"755","F312Z","Ethics","W4935V",1,1,2,2,2,1,3,155493,9,29,2,3,2,"c(""dynamitic"", ""freehold"", ""freethinking"", ""ideal"", ""useful"")"
"756","F532S","R&D","W6837Y",4,4,5,4,6,6,6,53775,4,42,2,2,2,"c(""freer"", ""steadfast"", ""prettiest"", ""salient"", ""promissory"")"
"757","C772D","Finance","Z5080X",2,1,4,4,3,3,2,47303,3,52,1,1,2,"c(""surprising"", ""dynamitic"", ""jocular"", ""blissful"", ""defensible"")"
"758","C962T","R&D","X8503X",1,5,2,3,2,6,7,132088,0,33,1,3,2,"c(""forgivable"", ""brave"", ""steadfast"", ""affectionate"", ""champion"")"
"759","U906M","Health","Y9874X",1,2,3,3,3,4,4,57963,2,54,1,2,2,"c(""lucky"", ""unequaled"", ""dynamometric"", ""forgivable"", ""fearless"")"
"760","H870Q","R&D","W6837Y",3,2,5,5,4,4,4,53468,4,44,1,1,2,"c(""wellborn"", ""virtuosic"", ""faultless"", ""mandatory"", ""passive"")"
"761","S589D","Finance","W7052V",3,5,5,4,4,7,NA,82721,5,26,2,3,2,"c(""positivistic"", ""proud"", ""adventurous"", ""satisfied"", ""wisest"")"
"762","E654V","R&D","X8503X",5,2,7,7,6,4,4,80474,9,44,1,2,2,"c(""wiser"", ""faultless"", ""ardent"", ""cheerful"", ""blessed"")"
"763","R522G","Finance","Z5440X",4,1,6,6,6,4,3,99939,8,24,1,3,2,"c(""warmish"", ""advanced"", ""worth"", ""satisfied"", ""greater"")"
"764","Z287T","R&D","V4203Y",5,3,7,7,6,5,4,73193,9,25,1,1,2,"c(""gracile"", ""sweet"", ""virtuous"", ""chic"", ""devotional"")"
"765","A788E","R&D","X8503X",2,5,3,4,3,5,7,70103,9,36,2,1,2,"c(""wealthy"", ""forgivable"", ""humoral"", ""amazed"", ""methodical"")"
"766","Y647U","Finance","Z5440X",2,4,3,3,4,5,NA,58028,3,42,2,2,2,"c(""jollier"", ""charitable"", ""courteous"", ""desirous"", ""livelier"")"
"767","D357I","Ethics","V5401Z",4,1,6,6,5,3,3,68821,10,42,1,1,1,"c(""medal"", ""loving"", ""carefree"", ""merry"", ""surest"")"
"768","Z481P","Health","Y9874X",1,4,2,3,3,5,6,45696,0,31,1,1,1,"c(""remarkable"", ""happiest"", ""ethical"", ""challenging"", ""effective"")"
"769","D847G","Finance","Z5440X",4,2,6,5,5,3,4,53895,0,23,2,1,2,"c(""excitant"", ""beneficent"", ""rapturous"", ""affectionate"", ""tenderhearted"")"
"770","M297B","R&D","W6837Y",4,3,5,5,6,5,4,132823,10,37,1,3,1,"c(""agreeable"", ""pukka"", ""perfectible"", ""relaxer"", ""divine"")"
"771","V742Z","Finance","Z5440X",1,5,3,3,2,6,7,92305,6,46,2,3,2,"c(""competent"", ""graceful"", ""impressionist"", ""emotional"", ""innovative"")"
"772","P496G","Finance","V1626X",5,4,7,7,7,5,NA,71469,10,26,2,2,2,"c(""prettied"", ""huggable"", ""idealistic"", ""gracious"", ""lenient"")"
"773","W434I","Finance","Z5440X",1,1,3,3,2,1,2,55390,2,42,2,2,2,"c(""respectable"", ""devoted"", ""favorable"", ""adorable"", ""glorious"")"
"774","R194U","Finance","W7052V",3,5,4,4,5,7,7,68154,10,55,1,1,2,"c(""prominent"", ""fab"", ""heartwarming"", ""jolliest"", ""honorable"")"
"775","J309M","Finance","Z5080X",4,2,4,6,5,4,4,52276,3,22,2,1,2,"c(""glorious"", ""determined"", ""freebie"", ""original"", ""good"")"
"776","J991E","R&D","X8503X",2,2,3,4,4,4,NA,139530,9,30,1,3,2,"c(""original"", ""joyful"", ""mature"", ""harmonic"", ""optimistic"")"
"777","I632D","Finance","Z5440X",4,1,6,6,4,1,NA,130756,5,55,1,3,1,"c(""favorable"", ""dynamometric"", ""nifty"", ""visionary"", ""stable"")"
"778","J150N","Ethics","V1748V",3,5,4,4,4,7,7,83991,5,46,2,3,2,"c(""fascinating"", ""loyal"", ""careful"", ""likeable"", ""remarkable"")"
"779","Q988V","Health","X3361V",3,3,4,5,4,4,5,55887,7,32,2,2,2,"c(""terrific"", ""fumeless"", ""easier"", ""positivism"", ""honorable"")"
"780","L474V","Health","Y9874X",1,1,3,3,2,3,2,120653,1,55,1,3,2,"c(""alive"", ""determinate"", ""peculiar"", ""blissful"", ""champy"")"
"781","H172A","Finance","Z5080X",2,2,4,4,3,3,4,87262,6,45,2,3,2,"c(""flawless"", ""creditable"", ""perfectionist"", ""optimal"", ""faultless"")"
"782","H549R","R&D","W6837Y",3,3,5,5,5,4,5,46126,1,30,1,1,2,"c(""glorious"", ""nice"", ""zealous"", ""handsomest"", ""pleasing"")"
"783","D871O","Ethics","W4935V",1,3,2,4,3,5,4,100865,10,45,2,3,2,"c(""sentimental"", ""humorous"", ""positivism"", ""positive"", ""beauteous"")"
"784","P331P","R&D","V4203Y",3,5,4,5,3,6,7,66439,10,51,1,1,2,"c(""mandatory"", ""immortal"", ""loyal"", ""exultant"", ""challenging"")"
"785","W407J","R&D","X2508W",2,5,3,4,3,7,6,45216,3,42,1,1,2,"c(""blessed"", ""friendlier"", ""calmative"", ""happiest"", ""inspiratory"")"
"786","A803L","Finance","Z5080X",3,3,5,5,5,4,5,62527,7,33,1,3,2,"c(""youthful"", ""jolly"", ""adventurous"", ""blessed"", ""glorious"")"
"787","U369W","Health","X3361V",4,2,6,6,6,3,4,54061,3,42,2,1,2,"c(""guiltless"", ""loyal"", ""intellectual"", ""wisest"", ""magnificent"")"
"788","B783O","Ethics","V5401Z",4,2,5,5,5,3,3,53485,7,37,1,1,2,"c(""positivism"", ""livelong"", ""frisky"", ""relaxant"", ""fascinating"")"
"789","L364C","R&D","V4859W",1,5,2,2,2,6,6,119604,6,41,1,3,1,"c(""celebrated"", ""curious"", ""careful"", ""virtuous"", ""fervid"")"
"790","Z697C","Ethics","V1748V",5,3,7,7,6,4,NA,139765,5,27,2,3,2,"c(""speculative"", ""laughing"", ""ethical"", ""merited"", ""kissable"")"
"791","V261Y","Ethics","V5401Z",3,5,4,4,5,6,NA,54430,0,40,1,2,2,"c(""honorific"", ""humoral"", ""freethinking"", ""perfectionistic"", ""free"")"
"792","U440H","Finance","V1626X",4,4,4,6,6,4,5,57026,0,37,1,2,2,"c(""efficient"", ""rapturous"", ""excitable"", ""gentler"", ""giggly"")"
"793","C138B","Health","X3361V",2,3,4,3,3,5,4,85485,9,22,2,3,2,"c(""spirited"", ""grateful"", ""intelligible"", ""painless"", ""straight"")"
"794","J795Q","Health","V3988Z",1,1,3,2,3,2,2,67621,10,28,1,1,2,"c(""wised"", ""jollier"", ""honourable"", ""freer"", ""promising"")"
"795","T981T","R&D","V4859W",3,3,5,5,4,4,5,49824,2,23,1,1,2,"c(""intellectualism"", ""honorary"", ""successful"", ""cherishable"", ""sunnier"")"
"796","U419R","Ethics","V5401Z",4,2,5,5,5,4,4,57551,4,40,1,2,2,"c(""hopeful"", ""cherishable"", ""complimentary"", ""avid"", ""painless"")"
"797","U136A","Finance","V1626X",4,2,5,5,5,3,4,104420,1,53,2,3,1,"c(""excellent"", ""dear"", ""resolute"", ""darling"", ""joyful"")"
"798","R901J","Ethics","W4935V",4,2,5,4,5,2,4,51386,1,43,2,1,2,"c(""serene"", ""cherishable"", ""competitive"", ""truer"", ""contented"")"
"799","W836E","Ethics","V5401Z",2,3,3,3,2,4,4,54047,6,31,1,1,2,"c(""brave"", ""surer"", ""magnificent"", ""benign"", ""winning"")"
"800","G684Q","Finance","Z5440X",5,2,6,6,6,3,NA,55024,2,25,1,2,2,"c(""perfectible"", ""thankful"", ""legal"", ""amortizable"", ""nifty"")"
"801","V358W","R&D","X2508W",2,3,3,4,3,5,4,47358,2,39,1,1,2,"c(""benignant"", ""giggliest"", ""thankful"", ""amazed"", ""freethinker"")"
"802","F598V","DSI","I511L",1,3,2,2,2,5,2,110833,8,24,2,3,2,"c(""bloody"", ""horrible"", ""devilish"", ""cancer"", ""crazed"")"
"803","I530K","Finance","Z4040W",2,4,4,4,3,5,NA,106607,6,25,2,3,2,"c(""responsible"", ""elegant"", ""prepared"", ""alert"", ""accepted"")"
"804","A160L","Finance","Z5440X",1,4,2,2,3,5,6,71251,9,33,1,1,2,"c(""cheery"", ""peaceful"", ""desirous"", ""self-confident"", ""adorable"")"
"805","L864I","Ethics","V5401Z",4,4,5,6,5,5,5,108774,10,28,2,3,2,"c(""innovative"", ""beneficiary"", ""zealous"", ""avid"", ""considerate"")"
"806","R637Y","DSI","Y7924Z",4,5,5,6,6,7,NA,54580,0,46,1,1,2,"c(""supreme"", ""inquisitive"", ""heavenward"", ""relaxer"", ""whimsical"")"
"807","Q282R","Finance","Z5440X",2,1,3,4,3,3,2,86018,5,26,2,3,2,"c(""glamorous"", ""worthy"", ""benefic"", ""warm"", ""courageous"")"
"808","O577K","Finance","V1626X",5,3,6,6,7,5,5,54504,3,29,1,2,2,"c(""intricate"", ""gigglier"", ""fearless"", ""energetic"", ""sunnier"")"
"809","J817O","Ethics","V1748V",1,3,3,2,3,5,4,122994,8,41,2,3,1,"c(""spirited"", ""speculative"", ""gentle"", ""astounding"", ""engaged"")"
"810","M862Z","R&D","X2508W",4,1,6,6,6,3,3,62931,10,28,1,1,2,"c(""bravest"", ""better"", ""freestanding"", ""joyous"", ""cute"")"
"811","S355S","DSI","Y7924Z",1,5,2,3,3,7,6,48151,4,26,1,1,1,"c(""braver"", ""humorous"", ""spirited"", ""intellective"", ""satisfactory"")"
"812","J979W","Finance","V1626X",4,4,5,6,6,6,5,160544,8,30,2,3,2,"c(""adventuresome"", ""engaging"", ""flirtatious"", ""cheery"", ""magnificent"")"
"813","G990V","Finance","Z5440X",4,3,5,5,5,4,3,70399,10,22,2,2,2,"c(""heartfelt"", ""enthusiastic"", ""salient"", ""humoristic"", ""gracious"")"
"814","N509A","Finance","V1626X",3,1,4,4,5,3,2,96072,5,50,2,3,2,"c(""positive"", ""freeing"", ""jubilant"", ""thoughtful"", ""splendiferous"")"
"815","W914L","Finance","Z5440X",5,3,7,7,7,5,5,48214,3,38,1,1,2,"c(""resolved"", ""romantic"", ""rewarding"", ""magnificent"", ""delicious"")"
"816","R687E","Finance","Z5440X",5,3,6,6,7,4,3,73797,4,27,1,3,2,"c(""profitable"", ""freeing"", ""adventurous"", ""engaging"", ""smarty"")"
"817","J646Y","R&D","V4203Y",4,1,5,6,6,2,3,107805,9,53,2,3,2,"c(""sunny"", ""trustful"", ""accomplished"", ""visionary"", ""dynamitic"")"
"818","O172I","Ethics","V1748V",2,4,4,4,4,6,5,59709,7,51,1,2,1,"c(""perfect"", ""adorable"", ""beauteous"", ""freehand"", ""cheery"")"
"819","M331R","Finance","Z5080X",2,1,3,4,3,2,1,80216,10,38,1,2,2,"c(""brave"", ""stunning"", ""fabulous"", ""exciting"", ""glorious"")"
"820","O351L","Finance","Z5440X",3,4,5,4,4,5,NA,57152,6,33,2,2,2,"c(""romantic"", ""harmonious"", ""merry"", ""entertaining"", ""beaut"")"
"821","J546N","Health","V3988Z",1,2,2,2,2,3,4,47483,3,42,1,1,2,"c(""amazed"", ""kissable"", ""delighted"", ""fabulous"", ""sunshiny"")"
"822","R515C","R&D","X2508W",1,4,3,3,2,5,6,72422,8,28,2,1,2,"c(""jaunty"", ""decisive"", ""benevolent"", ""gentle"", ""virtuous"")"
"823","D603H","R&D","V4859W",5,1,7,6,6,3,NA,47306,7,30,2,1,2,"c(""exclusive"", ""benefic"", ""energetic"", ""novel"", ""compassionate"")"
"824","I879T","Finance","Z5440X",1,1,2,3,1,2,2,132676,5,40,2,3,2,"c(""great"", ""important"", ""grateful"", ""agreed"", ""heartfelt"")"
"825","S194Y","Health","Y9874X",1,3,2,2,2,5,5,52842,1,35,2,1,2,"c(""blissful"", ""kindly"", ""respectable"", ""peaceful"", ""winnable"")"
"826","Z458W","R&D","X2508W",5,1,6,6,6,3,3,54226,7,27,2,2,1,"c(""mature"", ""flirtatious"", ""compassionate"", ""beauteous"", ""amazing"")"
"827","Z348W","R&D","W6837Y",1,4,2,3,2,5,6,45276,4,23,1,1,2,"c(""agog"", ""unbelievable"", ""wellborn"", ""funny"", ""perfectionist"")"
"828","Y295R","Finance","Z5440X",2,3,4,3,3,4,4,108480,9,29,2,3,2,"c(""inviting"", ""pretty"", ""helpful"", ""dynamic"", ""heroic"")"
"829","L501H","Ethics","W4935V",1,3,2,3,2,4,4,90898,8,30,2,3,2,"c(""intact"", ""cuter"", ""impressionistic"", ""curious"", ""opportune"")"
"830","A470U","Finance","Z5440X",1,4,2,3,2,5,6,71135,8,46,2,1,2,"c(""vibrant"", ""gentler"", ""supporting"", ""gentlest"", ""accepted"")"
"831","S640E","Health","Y9874X",1,1,2,3,2,1,3,97336,5,39,2,3,2,"c(""amoristic"", ""mature"", ""gentle"", ""accomplished"", ""worthy"")"
"832","S910F","Finance","Z5440X",4,3,5,5,6,5,5,123402,2,42,2,3,2,"c(""wealthier"", ""dear"", ""advanced"", ""astounding"", ""exuberant"")"
"833","G678U","Finance","W7052V",1,3,3,3,3,4,5,53577,6,44,1,1,2,"c(""endorsed"", ""lovely"", ""stunning"", ""greatest"", ""worthy"")"
"834","D538U","Health","Y9874X",5,1,7,6,6,3,2,141379,10,34,2,3,1,"c(""debonair"", ""handsome"", ""harmonic"", ""benefic"", ""important"")"
"835","X781S","Finance","V1626X",1,5,3,3,2,6,7,51765,4,41,1,1,1,"c(""vital"", ""intellectualism"", ""prominent"", ""wiser"", ""sexy"")"
"836","V101D","Finance","Z5080X",3,2,5,5,4,4,4,134045,6,49,2,3,2,"c(""honour"", ""solid"", ""sincere"", ""resolved"", ""natural"")"
"837","G541N","Ethics","V5401Z",4,1,6,5,6,2,2,57306,1,23,2,2,2,"c(""playful"", ""precious"", ""doubtless"", ""heartwarming"", ""respective"")"
"838","Y157U","R&D","X2508W",4,4,5,6,6,6,6,149726,5,37,2,3,2,"c(""solid"", ""excitable"", ""funniest"", ""virtuosic"", ""devotional"")"
"839","F375U","R&D","X2508W",1,5,3,2,3,6,7,107633,9,50,2,3,2,"c(""grateful"", ""affectional"", ""champion"", ""respectable"", ""healthy"")"
"840","G237Y","Finance","Z5440X",4,5,6,6,5,6,6,51093,6,47,2,1,1,"c(""influential"", ""beloved"", ""champertous"", ""sunshiny"", ""prettiest"")"
"841","N373N","Ethics","W4935V",3,1,4,5,4,2,1,47785,3,49,1,1,1,"c(""hilarious"", ""unequaled"", ""benign"", ""special"", ""harmless"")"
"842","G446Q","R&D","X8503X",4,3,5,5,6,5,4,49905,5,34,1,1,1,"c(""audacious"", ""decisive"", ""assured"", ""passional"", ""trustworthy"")"
"843","L140Z","Finance","Z5440X",3,4,5,5,4,6,6,46442,6,51,1,1,2,"c(""wealthy"", ""feeling"", ""cheerly"", ""trustworthy"", ""good"")"
"844","K609L","Ethics","W4935V",3,1,4,4,5,3,3,115373,0,40,2,3,1,"c(""impressive"", ""smug"", ""excitable"", ""advantageous"", ""heavenly"")"
"845","S417X","Ethics","V1748V",5,1,6,7,6,2,2,74523,10,46,2,1,2,"c(""successful"", ""livelier"", ""creditable"", ""funniest"", ""numberable"")"
"846","F686A","R&D","W6837Y",5,5,6,6,6,6,6,47402,2,54,1,1,2,"c(""reliant"", ""assured"", ""hardy"", ""glad"", ""isolationism"")"
"847","T136T","Ethics","V5401Z",1,2,2,3,3,4,3,50458,3,50,1,1,2,"c(""agog"", ""alive"", ""competitive"", ""amused"", ""merrier"")"
"848","Y140M","R&D","W6837Y",3,4,4,4,5,6,5,75590,9,49,1,2,2,"c(""treasurable"", ""zealous"", ""freehand"", ""agreed"", ""virtuous"")"
"849","U573L","Finance","V1626X",1,4,3,2,2,6,6,57242,2,49,2,2,2,"c(""wealthier"", ""thankful"", ""freebie"", ""dynamic"", ""treasurable"")"
"850","R277M","Finance","Z4040W",3,4,4,5,5,6,5,46070,3,28,1,1,2,"c(""passional"", ""courteous"", ""energetic"", ""outstanding"", ""respective"")"
"851","F445L","Health","V3988Z",1,3,2,3,3,4,5,82001,10,55,2,2,1,"c(""festive"", ""prosperous"", ""blithe"", ""generous"", ""sophisticated"")"
"852","V380M","Finance","V1626X",2,2,3,4,3,4,4,51268,3,51,1,1,1,"c(""powerful"", ""positive"", ""bravest"", ""picturesque"", ""positivist"")"
