"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age"
"731","T957P","Health","V3988Z",2,2,3,3,4,3,4,46062,5,54
"732","D270L","Health","X3361V",1,5,3,2,4,7,7,53151,5,29
"733","H726I","Finance","W7052V",3,1,4,5,6,2,NA,73312,7,28
"734","N273J","R&D","V4859W",1,5,3,3,3,7,6,71194,10,24
"735","M528D","Finance","W7052V",3,2,4,4,5,3,3,64808,10,37
"736","K648Y","R&D","X2508W",5,5,7,7,7,6,7,54656,5,29
"737","A408R","R&D","X8503X",4,2,6,5,5,3,4,48306,5,53
"738","D633O","DSI","Y7924Z",4,1,6,6,5,2,3,62893,6,51
"739","I323L","Ethics","V1748V",3,4,4,4,5,5,5,66258,10,49
"740","W423W","Finance","Z5440X",1,5,2,2,2,7,7,68581,10,26
"741","O338W","Health","X3361V",5,1,7,7,7,1,2,52122,5,46
"742","Y943V","Health","X3361V",3,2,4,4,4,3,4,58180,0,51
"743","T362O","Ethics","V1748V",4,5,6,6,6,6,7,54679,0,42
"744","Y140P","DSI","Y7924Z",1,3,3,3,2,5,5,48627,4,42
"745","S657W","Finance","V1626X",4,4,6,5,6,6,5,56574,7,37
"746","P172J","Health","V3988Z",1,3,3,2,3,5,5,133981,5,25
"747","J914O","Ethics","W4935V",1,1,2,3,2,3,2,48073,6,41
"748","J618D","Health","V3988Z",3,4,5,5,4,5,6,56175,7,55
"749","L413S","Ethics","V5401Z",2,1,3,4,4,2,2,114440,6,39
"750","P376G","Health","Y9874X",2,3,4,3,3,5,4,71036,5,30
"751","N837H","Finance","Z4040W",3,2,4,5,4,3,3,73684,10,24
"752","J970B","R&D","V4203Y",1,4,2,2,3,5,5,52788,0,38
"753","D176V","Ethics","W4935V",2,5,4,2,4,7,6,127370,5,46
"754","D634V","R&D","V4859W",1,2,3,3,3,3,4,92455,8,40
"755","F312Z","Ethics","W4935V",1,1,2,2,2,1,3,155493,9,29
"756","F532S","R&D","W6837Y",4,4,5,4,6,6,6,53775,4,42
"757","C772D","Finance","Z5080X",2,1,4,4,3,3,2,47303,3,52
"758","C962T","R&D","X8503X",1,5,2,3,2,6,7,132088,0,33
"759","U906M","Health","Y9874X",1,2,3,3,3,4,4,57963,2,54
"760","H870Q","R&D","W6837Y",3,2,5,5,4,4,4,53468,4,44
"761","S589D","Finance","W7052V",3,5,5,4,4,7,NA,82721,5,26
"762","E654V","R&D","X8503X",5,2,7,7,6,4,4,80474,9,44
"763","R522G","Finance","Z5440X",4,1,6,6,6,4,3,99939,8,24
"764","Z287T","R&D","V4203Y",5,3,7,7,6,5,4,73193,9,25
"765","A788E","R&D","X8503X",2,5,3,4,3,5,7,70103,9,36
"766","Y647U","Finance","Z5440X",2,4,3,3,4,5,NA,58028,3,42
"767","D357I","Ethics","V5401Z",4,1,6,6,5,3,3,68821,10,42
"768","Z481P","Health","Y9874X",1,4,2,3,3,5,6,45696,0,31
"769","D847G","Finance","Z5440X",4,2,6,5,5,3,4,53895,0,23
"770","M297B","R&D","W6837Y",4,3,5,5,6,5,4,132823,10,37
"771","V742Z","Finance","Z5440X",1,5,3,3,2,6,7,92305,6,46
"772","P496G","Finance","V1626X",5,4,7,7,7,5,NA,71469,10,26
"773","W434I","Finance","Z5440X",1,1,3,3,2,1,2,55390,2,42
"774","R194U","Finance","W7052V",3,5,4,4,5,7,7,68154,10,55
"775","J309M","Finance","Z5080X",4,2,4,6,5,4,4,52276,3,22
"776","J991E","R&D","X8503X",2,2,3,4,4,4,NA,139530,9,30
"777","I632D","Finance","Z5440X",4,1,6,6,4,1,NA,130756,5,55
"778","J150N","Ethics","V1748V",3,5,4,4,4,7,7,83991,5,46
"779","Q988V","Health","X3361V",3,3,4,5,4,4,5,55887,7,32
"780","L474V","Health","Y9874X",1,1,3,3,2,3,2,120653,1,55
"781","H172A","Finance","Z5080X",2,2,4,4,3,3,4,87262,6,45
"782","H549R","R&D","W6837Y",3,3,5,5,5,4,5,46126,1,30
"783","D871O","Ethics","W4935V",1,3,2,4,3,5,4,100865,10,45
"784","P331P","R&D","V4203Y",3,5,4,5,3,6,7,66439,10,51
"785","W407J","R&D","X2508W",2,5,3,4,3,7,6,45216,3,42
"786","A803L","Finance","Z5080X",3,3,5,5,5,4,5,62527,7,33
"787","U369W","Health","X3361V",4,2,6,6,6,3,4,54061,3,42
"788","B783O","Ethics","V5401Z",4,2,5,5,5,3,3,53485,7,37
"789","L364C","R&D","V4859W",1,5,2,2,2,6,6,119604,6,41
"790","Z697C","Ethics","V1748V",5,3,7,7,6,4,NA,139765,5,27
"791","V261Y","Ethics","V5401Z",3,5,4,4,5,6,NA,54430,0,40
"792","U440H","Finance","V1626X",4,4,4,6,6,4,5,57026,0,37
"793","C138B","Health","X3361V",2,3,4,3,3,5,4,85485,9,22
"794","J795Q","Health","V3988Z",1,1,3,2,3,2,2,67621,10,28
"795","T981T","R&D","V4859W",3,3,5,5,4,4,5,49824,2,23
"796","U419R","Ethics","V5401Z",4,2,5,5,5,4,4,57551,4,40
"797","U136A","Finance","V1626X",4,2,5,5,5,3,4,104420,1,53
"798","R901J","Ethics","W4935V",4,2,5,4,5,2,4,51386,1,43
"799","W836E","Ethics","V5401Z",2,3,3,3,2,4,4,54047,6,31
"800","G684Q","Finance","Z5440X",5,2,6,6,6,3,NA,55024,2,25
"801","V358W","R&D","X2508W",2,3,3,4,3,5,4,47358,2,39
"802","F598V","DSI","I511L",1,3,2,2,2,5,2,110833,8,24
"803","I530K","Finance","Z4040W",2,4,4,4,3,5,NA,106607,6,25
"804","A160L","Finance","Z5440X",1,4,2,2,3,5,6,71251,9,33
"805","L864I","Ethics","V5401Z",4,4,5,6,5,5,5,108774,10,28
"806","R637Y","DSI","Y7924Z",4,5,5,6,6,7,NA,54580,0,46
"807","Q282R","Finance","Z5440X",2,1,3,4,3,3,2,86018,5,26
"808","O577K","Finance","V1626X",5,3,6,6,7,5,5,54504,3,29
"809","J817O","Ethics","V1748V",1,3,3,2,3,5,4,122994,8,41
"810","M862Z","R&D","X2508W",4,1,6,6,6,3,3,62931,10,28
"811","S355S","DSI","Y7924Z",1,5,2,3,3,7,6,48151,4,26
"812","J979W","Finance","V1626X",4,4,5,6,6,6,5,160544,8,30
"813","G990V","Finance","Z5440X",4,3,5,5,5,4,3,70399,10,22
"814","N509A","Finance","V1626X",3,1,4,4,5,3,2,96072,5,50
"815","W914L","Finance","Z5440X",5,3,7,7,7,5,5,48214,3,38
"816","R687E","Finance","Z5440X",5,3,6,6,7,4,3,73797,4,27
"817","J646Y","R&D","V4203Y",4,1,5,6,6,2,3,107805,9,53
"818","O172I","Ethics","V1748V",2,4,4,4,4,6,5,59709,7,51
"819","M331R","Finance","Z5080X",2,1,3,4,3,2,1,80216,10,38
"820","O351L","Finance","Z5440X",3,4,5,4,4,5,NA,57152,6,33
"821","J546N","Health","V3988Z",1,2,2,2,2,3,4,47483,3,42
"822","R515C","R&D","X2508W",1,4,3,3,2,5,6,72422,8,28
"823","D603H","R&D","V4859W",5,1,7,6,6,3,NA,47306,7,30
"824","I879T","Finance","Z5440X",1,1,2,3,1,2,2,132676,5,40
"825","S194Y","Health","Y9874X",1,3,2,2,2,5,5,52842,1,35
"826","Z458W","R&D","X2508W",5,1,6,6,6,3,3,54226,7,27
"827","Z348W","R&D","W6837Y",1,4,2,3,2,5,6,45276,4,23
"828","Y295R","Finance","Z5440X",2,3,4,3,3,4,4,108480,9,29
"829","L501H","Ethics","W4935V",1,3,2,3,2,4,4,90898,8,30
"830","A470U","Finance","Z5440X",1,4,2,3,2,5,6,71135,8,46
"831","S640E","Health","Y9874X",1,1,2,3,2,1,3,97336,5,39
"832","S910F","Finance","Z5440X",4,3,5,5,6,5,5,123402,2,42
"833","G678U","Finance","W7052V",1,3,3,3,3,4,5,53577,6,44
"834","D538U","Health","Y9874X",5,1,7,6,6,3,2,141379,10,34
"835","X781S","Finance","V1626X",1,5,3,3,2,6,7,51765,4,41
"836","V101D","Finance","Z5080X",3,2,5,5,4,4,4,134045,6,49
"837","G541N","Ethics","V5401Z",4,1,6,5,6,2,2,57306,1,23
"838","Y157U","R&D","X2508W",4,4,5,6,6,6,6,149726,5,37
"839","F375U","R&D","X2508W",1,5,3,2,3,6,7,107633,9,50
"840","G237Y","Finance","Z5440X",4,5,6,6,5,6,6,51093,6,47
"841","N373N","Ethics","W4935V",3,1,4,5,4,2,1,47785,3,49
"842","G446Q","R&D","X8503X",4,3,5,5,6,5,4,49905,5,34
"843","L140Z","Finance","Z5440X",3,4,5,5,4,6,6,46442,6,51
"844","K609L","Ethics","W4935V",3,1,4,4,5,3,3,115373,0,40
"845","S417X","Ethics","V1748V",5,1,6,7,6,2,2,74523,10,46
"846","F686A","R&D","W6837Y",5,5,6,6,6,6,6,47402,2,54
"847","T136T","Ethics","V5401Z",1,2,2,3,3,4,3,50458,3,50
"848","Y140M","R&D","W6837Y",3,4,4,4,5,6,5,75590,9,49
"849","U573L","Finance","V1626X",1,4,3,2,2,6,6,57242,2,49
"850","R277M","Finance","Z4040W",3,4,4,5,5,6,5,46070,3,28
"851","F445L","Health","V3988Z",1,3,2,3,3,4,5,82001,10,55
"852","V380M","Finance","V1626X",2,2,3,4,3,4,4,51268,3,51
"853","V960I","Ethics","V5401Z",4,5,5,6,4,6,5,66204,10,48
"854","K645H","R&D","W6837Y",5,1,6,6,7,3,NA,142817,3,42
"855","Z956Q","R&D","W6837Y",3,2,4,4,5,4,3,87826,1,29
"856","R817P","R&D","X2508W",1,5,3,3,2,7,7,81447,8,23
"857","C409G","Ethics","W4935V",5,2,6,7,6,4,4,47481,0,22
"858","O614M","Ethics","W4935V",4,1,6,5,6,3,3,50676,6,34
"859","H908N","R&D","X8503X",2,1,4,4,4,3,2,52370,2,30
"860","S499N","Finance","Z4040W",5,4,6,7,6,6,5,53280,0,23
"861","R564A","Finance","W7052V",5,5,6,6,6,6,7,78646,4,54
"862","W797Z","Finance","Z4040W",3,1,5,4,4,2,1,69462,9,28
"863","Q351T","R&D","W6837Y",2,4,4,3,4,6,5,76849,8,40
"864","A724J","Finance","V1626X",3,3,5,5,5,5,5,97544,5,39
"865","O120X","DSI","Y7924Z",1,1,2,2,2,3,2,74585,10,33
"866","Q898F","R&D","V4859W",2,2,4,4,4,4,4,54806,4,54
"867","V909C","R&D","W6837Y",1,2,2,2,4,3,4,69371,9,50
"868","M853K","Finance","Z5440X",1,5,3,3,3,7,NA,137144,4,41
"869","D645S","Finance","Z5440X",2,1,3,4,4,2,NA,46923,4,25
"870","K975J","Health","X3361V",3,2,4,5,5,5,4,78539,9,27
"871","E820U","Finance","Z5080X",4,5,6,6,6,7,6,72545,8,35
"872","Y161E","Health","Y9874X",5,5,7,7,7,5,NA,55723,4,30
"873","W688J","Finance","Z5440X",5,1,7,6,7,2,3,123881,10,50
"874","L293J","R&D","X8503X",1,1,2,3,2,2,3,71160,8,32
"875","P524A","R&D","V4203Y",3,4,4,4,5,6,5,65886,4,28
"876","F524I","Finance","Z5440X",3,2,5,5,5,4,3,53166,7,30
"877","A346S","Finance","V1626X",4,3,7,7,6,5,5,57722,0,47
"878","J570F","Health","Y9874X",4,4,6,5,5,6,5,122539,7,25
"879","A275T","R&D","X2508W",2,1,3,3,4,3,3,140041,0,33
"880","Z726K","Ethics","V5401Z",3,4,4,4,4,6,NA,81842,10,33
"881","Q260O","R&D","X2508W",5,2,6,7,6,4,3,117665,5,47
"882","R490R","R&D","X2508W",5,2,7,7,6,4,3,90758,10,37
"883","X518X","Health","X3361V",5,5,7,7,6,7,7,57486,0,50
"884","R745A","R&D","X2508W",2,4,4,4,4,5,6,54430,3,35
"885","L457O","Finance","Z5440X",2,3,4,4,3,4,4,54050,5,32
"886","A539B","R&D","V4203Y",3,4,4,5,5,6,NA,88275,10,53
"887","O504H","R&D","X2508W",4,4,5,5,6,5,NA,47731,1,48
"888","L653K","R&D","X8503X",5,1,7,6,7,2,3,76169,8,44
"889","Q770U","Finance","Z5440X",4,3,5,4,5,5,5,109476,3,43
"890","R698O","Finance","Z4040W",2,3,3,3,4,5,4,120912,8,35
"891","O118W","R&D","X8503X",3,4,4,4,5,6,5,114161,1,28
"892","H266F","Finance","Z5440X",5,3,6,7,6,4,5,144025,5,39
"893","G240C","Finance","V1626X",2,4,4,4,4,5,5,83941,10,22
"894","K651K","R&D","X2508W",2,4,4,3,3,4,4,57501,3,35
"895","T157N","Ethics","V1748V",3,4,4,4,4,6,6,54266,3,38
"896","E559R","R&D","V4859W",1,5,2,1,3,5,6,58431,3,50
"897","B791C","Finance","V1626X",4,4,6,6,6,4,6,170257,10,23
"898","Q393E","Finance","V1626X",1,1,2,4,2,3,3,49090,1,47
"899","F820D","Health","X3361V",4,4,6,5,5,6,6,47182,1,48
"900","C641T","Finance","Z5080X",3,3,4,4,5,5,4,53354,4,50
"901","D396B","Health","V3988Z",5,2,6,5,7,3,NA,147948,3,26
"902","P304S","R&D","V4859W",4,3,6,6,6,4,4,90084,0,49
"903","B940H","R&D","V4203Y",3,2,4,5,4,4,3,52594,2,36
"904","M780X","R&D","X8503X",3,4,5,4,5,5,5,138045,9,51
"905","N513D","R&D","V4203Y",4,4,6,6,6,5,6,54242,4,41
"906","A452M","Ethics","V1748V",3,4,5,5,5,6,6,120107,3,26
"907","U730R","R&D","W6837Y",2,1,4,3,2,2,1,70520,10,50
"908","X468J","R&D","X2508W",4,4,5,6,5,6,4,98387,7,39
"909","R708K","Finance","W7052V",3,5,4,5,4,6,6,148985,3,49
"910","K328P","Ethics","W4935V",1,5,2,3,2,6,5,51359,6,47
"911","W504G","R&D","V4859W",3,4,5,5,5,6,NA,53392,4,52
"912","T841B","R&D","V4203Y",5,2,7,7,6,4,4,59986,1,37
"913","G270V","Ethics","W4935V",4,1,5,6,5,3,2,93455,4,38
"914","B170M","Finance","Z5440X",4,4,5,5,5,5,6,58803,3,52
"915","S872D","Finance","V1626X",1,3,3,3,2,4,4,50235,6,37
"916","L882D","Finance","V1626X",1,2,2,2,3,4,3,61777,10,30
"917","E185J","R&D","W6837Y",5,2,7,6,7,3,NA,68868,10,53
"918","B177T","Finance","Z4040W",2,2,4,4,3,3,4,76445,10,43
"919","S140N","R&D","X2508W",3,2,5,4,4,3,4,74069,9,48
"920","O160S","Ethics","W4935V",3,4,4,5,5,5,5,57887,4,42
"921","O679N","Ethics","V5401Z",2,5,4,4,4,6,6,61872,9,25
"922","K233U","Health","Y9874X",1,4,3,3,3,5,5,52347,3,22
"923","X571L","Health","X3361V",1,3,1,3,3,3,4,89497,9,29
"924","V622M","R&D","V4203Y",3,5,4,4,4,6,6,50129,7,36
"925","L728A","Finance","W7052V",3,5,4,4,4,6,7,70615,10,40
"926","U224Y","Health","X3361V",3,2,4,4,5,4,4,117652,3,26
"927","Y169D","Finance","Z5080X",1,5,2,2,2,6,7,148152,8,43
"928","E906V","R&D","V4203Y",4,1,6,5,5,3,NA,149715,8,53
"929","J842J","R&D","V4203Y",5,5,6,7,6,6,NA,96526,9,34
"930","I497I","R&D","X8503X",5,2,7,6,6,3,3,54353,3,47
"931","P923J","R&D","V4203Y",3,4,4,4,5,6,5,59543,5,30
"932","Y490M","Finance","Z4040W",2,1,4,4,4,3,2,76699,10,45
"933","E326D","R&D","V4859W",3,3,4,5,5,4,5,133089,8,27
"934","E147P","Health","V3988Z",4,5,6,6,6,7,NA,49522,1,29
"935","H530R","Finance","W7052V",1,4,2,3,2,5,5,57651,6,42
"936","Y428F","R&D","X2508W",1,4,2,2,3,5,5,125160,8,52
"937","S754P","Health","Y9874X",1,1,3,2,2,2,3,54002,7,39
"938","S560Z","Ethics","V5401Z",4,1,6,5,5,3,2,80182,9,23
"939","R595V","Finance","Z4040W",3,3,5,4,5,5,5,57438,3,49
"940","H958O","R&D","V4203Y",2,5,4,4,3,6,6,71566,10,29
"941","T520B","Finance","Z4040W",5,2,6,6,6,4,3,80016,7,52
"942","H259T","R&D","X8503X",1,5,2,2,2,6,7,55294,0,52
"943","Z918O","Finance","W7052V",5,3,7,6,6,4,5,60818,4,43
"944","J860F","Ethics","V5401Z",1,2,2,3,3,4,NA,45734,2,27
"945","Q595A","Health","Y9874X",1,4,2,2,2,5,5,52207,3,54
"946","V822Z","Finance","Z5440X",1,3,3,4,2,4,5,147760,4,39
"947","C418K","Finance","W7052V",5,2,7,6,6,4,3,53533,6,29
"948","U515F","Health","Y9874X",3,4,5,4,4,6,NA,45305,6,49
"949","A153Z","Finance","V1626X",3,5,4,4,5,6,NA,68974,10,49
"950","Z179G","Finance","Z5080X",1,4,4,3,2,6,6,129713,10,47
"951","G371R","R&D","X8503X",1,1,2,3,2,2,3,53198,2,34
"952","F384W","Finance","V1626X",2,5,4,3,4,5,6,55798,2,26
"953","M292X","Finance","Z5440X",5,2,6,7,7,3,3,61315,3,31
"954","O392J","Ethics","V1748V",3,5,5,4,4,6,6,47677,4,38
"955","Z257E","R&D","X2508W",1,3,3,4,2,5,4,75026,9,34
"956","H660L","R&D","X8503X",5,5,6,6,7,7,NA,54333,5,45
"957","K730G","Finance","Z5080X",3,3,4,4,4,4,5,75815,9,54
"958","G788K","R&D","X8503X",1,1,2,4,2,2,2,84371,5,50
"959","E584U","R&D","X8503X",5,1,6,6,7,4,2,100957,6,29
"960","L891D","R&D","X2508W",1,4,3,2,3,5,5,68503,10,55
"961","X851A","Finance","W7052V",5,1,7,7,6,2,3,140456,10,49
"962","J117L","Ethics","W4935V",4,1,5,6,6,2,2,136450,6,54
"963","C857M","DSI","Y7924Z",5,5,7,6,7,7,7,78621,8,47
"964","H886J","R&D","V4859W",3,3,5,6,5,4,4,117885,1,43
"965","K937D","Health","V3988Z",2,5,3,2,3,6,6,134912,8,51
"966","G359Q","R&D","X8503X",1,2,3,2,2,3,3,145793,8,47
"967","F331O","Health","V3988Z",4,4,5,6,6,5,6,109022,3,52
"968","W727R","Finance","W7052V",2,1,3,4,4,3,3,71575,9,30
"969","J937E","DSI","Y7924Z",3,2,5,4,4,3,4,45238,5,26
"970","B781T","Finance","V1626X",1,2,2,2,2,3,3,53707,4,22
"971","Z754E","Ethics","V1748V",1,5,3,2,3,6,7,71994,8,32
"972","D540Q","R&D","V4859W",5,4,6,7,7,6,NA,45181,1,42
"973","B126M","Finance","Z5080X",1,2,3,2,2,4,3,53173,3,25
"974","B649O","Finance","W7052V",5,3,6,7,7,4,5,52715,3,44
"975","W856C","Health","Y9874X",5,2,6,6,7,5,4,97475,0,48
"976","B899G","R&D","X2508W",3,2,5,5,4,4,5,74692,8,39
"977","H659D","R&D","X8503X",5,1,6,7,6,2,3,50557,5,54
"978","D564O","Finance","Z5080X",2,5,5,4,4,6,6,74015,10,33
"979","B137Q","Ethics","V1748V",1,3,3,3,2,4,5,71769,10,27
"980","N579R","Finance","W7052V",5,5,6,6,7,7,7,53703,2,30
"981","H965O","R&D","V4859W",1,5,2,2,2,6,6,93093,1,40
"982","J113G","R&D","W6837Y",2,4,4,3,3,5,6,47786,4,47
"983","C636K","Ethics","V5401Z",5,4,7,7,6,6,NA,53758,4,22
"984","P311B","Ethics","V5401Z",3,1,4,4,4,2,2,73246,9,53
"985","N681Y","Finance","Z4040W",1,4,2,2,2,5,4,139361,5,26
"986","O770Q","R&D","W6837Y",1,2,3,2,4,4,3,45190,3,26
"987","T780Y","Finance","V1626X",2,3,3,4,4,4,4,94699,7,22
"988","I676L","Finance","V1626X",1,5,2,2,2,7,7,61078,8,54
"989","C860L","R&D","X2508W",2,1,4,3,4,3,3,57988,1,51
"990","N432G","Finance","Z4040W",1,3,2,2,2,4,5,95421,6,48
"991","T783Q","R&D","X8503X",2,2,4,4,4,2,3,46996,7,40
"992","G121M","Finance","V1626X",2,2,4,3,4,3,3,148238,5,34
"993","J661O","Finance","Z5440X",5,1,7,7,7,2,2,55163,5,55
"994","D767U","Finance","W7052V",4,2,6,6,6,4,4,55960,6,55
"995","R839M","Ethics","V1748V",5,5,7,6,6,6,6,59453,3,42
"996","R759O","R&D","V4859W",3,4,4,5,4,5,6,52640,4,29
"997","R114Q","R&D","X8503X",4,1,5,5,5,3,3,47657,3,23
"998","O760L","Health","Y9874X",4,3,6,5,5,4,4,126019,6,34
"999","A631K","R&D","V4859W",1,2,2,3,2,3,4,142783,9,54
"1000","H722I","Health","X3361V",2,4,3,4,3,5,5,73901,9,27
"1001","K408P","Finance","Z5080X",4,4,6,6,5,5,5,79125,10,41
"1002","Y758K","Finance","W7052V",1,4,3,3,2,6,5,98701,0,47
"1003","G960L","Finance","W7052V",1,3,2,3,2,5,5,47821,0,54
"1004","T604B","Finance","Z5080X",1,2,3,2,3,3,2,54337,7,37
"1005","O782V","R&D","W6837Y",2,3,3,4,4,4,6,46578,5,27
"1006","Q504V","Health","Y9874X",3,4,4,5,5,5,6,77010,8,43
"1007","B123R","R&D","X2508W",2,3,3,4,3,4,5,113235,3,25
"1008","V692R","R&D","V4859W",4,2,6,5,6,4,3,53508,6,48
"1009","A207O","Health","V3988Z",3,1,5,5,5,3,2,50415,0,27
"1010","W887K","DSI","Y7924Z",4,5,5,5,5,6,6,74240,9,39
"1011","I706M","Finance","Z5080X",3,4,5,4,4,5,6,140782,5,34
"1012","Y709M","R&D","X2508W",2,2,4,4,4,4,3,48506,7,25
"1013","D711A","R&D","V4203Y",5,4,6,6,6,5,5,146308,10,53
"1014","S174V","Health","X3361V",5,2,6,7,7,3,NA,70871,9,41
"1015","H686U","Finance","Z4040W",4,1,5,5,5,2,2,54213,7,38
"1016","V633C","Ethics","W4935V",4,3,6,5,5,5,4,48179,1,27
"1017","F197J","Ethics","V1748V",2,5,4,4,4,7,NA,72071,8,28
"1018","F404M","Finance","Z5440X",2,1,3,4,4,3,3,52782,0,24
"1019","K227Q","R&D","X8503X",1,1,3,2,2,2,2,57646,7,28
"1020","R732P","R&D","V4859W",2,2,3,4,3,3,4,70905,9,46
"1021","M205Z","Ethics","V5401Z",5,1,7,7,7,2,NA,86874,10,30
"1022","P939A","Health","V3988Z",3,4,5,4,4,5,6,110609,9,32
"1023","E725K","R&D","V4203Y",3,2,5,4,5,4,4,67258,6,29
"1024","L303Y","Health","X3361V",2,3,3,4,4,5,5,45053,1,36
"1025","D232U","Finance","Z5080X",1,4,3,2,3,5,5,54256,6,31
"1026","U604W","R&D","V4203Y",4,2,5,6,6,4,3,120837,9,47
"1027","J923B","DSI","Y7924Z",2,4,4,3,4,6,5,57599,0,49
"1028","H352C","R&D","V4859W",4,5,6,7,6,7,NA,112827,0,43
"1029","J331F","Health","V3988Z",4,1,6,5,5,3,3,153765,9,36
"1030","O284G","Finance","Z4040W",3,5,5,4,5,7,6,55322,1,30
"1031","R784N","Finance","Z4040W",4,5,5,6,7,6,6,65342,9,32
"1032","C137Z","Health","Y9874X",2,3,2,4,3,5,5,70077,8,54
"1033","D593W","R&D","X8503X",4,1,6,5,6,3,3,148196,9,55
"1034","Z135Q","Health","X3361V",5,3,6,7,7,3,4,58079,1,29
"1035","A542O","Finance","W7052V",2,5,4,3,4,7,7,57279,5,51
"1036","S237G","R&D","X2508W",2,2,4,3,4,3,4,53359,5,22
"1037","H670Y","Health","V3988Z",5,1,6,7,6,3,3,52897,3,44
"1038","T682P","R&D","X2508W",3,4,4,3,5,6,5,56396,3,55
"1039","A106H","Finance","Z5440X",4,4,7,6,5,6,5,54972,0,25
"1040","O665R","Health","V3988Z",4,4,6,6,5,5,6,65558,9,33
"1041","J142V","Finance","W7052V",2,3,3,4,5,5,5,46015,4,28
"1042","A401X","Ethics","V5401Z",2,2,4,4,4,3,3,85910,5,22
"1043","B212K","Ethics","V5401Z",2,5,4,4,4,6,6,74819,2,45
"1044","V921R","Health","V3988Z",5,5,7,7,7,6,6,47229,5,41
"1045","B342O","R&D","X8503X",5,4,7,7,6,6,5,56100,0,53
"1046","K583U","Finance","W7052V",1,4,3,2,3,5,6,89393,9,22
"1047","J771L","R&D","W6837Y",5,5,7,7,7,7,NA,56745,0,39
"1048","U383E","Finance","W7052V",5,4,7,7,6,6,NA,45162,3,32
"1049","D585U","Health","V3988Z",4,2,6,5,6,3,4,49606,6,32
"1050","M145U","Ethics","V5401Z",5,1,6,6,6,2,NA,58001,0,29
"1051","T178Y","Health","V3988Z",1,3,2,3,2,4,4,69162,9,26
"1052","P417P","R&D","W6837Y",2,2,4,3,4,3,NA,45244,0,40
"1053","U763I","Ethics","V5401Z",1,1,2,3,2,2,3,94014,10,32
"1054","C855M","Finance","W7052V",1,3,2,3,3,4,5,46781,0,27
"1055","V371A","Health","X3361V",5,2,7,6,6,4,3,56455,3,42
"1056","P898S","Finance","Z5440X",4,3,6,6,5,4,4,111855,0,28
"1057","W471L","R&D","V4859W",3,5,4,6,4,7,7,81802,10,48
"1058","O730K","DSI","Y7924Z",3,1,4,4,4,2,3,79977,9,27
"1059","J348N","Finance","W7052V",5,4,7,7,7,5,5,59226,6,49
"1060","R430S","R&D","V4859W",4,4,6,6,5,6,6,107058,8,27
"1061","G565H","Health","V3988Z",5,4,6,6,5,6,NA,107906,3,54
"1062","P759C","Finance","Z5440X",5,2,6,6,7,4,4,89657,6,46
"1063","O382F","R&D","W6837Y",3,2,4,4,5,3,3,48755,3,51
"1064","P969B","Finance","Z5080X",4,3,4,6,4,5,4,59291,1,46
"1065","D712B","R&D","V4203Y",1,2,2,2,3,3,3,59535,6,47
"1066","P473E","Health","X3361V",5,3,7,6,6,4,5,80571,10,52
"1067","V224V","Health","V3988Z",2,4,4,3,4,6,5,70190,9,33
"1068","G352G","Finance","Z4040W",5,4,6,6,7,6,NA,46548,1,26
"1069","B205H","R&D","X2508W",5,1,7,7,7,2,NA,69195,9,32
"1070","R495D","R&D","X8503X",5,4,7,6,6,5,5,85250,8,42
"1071","H429W","Finance","W7052V",5,5,6,7,7,7,NA,121174,10,23
"1072","R740T","Health","V3988Z",2,4,4,2,4,6,6,53831,5,45
"1073","V201V","R&D","X2508W",5,3,5,6,7,5,NA,49967,2,34
"1074","E665E","Ethics","V5401Z",5,2,6,6,6,4,3,52073,2,35
"1075","Q413U","Health","V3988Z",5,5,6,6,7,7,6,51457,5,42
"1076","E428P","R&D","X8503X",3,4,5,5,4,5,6,54176,4,53
"1077","I453S","R&D","X8503X",2,3,4,2,3,5,4,88785,1,42
"1078","Y666C","R&D","V4203Y",3,5,4,4,5,6,NA,51037,6,30
"1079","J788N","Health","V3988Z",4,1,5,5,5,3,2,68114,6,23
"1080","Z276W","R&D","V4203Y",1,1,3,3,3,3,3,47275,1,34
"1081","B236C","R&D","W6837Y",2,4,3,3,3,5,5,70868,8,49
"1082","P813K","R&D","V4203Y",3,5,5,4,4,6,6,51286,1,36
"1083","P896R","Finance","V1626X",5,2,7,7,7,4,4,58701,2,37
"1084","A677D","Ethics","V5401Z",4,1,6,6,6,1,NA,95613,4,41
"1085","U839X","Health","X3361V",1,4,2,3,3,5,6,63827,10,49
"1086","E224E","Ethics","V5401Z",1,3,3,3,2,5,4,46631,2,38
"1087","L393E","Ethics","V5401Z",5,5,6,7,6,7,6,49426,2,46
"1088","R999N","DSI","Y7924Z",5,3,7,6,6,5,4,159375,8,32
"1089","M172R","Finance","V1626X",5,2,6,7,7,4,NA,54642,6,45
"1090","A611V","DSI","I511L",2,5,4,3,2,7,4,80813,9,40
"1091","E184B","Ethics","V5401Z",4,1,5,6,5,3,2,56469,2,49
"1092","W355O","Health","X3361V",3,5,5,4,4,7,7,55165,4,31
"1093","I357Z","R&D","V4203Y",5,5,6,5,7,7,NA,50856,4,40
"1094","G509Z","R&D","V4203Y",1,4,2,3,3,6,6,46721,5,55
