"X","review","id"
697,"Friendly environment and good team support the pay is not proportional to the position and workload NA","M639F"
698,"Learning opportunities, Fast career progression for top performers, sallary Work balance (14 hours/day is normal); excess of re-work or non value-added analysis; most partners are bosses, not leaders. NA","R598B"
699,"Friendly coworkers, casual environment. You can show up in shorts and work is active. No sitting around at all. You're in a warehouse with no AC in summer or heat in the winter. Lots of lifting, and stocking etc. It can get very mundane. More regular reviews, update internet systems for warehouse staff, train warehouse staff on more challenging tasks.","L565T"
700,"Reasonable/ good salary, flexible working hours, usually good work-life balance, young team, (erratic/ unstructured) expansion to other countries gives opportunities to travel outside the UAE Poor leadership, no communicated corporate strategy, loyalty towards employees is low, quality standards are quite low, re-active management, poor HR/ recruitment strategy, lack of experienced consultants/ consultancy skills, office environment (in Abu Dhabi) is below standard. Dubai Office closed Feb 2015 (current Dubai employees work from home/ coffee shops) Be available and feel responsible for your team","A803L"
701,"In the contemporary where finding a good job has become one of the most challenging tasks, REDACTED acted as a guiding star for me and I was offered with the best job offers. As a fresher, Morgenall is the best place to work. Management of Morgenall is fine","A401E"
702,"Small company that everyone was close to each others. Was too focus on dot com related works. Once the bubble burst, everything came crashing down. Take a longer term view.","S655V"
703,"Learn to work without portal. Don't allow on self learning, it is more poppet type of work. Will not pay the salary and do not give reliving letter if you serve notice period. Feels like your attending a school and have lots of homework. NA","D179H"
704,"Good learning experienceSmall firm with lot of projectsUnderstaffing results in more responsibilities at lower levels as well Usually work over weekendsNo pay for work over weekends / leaves (compensation off) none","T841K"
705,"Hands-on work environment, young dynamic team of HSG boy network, small team with no fixed roles and responsibilitiues, everybody does everthing regardless in which team he or she is No Strategy and clear direction, dependancy on the owner in every respect, no transparency on responsibilities and roles, under average pay, wekkend work on short notice, no trust once a decision is made, please stick to it more than a couple of hours, try to communicate honestly and truely","S821O"
706,"Good Work enrolment, Opportunities to move up. Bad Health care options. NA","A307B"
707,"Friendly people. Good projects and good opportunity. Flexible in working hours and location Structure is not pyramid. The billing pressure is high and there is little guidance for career development. Consider the policies in terms of perks. Work towards better communication channel between the employees and management.","W283L"
708,"location is very goodnice people vibeplace to learn a lot fromfair bad public transportationthe kitchen need upgradebathroom are distant NA","T520Z"
709,"REDACTED is a true meritocracy. If you are a top management consultant, you will be rewarded with challenging work and appropriate advancement. REDACTED does not have the best brand in the business. You may find that you have limited growth options outside of consulting if you try to leave REDACTED, but at least you will be well-compensated and well-respected by your clients while you are there. Just be open and forthcoming with your thoughts at all times. If you want people to stick with the firm all the way to Director/Partner, you have to educate people in the firm on what it means to be a REDACTED Director. You need to set the standard and demonstrate in every possible why REDACTED is the premier management consulting firm out there.","O370L"
710,"good company to work for if your hourly Company micro manages, supervisors not able to do their jobs. NA","D842R"
711,"Awesome work environment with great, unparelled employees. None. The company afforded great opportunities for advancement and were fair with bonus compensation. Keep doing the great work!","M800L"
712,"Decent exposure for freshers, but not for experienced 1. Employees who work hard do not get recognition.2. Teams working on niche searches, are treated in the same way as teams working on easy bulk sourcing. Both teams have same targets, it's funny :)3. Directors are mostly useless, two of them do not know anything about recruitment, industry vertical they handle.4. Stupid rules come up anytime in the organization.5. You need to keep Directors happy, socialize with them to grow in the organization, even if you don't work, that says it all. None, as I don't see that organization growing as corporate organization with good work culture.","C789H"
713,"Snall consulting firm with a great culture and smart people who solved critical business problems for clients Small company meant that we.had.to constantly work to get the company's name out there in terms of brand NA","R263S"
714,"Work closely with Professors and you get to know a lot of your peers Hours can vary a lot depending on the week. NA","Y537Q"
715,"Overtime, you can double or triple your base pay if you put in the hours. Travel, living out of hotels 9- 10 months a year. Management is fair. They respect and treat us good","U277O"
716,"They're very understanding when it comes to doctors appointments. They don't really have an absence policy, just be an adult and show up to work. No paid time off, no room for advancement. Must take the company insurance, no overtime, and underpaid for work requirements. Raise the hourly rate, or make it salary. $17 an hour to be doing what we do as a General Clerk III is not a fair wage. $20 minimum makes more sense considering the amount of work we have and how detail orientated it is, especially with no paid leave.","G626B"
717,"Very good Exposure to the latest technologies in Automotive Industry and very friendly work environment. Language issues with colleagues from different countries. Lack of opportunities for students to work as Imterns in India. NA","O969Z"
718,"Great benefits, lots of time off. Pay is lower than private sector. They give titles instead of pay increases. Value employees and turnover will be lower.","U152V"
719,"Build your thought process.Learn about Industry's key drivers.How to look at business problems. Low Salary.Don't know how to retain good people. Try to retail good people. Make salary in 30's. If analyst facing any problem try to solve it rather than blaming on his/her errors.","F464G"
720,"Excellent working environment with lots of opportunities There should be more labs. NA","M296H"
721,"Good place to learn for freshers Salary Delay is the major cons and this delay is about 3 months almost every time NA","J818N"
722,"Undertaking many projects on your own very fast.Liaise with the clients.Expose to many aspects of the market. Not much trainingPoor salaryNot many seniors to guide you.Not good professional development The managemet is the problem.To hire more skilled and well trained.Salary review to realisic criteria.","G790W"
723,"Some of the people there Management was disconnected, their way or no way NA","D854O"
724,"The Management Team is great to work for. The benefits are on par with large consulting firms. The firm prides itself on its performance based salary model. REDACTED concentrates on Financial, Helthcare and Management Consulting only. Keep up the good work.","I625I"
725,"Very friendly environment, newly built office, extremely intersting and motivating tasks followed by monthly conferences, events and trips. Bad public transport connections between the office and the city NA","P494G"
726,"Since you arrive, even do all the difficulties, because there were no time to teach me the way the used to work, I have to say either you learn fast or youÂ´re out. Makes you be really fast, concisely about the timings,learn to cross any wall to achieve objectives and unconsciously you get to know about thousand companies, professional areas, and what are you really looking for your clients and what your clients really want. ItÂ´s a really tradicional company, which do not have the enough empowerment to teach people, to let them innovate, and look for new ways to do the job easily through new technologies. Nevertheless you work really hard, with tight timings and makes you develop faster as a professional. Search through the market opportunities, get to know who is who in the different organizations, make a good research and get in contact with people needed to get all the information.","I948I"
727,"Well organizedStructured workgrowth potentialJob availabilityManagement structure Low compensationCompensation trails employee growth and value Fairly compensate your key contributors","N793O"
728,"It's diversity and culture of hard work It's hierarchical structure for promotion NA","Q677R"
729,"Getting paid after weeks and months in hell. Toxic and abusive atmosphere. Extremely high employee and membership turnover. Don't waste your time. REPLACE CURRENT PRESIDENT ASAP TO SAVE WHATEVER IS LEFT OF THE ASSOCIATION. SAD TO SEE AN ASSOCIATION THAT HAS BEEN AROUND FOR SO LONG, GO DO DOWN THIS WAY UNDER SUCH POOR LEADERSHIP.","B626M"
730,"Creative, idealist, innovative, strategist, operations, Overworked, work-life balance, stressed, tired-out, meticulous NA","W189L"
731,"Company differentiate itself with its unique culture from other consulting companies. In REDACTED, employees can find a transparent place where they can get any updates from the top management team in either strategic or employee-related issues. Also, REDACTED's partners put their best effort to spend time with each level of employees from Analysts to Directors. Since it is a boutique consulting company, the trainings are limited and given internally. Althoug it does not mean that they are not satisfactory, the company lacks of providing their employees with the international network through trainings. Besides, not paying for overtime is one of the downside of the company considering their competitors are paying. NA","O749I"
732,"The work environment is always positive and the people are really friendly. Many valuable experiences and qualities can be gained if the effort is put forth. The hours and commission pay is something that might need some getting used to but it isn't unmanageable or unreasonable. Continue to engage with the employees both old and new.","B171K"
733,"Provides ample opportunities to learn, perform and grow. No specific cons to highlight. Please encourage deserving candidates","V784T"
734,"Great location. The university has been growing steadily. A lot of new buildings are open in the main campus Safety concerns because of the neighbourhood. NA","E167D"
735,"Great overall - plenty of opportunity for growth. No current complaints about the organization. NA","S773D"
736,"Consistent workVery nice and understanding boss Limited hours as a studentLack of directionLow hourly rate NA","L548N"
737,"Great Brand, Salary and work environment No Cons as such. Mid level employees can get stuck in same role if they are not planned about it. Need more support system for employees joining from outside.","H742D"
738,"Great benefits and many contracts to switch jobs and find opportunities within the company. Contracts expire. May be asked to relocate on some contracts. NA","J822E"
739,"I could not write one even if I tried very hard and be charitable. 1. Poor in career opportunity. You can hustle, play politics and get by2. Poor in compensation. Pays way below market rates.3. No work life balance. You are expected to work 24X7.4. Senior Management - Incompetent. Yells at people.5. Culture & Values - Yes man culture. Most senior / long tenure personnel are yes men.6. Values? What are they? This company does not understand values.7. Family managed, unprofessional organisation Forget it. Wont waste my breath","D292I"
740,"employment is preparing me by experience what to avoid with the next employer- absolute slumlords that don't care. Unprofessional management that knows jargon but nothing about doing the actual work. They love to hear themselves talk, but have no clue how to do the work. Forget trying to do your job ""correctly"" according to industry standards, because you will be considered uncooperative. Just google the company and see the law suites and complaints- SLUMLORDS Hire qualified professionals so the company and those of us who work here have a chance of being successful- not laughing stocks of 3rd party management companies. Yes, I realize corporate calls all of the shots and makes all of the money, so you don't really care what the real workers think.","E268R"
741,"Well, they do have a business license. Everything about REDACTED is a con simply because they are con artists! Close the company down and go out of business!","H157E"
742,"You get freedom to work and good opportunities to learn. sometimes it gets too hectic. NA","Z368W"
743,"Hours are flexible, as expected for a work study. Different offices have a tendency to merge, and, for whatever reason, instead of training current employees, administration will fire and replace them with new people they'll have to train anyway. Show your employees you appreciate them, even if they're easily replaceable students.","Y978B"
744,"The work is interesting and varied - projects are typically ~1 month, meaning you gain exposure to a wide range of businesses and industries in a relatively short space of time. You are given a lot of responsibility from your very first project. Senior management are great - very visible and approachable and brilliant to learn from; and the whole company is very transparent in terms of how it's run and what's going on.The office vibe is what has struck me most in my first few months - everyone has a sense of both humour and humility. Everyone works hard in this industry, regardless of employer, but the REDACTED offices feel very relaxed and everyone manages to remain nice to each other, even when working to (our usual) tight deadlines! It can be hard to plan a weeknight social life due to the unpredictable nature of our work. We don't regularly work really late, but when we do we often won't know about it until the day before, which can be frustrating. A more formal structure in place to support this would be much appreciated. This is an industry-wide problem, however the shorter project lengths may exacerbate this. Continue to be proactive about improving our ability to plan work-life balance in advance and keep focused on maintaining both the culture and the amount of direct contact between the most junior and senior people in the firm as we keep growing.","O677C"
745,"People here are hired from good colleges and average age is in 20's except the ceo :P well he has heart and passion of 20 years old.CEO is very good at fooling.works fine for him :) First of all no proper washroom for girls.Second company is just not growing it is his retirment policy. Dear fellow nitians you just don't go there if you expect some passion like ola or commonfllor or housing it is just not right place.People just come and go.Employes average stay is here for 3 months that is every month 2 of people leave this place.Work is so freakin repetitive that you might just want to play mario.Its negative vibe all around.once a person reviewed about this company with zero stars he was forced to remove it and to neutralise the rating ceo himself had to put reviews onto glassdoor.Don't you wonder if you have a five star review following this.you can talk to any employee any one vibes are just not right my friend.""And it as at basment not at MG road CEO is fooling you. :P Please don't rob bright talented grads of their future. Tell them honestly what you do. it is just not three type of work you do. Its just data pulling . Hire someone after he does 12th. I think you know that you train a monkey for 7 days he will get your job done why hire engineers. Why ?","U271X"
746,"Work is steady and secure never know when you will be dismissed. Listen to your employees","L865X"
747,"- Friendly, intelligent and international team- Really interesting projects- Responsibility from day 1- Steep learning curve - Left to learn basics alone- Office sometimes a little empty- Expect consultancy work hours - Work to incorporate interns into office events more","Y260S"
748,"Great people and supportive of growth. I have had many roles over the years, and REDACTED provides opportunities to grow into those roles. Don't expect management to promote you because you're a good employee. It's about asking for tasks that will get you qualified. Then it's about a job opening up. They're happy to promote from within. Losing jobs and influence to European Management/locations on the Products side. Processes are over-structured. Upper management needs to be refreshed. Star workers do better when they can own the process.","C883I"
749,"You determine your success. Thee is a lot of opportunities within this company There are some union members that can make your life miserable Do not reverse firing decisions of shop floor management","Q935O"
750,"People great and assignments challenging Poor communication. Orientation on project was very poor. Payroll messed up my paycheck. create cross training documents and have a standardized orientation packet and check off list to share with necessary staff.","Z447E"
751,"You were always praised and appreciated. Very professional staff and attitude of the company. Taught be loads of new things and greatly expanded my knowledge. Gave me loads of varied responsibility and increased greatly my skills and confidence. Die to the contract with the council, too many redundancies and hit hard by localauthority cutbacks which REDACTED had no real control over. Policies and associated paperwork could be too beurocratic. Not much - streamline policies and policy documents.","M619Z"
752,"One of the oldest and organized Recruitment Agency in IndiaStrong clienteleGood training and Development programmesProcess Driven organizationEmployee friendly environment No special training plans for freshersComplicated Incentive schemeLess fixed salary NA","R125W"
753,"AMC has been acquiring properties to manage left and right, so the growth opportunity is very positive and probable. AMC likes to promote within, so opportunities come available sooner than you may think. The office culture is very casual and friendly; you won't find upper management in 3 piece suits and refusing to speak to the ""little people"", aka the ""assistants and leasing staff."" It's great to work for a company that actually follows and maintains the ""open door"" policy. Upper management is very approachable, and definitely serves as true mentors in your career. I have been extremely fortunate to work under (in my opinion..) the absolute best Regional Manager, ever. Being able to express my concerns, asking for career guidance, requesting more challenging opportunities, and even just being able to vent about reports has been great. Even with having one of the largest portfolios in the company, this RPM has made sure to tend to each and every property AND employee with the utmost attention, and in a very timely manner. Be it 6am, or 11pm, and you need some assistance with your duties, the RPM makes them self available and values your effort, drive, dedication, and even perfectionist persona.The pay rate is very decent. I wouldn't say the best, but very competitive. The plus to an average base pay is the opportunity for some amazing bonuses.The hours are standard, and AMC does seem to understand and push for a good work-life balance. The on-site staff at nearly every property I've visited has been extremely friendly and knowledgable. Working with AMC does not feel like working for a large corporation, where they address you by your employee number. Rather, it feels more like a family; we are brothers and sisters (our cousins if we're in different portfolios :) ). You get positive feed back, and constructive criticism from all levels of upper management, including the VP, President, and the owners of the respected property. Each level of the management tier truly does show their appreciation for their employees, and they do whatever they can to ensure everyone is happy in their position and with their career path. AMC has helped me find more than a job; they've help me create a positive and upwards-going career, and I will forever be grateful for the guidance, support, generosity, and career training they've provided myself and my staff. The overall benefits package is very so-so; 80/20 coverage, only one provider, no options, no 401k match, no company paid life insurance, no employee assistance. There also needs to be structure and written policy amongst the company to make transitioning from one property to another easier. Each community has it's own ways of doing things, there is no set policy, and you kind of make it up as you go, unless you have a great mentor who is willing to guide you (which in my case, I did!) Property staffing is normally limited, and 75-% your property will be short handed because another property needed coverage. Having access to credible temp workers, floaters, etc would help so much with basic efficiency at the property level. Provide options and better coverage levels for health insurance. Also provide more hands on training, employee education reimbursement for acquiring PM certification/accreditation, and give us our drop boxes back! Having more efficient accounting software that is more user friendly and adaptable to change would be great! And going to a 30, or even 45 day notice rather than a 60 day would really help with resident satisfaction and retention. Having a better online rent-pay option that does not have such steep fees would be amazing! And having proper staff coverage would make a huge difference.","N139C"
754,"As a fresher , iMaCs is a good place to hone your skills and ultimately graduate to a professional environment . Shortchanging employees in the salary structure :1. Only 70 odd percent ever makes it to the bank2. Leave Encashment of a months basic is a part of CTC3. Compulsory 2500 rupees per month for a 3Lac Medical Policy ( Regardless of what age bracket the employee falls in , so that old timers get a better deal )4. Non Existent Bonuses even as the whole offer letter is glorified with bonuses of 0-50%5. A Credit Card Component of close to 12000 is a part of CTC ( Can only be used to pay membership fees and nothing else)No Human Resources in Place: You may find yourself seething in agony trying to get hold of a company secretary who will in all likelihood evade your calls.Increments: Increments may be in the form of semi annual deferred payments that an employee forgoes if papers are put down before the date of receipt.Frustration with Infrastructure: Will cut corners wherever possible Create a department for human resources instead of making do with a company secretary who sets draconian policies, promotions and increments that are agnostic of being from South India.","G163S"
755,"good organisation with lot of learnings more of people pressure than work pressure NA","L321L"
756,"Happy environment, exciting and positive workplace Nothing! I don't have anything to say. NA","D964W"
757,"flexible work timing,friendly working atmosphere,supportive seniors,work form home option, celebration of all festival . no cons from my point of view NA","C738U"
758,"work life balance fellow employees Management is clueless, dates are the most important thing about jobcost savings over quality, software used is terrible learn how process work and give designer more time to design","R374W"
759,"REDACTED Management Consultancy is a leader in Strategy Designing. At this moment, REDACTED Management Consultancy is having openings for internships and associates. NA","V420S"
760,"Education reimbursement policy is good. People stay a long time. People managers not consistent in ability to do their job. Ensure all people managers are given time to do their people related duties","O291G"
761,"Une entreprise de renommÃ©e mondiale Une entreprise trÃ©s axÃ©e sur les procÃ©dures NA","T367F"
762,"Most of the faculty and teachers are willing to help each other out. The atmosphere at the REDACTED of Oklahoma is strictly positive! They all have a winning attitude! The pay could have been better. . . Travel funds for students and teachers are also fairly limited. . . No other cons really to speak of. Greater pay would help future graduate students out. Other than that keep doing what you are doing to keep OU great!","K815O"
763,"learn the basics as an analyst very stressful, 9am-2am life, even for public holiday less conflict within the team","Y913T"
764,"Top Asian asset management firm Too Asia focused rather than international NA","J615C"
765,"A lot of young and driven people, fun to work with. Projects are diverse and stimulating. Consultants may or may not get the ""fun"" assignments. Project duration can be long. Reward people for their contributions and don't oversell the company too much.","R577Y"
766,"Good learning experience for freshers, multiple projects to work on, good peers, good brand name None I could think of Great management, pleasure to work with senior guys, high ethics","Z530D"
767,"There are (and have been) some very good and affable people to work with. Sadly, the good ones are leaving as senior management clearly show very little interest in the loyalty the employees have given this company. Despite the good turn around recently, there is still uncertainty surrounding job security. The banks own the company and will, in the cold light of day, want their money back. Certain people who have more interest in gaining power strongholds within this company are allowed to get away with unethical behaviour. This is not the company it once was as people are more interested in playing office politics rather than focussing on the job at hand and what is good for the company Senior management need to show loyalty to their employees but the rate of redundancies, way of communicating, lack of bonuses for the vast majority of employees (or even pay increases!) whilst senior staff are rewarded the lions share of the company's profits shows the little respect they have for the vast majority of the workforce here.","Y418Y"
768,"Lots of local projects, strong roots in technology and life sciences, reputed operations/supply chain expertise, flat structure, high level of interaction with partners Work really long hours, project duration can be painfully long (1.5 years traveling every week to the same place..)Don't get honest feedback. Bad for learning or professional growthLot of PMO work. May go brain-dead after a few yearsPartners are not really that competent. More of survivors of the lifestyle Develop more IP that adds value to the clients. Get good quality work. Pay well and hire the right set of people. That should set off a virtuous cycle","H889S"
769,"Nice people and fun atmosphere, you play some fun games. The nice people and fun is not what I get paid for. It is straight up commission and in addition to that, even if a sale is made, there is still a window of time where if the sale is canceled a short time after that you donÂ<U+0092>t get paid at all. That means all the hard work and walking and talking you do can go away just because a customer changed their mind.When I got the call from one of the admins to come in for an interview I asked Â<U+0093>is this a sales job? I want to make sure IÂ<U+0092>m making money.Â<U+0094> She said Â<U+0093>starting pay is $30,000Â<U+0094> That is if everything goes perfect and a sale is made every day. My advice, only take this job if sales is your thing and if this is something you deep down want to do. Otherwise, if you are looking for a steady pay job and really need to make money this is not for you. The only people really thriving are the ones at the top for as long as everyone underneath them are working hard and making sales they get paid no matter what, you are working for them!Yes you are trained and taught the Â<U+0093>8 great work habitsÂ<U+0094> but even if you do everything correctly there is no guarantee. A fun atmosphere they conduct in the office is not how you get paid but how many people you sign up in the field. I especially donÂ<U+0092>t like driving all over the place and not getting any compensation for it. Ultimately if you are looking for a job that will pay every week and are in it for the money then TURN BACK NOW.Side note, Dana and Darrell were the 2 of the 3 CEOs when I started there, and they were let go. What does that tell you? Office nights should be optional. I didnÂ<U+0092>t always have money on me to go out to the places chosen. After a hard days work in the field I just needed to go home and relax and eat for free! Don't harp on people if they choose not to go to the bar, bowling or whatever because not everyone has money like you do, to go out and blow it at places every week.","M465E"
770,"They have fantastic benefits for employees. Good employee culture overall. Communication from leadership is better than many other organizations. I miss working here. Too much travel. Too many corporate branding/naming changes. Not much. You are one of the best IT Management Consulting firms in the space.","Q822E"
771,"Super convenient for students, great way to get to know administrators and learn about REDACTED processes, depending on which office you're in the work might be minimal. Low pay, not very exciting or challenging, very difficult to navigate the student jobs portal system if you don't already know an administrator/ someone in the office. A small increase in pay and responsibilities could make student worker jobs more prestigious","M725A"
772,"Scope to learn, variety at work, Challenging work environment, builds self-confidence, diverse client groups Hectic work schedules and limited work resources Need to strengthen business development","S507X"
773,"Great experience a few years ago when they were regularly winning work, very good for public sector especially health. Some really good people hidden away behind the scenes. There is very little left of their consultancy business and therefore it would be very difficult to recommend this to anyone. NA","J907C"
774,"Diverse and great amount of various job types to wade through as needed. Great amount of variance between different organizations. Some management will step on anyone to get where they need to be whether right or wrong and have some questionable relationships that position them in their jobs. Nepotism is everywhere. Watch how those in management truly treat their employees and those under them. What you 'see' isn't what is real and you are losing a great amount of employees and reducing passion for ones work when you let a few buy their way up.","O240J"
775,"Easy to park, great location, good views, close to the beach, easy to find food, snacks, coffee, tea, water. Managers who are blissfully out of date of everything. Strategically impotent! The owner maintains a 'hidden' eye on the staff. Management who really should be doing something else. Check out STEO strategy, The Israel Conference.. They are all, the same people and group! Quit.","D289X"
776,"Diversity, nice building and i really like the teachers here. Lab facility are great too. Stipend for phd student is satisfied. Bad area. The safety issue is really making people scared especially working late and you need to walk to your parking spot.... parking is expensive Change location or ....","U123J"
777,"> Flexible working hours> Senior Management is very supportive> Overall management of the company is good - employee friendly > Pay less to analysts NA","N472G"
778,"Great people and one of the best culture in Paris. Interns get a lot of exposure if they show willingness to learn. Opportunity to work with senior management. Great interns may have the opportunity to get client's exposure. Attractive compensation. Small team in Paris (20 people)Not many opportunities to get a full-time offer at the end of your internship Do not change anything at the way you treat interns, I had a great experience and got a great exposure during my 6 months internship.","B136A"
779,"Bright Future! Generally remains busy with small projects. Small company! No training at all. NA","V520R"
780,"when you leave the company you feel like you make it through another day people are toxicpay is lowcompany in bad location good luck you will need it","M238C"
781,"Market leader and experts in the training industry, very professional management, wide range of products, multinational clients, you're constantly exposed to valuable coaching and training programs. Process was a bit bureaucratic between sales, research and development and operation Your employees are your only asset, keep them happy they'll give you the world.","Y380B"
782,"Good salary and benefits pkg Bad work environment for emps Fire mgrs who can't treat emp right","C452S"
783,"- Some very interesting accounts and clients- Some very talented consultants- Opportunities to get a vast amount of experience within a relatively short space of time - Aggressive growth planned by senior leadership, with no strategy whatsoever on how to get there- Very little respect for employees- Promotions based on cliques within management- Terrible way to assess consultants' performance on projects (again based on management cliques) NA","X885E"
784,"Office is located on REDACTED campus.You are working with great people. The pay is a bit low 7.25/hour, end up at 8.75/ after a year and a half. NA","L435E"
785,"Great atmosphere and people to work with.Smart directors that are passionate about their areas of expertise.Down to earth people that are not overly concerned with face time or status - more concerned with high quality work Dispersed offices make it a challenge to network with Directors.Difficult to balance the NBD work with ongoing projects.Directors very busy on the projects with limited time for NBD on new clients. Continue investing in current employees to populate future Directors of the Firm","L626M"
786,"-Small, young team-Interesting projects-Nice atmosphere-Great management -as an intern, there are times when you are not taken seriously-there are dead moments, when nothing happens-feedback is not pushed enough More feedback, more communication with interns.","G290R"
787,"Organisation always encourages their Associates to perform to their best. You will have freedom to work and contribute. No negative points to highlight about organization. NA","P807K"
788,"- People get to work on a variety of projects ranging from a random customer query to working directly with the CEO- Ownership in work- Flexible work culture - Senior leadership movement has created a large gap- No defined training or grooming period- Restricted financial growth for lower and middle management REDACTED employees used to share a good rapport with senior management which is not the same now. Would be great if this gap is filled.","Y588W"
789,"Amazing team, feels like a family; flexible schedule and holiday getaway discussions, you can take sick days pretty easy when you need them; free fresh fruit and veggies in the office A small team, lack of performance is easily noticeable; small office, need to be the Jack of all trades, wear different hats and be able to multitask Keep on moving this direction, keep on promoting smart people and attracting sharp and hardworking employees","Y343Q"
790,"The company has a lot of education opportunities available to people that want to take part in it. You can get certifications and training to help you grow your career. The company hires fully trained and qualified people from the companies they are receiving contracts from. These peoples already know the job that the contract is supporting and came from the team that had previously supported it. Once they get procedures in place and feel they can have anyone else do the job, whether true or not, they lay off the original employees and replace them with people right out of college for 1/3 the wages. The people they hire out of college are not usually US citizens so they hire them for even less. They throw away people that know the job and the customer and are willing to work any hours to get the job done and keep the customer happy. They replace them with people that know nothing, do not care about the customer or their job since they are usually there just to get job experience and training. They create a revolving door of people supporting the customers. The customers become very upset. The quality of work goes down the drain and they eventually lose the contract of most of the servers they were supporting are taken back to support by the customer. Keep the people that know what they are doing and are dedicated to their jobs and their customers. You can save a buck and loose the company with the current methods. A happy customer is a long term customer. A happy, well trained employee is a long term employee that will keep the customers happy and keep the service level agreements met.","P110D"
791,"Challenging work, opportunity to travel Difficult, highly-charged environment. Poor management. NA","Q931I"
792,"Challenging positions in outsourcing as lowering costs and improving customer relations often cause conflicts. REDACTED cost reduction initiatives are to offshore as many positions as possible resulting in massive reduction in force for US employees. Maintaining a mature domestic (US) IT staff will reduce costs and improve customer satisfaction for REDACTED clients in the US.","P356S"
793,"Good work life balance for part time staff A lot of change to company stragegy NA","N582T"
794,"The impact of the work delivered to clients is visible and you feel like you're gaining skills that will be useful later in life. The Directors are very supportive of family life and rarely ask you to work on the weekends. The monthly in person staff meetings really helped tie everyone together with a sense of community. The client list was really top notch, and the level of senior executive client interaction was very high, even from the moment I joined the firm. The project responsibilities I was given from day one were remarkably impactful and I felt like a contributor to a client's success right away. The biggest issue I saw was with compensation. If you got a mid year promotion, you didn't get a pay raise until the end of the year, which was actually very disheartening. Compensation at the top level is not really known outside of the Directorship and it made it hard to know what the carrot was. There was a lot of speculation at the Associate level on salary increases and potential at the other levels, but people were very tight lipped about compensation overall. Surprisingly, for what a data driven company REDACTED is, when it came to performance reviews, there was no data provided to me for why I got what I got. Be more transparent on salaries and bonuses. Continue results driven approach","U681V"
795,"Good international staffing possibilities if shown potential; certain good senior managers from global level with high quality of project delivery Typical small/simple organisational issue of management; heavy workload for most of the time Improve leadership and mentorship","C107S"
796,"Friendly atmosphereGood All round development Lack of planningNo StrategyWork load Invest in your staffIncrease the salary","Q899K"
797,"dynamic, inspiring and ambitious team,flat hierarchy,fast responsability for consultants,great career opportunities,real entrepreneurship,very interesting projects on top executive level,clear vision,management walks the talk small offices. Then again as a consultant you are mostly at the customer`s site anyway. Just keep going in the right direction with clear strategic focus on hot topics like digitization.","Q541E"
798,"Well Learning Oportunities in Computer Systems & with of Banking & Financial Company ( Indian & Foreigner ) Itas a Contract Basis Job, lack of in Motivation Take a All Employees on a DMC Payroll & Give all Employees Job Security","S647C"
799,"There is nothing good to write about this company .Thai company has already become bankrupted and dont believe them.They will offer huge pay and dont pay on time .I had a hard time working with them and was not getting paid on time .Please stay away from them Here we dont have any option to give them negative feedback due to which im not giving anything in case if that option is there i would give 5 negative stars In the future if your want to start this company again be true the employees and pay them on time .","G352D"
800,"Good Job placement for new comers No movement once placed in a position. NA","E118F"
801,"Professional yet relaxed atmosphere. Small, close knit group of management and staff. Manageable work load and good environment in which to work. Pay is average (for non-profits). Ask more from your employees and pay them for the additional responsibilities.","V773M"
802,"Get some exposure to client facing role. Horrible Management,Really cannot understand A of Analytics and started Cypress Analytics division.No vision at all... Management is already doing job of advising others, no point in advising them.","W976S"
803,"Very interesting consulting projects. Opportunity to travel. Seniors (Managers, Directors) very approachable. Tremendous learning opportunities. Projects not only in Banking or IT but across multiple sectors Challenging deadlines. At times we deliver more than what is expected (its actually a good thing). Travel (but no consulting assignment is without travel) Keep up the excellent client work","S320L"
804,"Enjoying the patient's and the employee To much political in bosses.And not enough gratitude to employees. Good Treatment of employees is a must,you get back what you put into them.","W866C"
805,"Wide industry presence. Tactical. Opportunity to travel extensively. No C level interactions. Consultants are very overworked and the compensation not on par with other consulting firms. More focus on staff augmentation versus strategic consulting. Practice what you preach. Don't sell the firm's work-life balance philosophy when it is clearly not true. Give out better bonuses. Focus on selling at the C level.","Y586R"
806,"Friendly people at the location not enough resources for employees Pay attention to people","U711Z"
807,"Very collaborative culture, and great colleagues with whom you can relate with outside of the office as well Lesser known among some of the other management consulting firms, especially outside of financial services sector Need to continue building on brand awareness and reputation","O155J"
808,"REDACTEDreat company. Enjoyed working with everyone and the relationships along the way. No longer pay for travel mileage for traveling employees. NA","H482S"
809,"Knowledgeable staff, thorough training, great benefits! Nothing really comes to mind. NA","F252D"
810,"I receive a paycheck and still have a job Management has sacrificed everything to enrich themselves. Delivery, sales, and common sense have been thrown out the window to hit an OI ratio that ensures the top levels of the company share in a massive payout from the merger with HPE. A payout that is not being shared with anyone that does the actual work. Stay away! Manage and treat employees like assets, not legos. Share the wealth!","J504A"
811,"Excellent professional background, solid experience, industry specific benchmarks and best practices There is no thing I would mention as contra NA","A301V"
812,"I worked for REDACTED for over a year before I unfortunately had to leave and relocate to another state to take care of personal problems with my family. REDACTED treated me like family and I was able to quickly rise within the short period that I worked for them. I wish they allowed Marketing position to available remotely as I would still be working with them today! Stay awesome!!","L849E"
813,"Excellent Boss and remuneration. fast basses environment. Do it all yourself, spinning the whole day and not rest. NA","U529N"
