"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"627","U866O","R&D","X8066X",5,1,6,7,7,2,2,46570,4,25,1,1,1
"628","V670X","Health","W8102W",4,2,5,5,6,4,NA,56559,5,27,1,2,2
"629","S845N","Finance","Y7685W",6,1,7,7,7,2,2,53190,2,34,1,2,2
"630","E566Z","R&D","V4497X",2,7,4,4,4,7,NA,48068,1,55,2,1,2
"631","D562M","Finance","Y9641W",7,5,7,7,7,7,6,52468,7,36,2,1,1
"632","S913D","R&D","Y3553W",5,1,6,7,7,2,4,75386,8,23,2,2,2
"633","Y780P","Finance","Y4468Y",1,3,2,3,3,5,5,52061,0,34,1,1,1
"634","L359O","R&D","V4497X",4,4,6,5,6,5,5,46704,5,30,1,1,2
"635","B777Z","Ethics","W2205Z",3,4,5,4,4,5,6,75328,10,30,2,2,2
"636","R141B","Finance","Y4468Y",3,4,5,4,4,5,NA,55734,2,32,2,2,2
"637","O417S","Health","V7487V",4,3,6,6,5,5,6,102997,8,35,2,3,2
"638","Z583U","Health","V7487V",5,6,7,6,6,7,7,51082,4,30,1,1,2
"639","S979E","Finance","Y4468Y",2,3,3,3,3,4,4,133185,8,25,1,3,2
"640","B706E","Health","W8102W",2,7,4,3,4,7,7,54173,5,50,1,2,2
"641","H572I","R&D","X8066X",7,4,7,7,7,6,NA,55915,5,27,1,2,1
"642","F135I","R&D","V4497X",7,7,7,7,7,7,7,55925,3,50,1,2,2
"643","D332N","R&D","Y3553W",1,4,3,2,2,5,6,56342,6,22,1,2,2
"644","I386X","Ethics","X8022Z",7,4,7,7,7,5,6,165990,8,45,2,3,2
"645","H675A","Ethics","X8022Z",6,2,6,7,7,3,4,144303,0,35,1,3,2
"646","X854E","Ethics","W7742X",5,7,7,6,6,7,NA,57143,5,43,1,2,2
"647","W689I","Health","V7487V",1,5,2,3,3,6,6,95028,9,27,2,3,2
"648","D212L","Finance","Y7685W",5,7,7,6,7,7,7,55007,7,22,2,2,2
"649","C144I","Health","Z4101Z",2,3,3,4,3,5,5,46673,7,47,1,1,1
"650","X411C","Finance","Y4468Y",4,6,5,6,5,7,7,134582,2,45,2,3,2
"651","T346N","R&D","Z2464Y",5,1,6,6,7,2,3,48052,7,51,1,1,2
"652","M239R","Health","W8102W",1,4,3,3,3,5,6,46891,7,37,1,1,2
"653","D179F","Finance","X7645X",2,6,3,3,3,7,7,143948,4,25,1,3,2
"654","C979O","R&D","X8066X",4,5,6,5,5,7,7,91196,8,23,2,3,2
"655","U274T","DSI","V8472W",7,2,7,7,7,4,NA,49540,7,43,1,1,2
"656","M100S","R&D","X3607X",4,3,7,7,6,5,5,54817,2,55,1,1,2
"657","J858I","Finance","Z7298V",1,1,3,2,2,3,3,71256,9,23,2,1,1
"658","E143H","Finance","Y7685W",3,5,4,5,5,7,7,104705,4,33,1,3,2
"659","W239Q","Health","V7487V",3,7,5,4,4,7,NA,78503,8,24,1,2,2
"660","V880E","DSI","V8472W",6,2,7,7,7,3,4,79688,6,46,2,3,2
"661","A907P","Finance","X7645X",3,3,4,4,4,5,4,53961,0,26,1,2,1
"662","M489C","Health","W8102W",4,2,5,6,6,4,4,85510,9,34,2,3,1
"663","S997J","Ethics","W2205Z",2,4,4,3,3,6,6,59970,5,42,1,2,2
"664","N198N","Ethics","W2205Z",5,6,6,7,6,7,7,118262,8,40,1,3,1
"665","K626O","DSI","V8472W",7,6,7,7,7,7,7,61356,4,22,2,3,2
"666","Y914Y","R&D","X3607X",4,3,6,6,5,4,4,127911,6,22,2,3,2
"667","D647A","Health","Z4101Z",3,2,4,5,5,4,4,52570,2,41,2,1,1
"668","N601F","Finance","Y9641W",7,1,7,7,7,3,3,72204,10,28,1,1,2
"669","A613N","Ethics","X8022Z",2,7,3,3,3,7,NA,56869,6,27,1,2,2
"670","N382Y","Finance","Z7298V",3,4,5,4,4,6,5,49729,2,45,2,1,2
"671","Y158P","Health","V7487V",5,2,6,6,7,3,3,48303,6,42,1,1,2
"672","N838A","Ethics","W2205Z",3,4,5,5,5,6,5,166534,8,45,1,3,2
"673","K592Z","Ethics","W7742X",2,3,3,3,4,4,4,74889,10,47,2,2,2
"674","B545J","Health","V7487V",5,2,7,6,6,4,3,56640,5,30,2,2,2
"675","B839G","Finance","Y7685W",7,6,7,7,7,7,NA,139905,10,48,2,3,1
"676","R174J","Finance","Y9641W",5,7,5,6,7,7,NA,49139,6,27,1,1,2
"677","R386G","R&D","X8066X",1,6,2,3,2,7,7,106354,8,24,2,3,2
"678","K285H","R&D","Z2464Y",1,6,3,2,2,7,7,54451,5,53,1,1,2
"679","X487T","Finance","Y7685W",3,6,3,4,4,7,7,45542,1,34,1,1,2
"680","X534B","Health","Z4101Z",6,6,7,7,7,7,7,62136,9,50,1,1,1
"681","J784G","Finance","Y4468Y",2,6,5,3,4,7,7,71883,8,37,2,1,2
"682","J506G","Finance","Y7685W",3,6,5,5,4,7,7,73519,10,29,2,1,2
"683","D196A","Finance","Y9641W",2,1,3,3,4,3,3,149552,6,24,2,3,1
"684","Z515Q","Ethics","W2205Z",7,6,7,7,7,7,7,92890,0,46,2,3,2
"685","W823K","Ethics","W7742X",3,7,4,5,4,7,7,82102,1,22,2,3,1
"686","V328E","Finance","Y4468Y",3,7,4,4,4,7,7,143032,3,55,2,3,2
"687","S809J","R&D","Y3553W",4,1,6,4,5,3,3,54476,0,27,1,1,2
"688","U621E","R&D","Y3553W",4,6,5,6,5,7,7,61674,8,41,2,1,2
"689","P521T","Health","Z4101Z",6,7,7,7,7,7,NA,78325,9,37,1,2,2
"690","N970Q","Health","W8102W",7,7,7,7,7,7,NA,69810,10,41,1,2,2
"691","Z530A","Ethics","X8022Z",1,3,2,2,4,5,5,72142,0,40,1,3,1
"692","K699M","Finance","Y9641W",2,2,3,3,4,4,4,58681,1,46,2,2,1
"693","E902S","Finance","Y4468Y",5,7,7,6,6,7,7,105486,7,32,2,3,2
"694","B677H","R&D","V4497X",7,5,7,7,7,7,NA,117931,4,42,1,3,2
"695","M419R","Finance","Y9641W",6,7,7,6,7,7,7,79850,8,43,1,2,1
"696","U685A","R&D","V4497X",3,3,6,3,5,5,5,47903,1,24,1,1,1
"697","M639F","Ethics","W7742X",2,6,4,4,4,7,7,71444,8,29,1,1,1
"698","R598B","DSI","V8472W",3,5,5,3,4,6,6,46173,1,50,2,1,1
"699","L565T","Finance","X7645X",7,7,7,7,7,7,7,112481,2,44,2,3,2
"700","A803L","Finance","Y9641W",3,3,5,4,5,4,4,50816,4,22,1,1,2
"701","A401E","Ethics","X8022Z",3,2,4,4,4,3,4,147526,6,22,2,3,2
"702","S655V","Finance","Y4468Y",3,1,4,5,5,2,2,49201,2,43,1,1,2
"703","D179H","R&D","X3607X",4,3,5,5,5,5,4,139630,10,48,2,3,1
"704","T841K","Finance","X7645X",5,3,7,7,7,5,4,56612,7,22,2,2,2
"705","S821O","Finance","Z7298V",2,2,3,3,3,3,4,75543,9,54,1,2,1
"706","A307B","Finance","Y9641W",6,4,7,7,7,5,5,75792,8,49,1,2,2
"707","W283L","Finance","Y7685W",6,2,7,7,7,4,NA,78617,9,34,1,2,2
"708","T520Z","R&D","V4497X",2,4,4,3,5,6,5,45224,0,37,2,1,2
"709","O370L","Health","W8102W",6,6,7,7,7,7,7,93533,7,44,2,3,2
"710","D842R","Finance","Y9641W",5,3,5,6,7,5,4,69544,9,55,2,1,2
"711","M800L","R&D","Y3553W",6,1,7,7,7,2,3,68729,9,36,1,2,2
"712","C789H","Health","Z4101Z",1,6,3,2,3,7,7,70092,9,30,1,1,2
"713","R263S","Finance","Y4468Y",5,1,7,7,7,3,NA,58920,5,22,1,2,2
"714","Y537Q","Finance","X7645X",5,1,5,6,6,3,2,45037,1,23,1,1,2
"715","U277O","Finance","Y7685W",2,7,3,4,4,7,7,47751,4,45,2,1,1
"716","G626B","Finance","X7645X",3,7,4,4,4,7,7,80166,4,47,2,3,1
"717","O969Z","Finance","Y7685W",3,4,4,5,4,5,6,47122,4,54,1,1,2
"718","U152V","R&D","V4497X",4,5,6,5,5,6,7,127278,9,52,1,3,2
"719","F464G","Health","Z4101Z",5,2,6,6,6,3,3,78095,8,26,1,2,1
"720","M296H","R&D","X3607X",3,4,5,5,5,5,5,58263,7,23,2,2,2
"721","J818N","Health","Z4101Z",7,5,7,7,7,7,NA,59855,5,29,2,2,2
"722","G790W","Finance","Y9641W",2,2,3,3,4,3,4,77939,7,55,2,3,2
"723","D854O","Finance","Y9641W",2,7,5,4,4,7,7,132779,1,22,2,3,1
"724","I625I","R&D","X8066X",2,5,3,4,4,6,6,81679,10,45,1,3,1
"725","P494G","Finance","Z7298V",4,4,6,5,5,5,NA,127762,2,49,2,3,1
"726","I948I","Finance","Y4468Y",7,7,7,7,7,7,NA,118100,4,39,2,3,2
"727","N793O","Finance","Z7298V",6,1,7,7,7,3,3,123766,4,38,2,3,1
"728","Q677R","Ethics","W7742X",3,7,5,5,5,7,7,144642,6,27,2,3,2
"729","B626M","Ethics","W7742X",3,7,4,5,5,7,7,56957,2,39,1,2,2
"730","W189L","R&D","Y3553W",3,5,5,5,4,6,7,95376,1,23,2,3,2
"731","O749I","Finance","Y4468Y",5,7,7,7,6,7,7,49565,1,30,2,1,2
"732","B171K","Finance","Z7298V",2,6,3,3,4,7,7,47877,1,40,1,1,2
"733","V784T","R&D","X3607X",3,7,4,4,4,7,7,54957,6,33,1,2,2
"734","E167D","Ethics","X8022Z",3,2,4,5,5,4,4,141017,3,47,2,3,1
"735","S773D","Finance","X7645X",2,4,4,2,4,5,5,106885,0,47,2,3,1
"736","L548N","R&D","X8066X",2,7,3,4,3,7,7,148188,6,30,2,3,1
"737","H742D","Finance","X7645X",1,1,3,2,3,2,2,50989,6,37,1,1,2
"738","J822E","Finance","Z7298V",1,4,3,3,3,6,6,108145,9,53,1,3,2
"739","D292I","Finance","Y9641W",3,7,4,5,4,7,7,171079,10,24,2,3,2
"740","E268R","Health","W8102W",3,2,4,4,5,4,3,47477,0,26,1,1,2
"741","H157E","R&D","V4497X",6,4,7,7,7,5,6,54045,6,31,1,1,2
"742","Z368W","Health","W8102W",5,7,7,7,7,7,7,111812,6,45,1,3,2
"743","Y978B","Finance","Z7298V",5,3,6,6,7,4,4,51505,0,50,1,1,2
"744","O677C","Ethics","W2205Z",1,4,3,3,3,5,5,53990,7,48,1,1,1
"745","U271X","R&D","Z2464Y",7,3,7,7,7,5,4,48326,1,47,1,1,1
"746","L865X","Finance","X7645X",7,5,7,7,7,6,7,76414,8,22,2,2,2
"747","Y260S","Ethics","W2205Z",7,1,7,7,7,3,2,57157,5,24,1,2,2
"748","C883I","DSI","V8472W",2,2,3,4,4,4,4,75163,10,44,1,1,2
"749","Q935O","Finance","Y7685W",4,1,6,6,7,2,3,74083,8,50,1,2,2
"750","Z447E","Finance","Y4468Y",3,6,5,6,4,7,7,144307,4,36,2,3,2
"751","M619Z","R&D","Y3553W",2,7,3,4,3,7,7,116555,9,24,2,3,2
"752","R125W","R&D","Y3553W",2,7,4,4,3,7,NA,49583,4,36,2,1,2
"753","N139C","Finance","Y7685W",5,2,7,6,7,3,NA,57963,4,54,1,2,2
"754","G163S","R&D","V4497X",6,3,7,6,7,4,4,95437,7,54,2,3,2
"755","L321L","Finance","Y7685W",3,2,3,5,4,3,4,145242,0,32,2,3,2
"756","D964W","R&D","V4497X",5,1,7,6,7,2,2,50931,3,30,1,1,2
"757","C738U","R&D","X8066X",1,2,2,3,2,4,4,70725,10,28,1,1,2
"758","R374W","R&D","X3607X",6,1,7,7,7,4,1,55250,1,28,1,2,2
"759","V420S","DSI","V8472W",5,5,6,7,6,7,6,52541,6,39,2,1,1
"760","O291G","Finance","Y9641W",3,7,3,4,4,7,7,98912,9,33,2,3,2
"761","T367F","R&D","X8066X",5,3,7,6,7,5,4,68398,10,29,1,1,2
"762","K815O","R&D","Y3553W",6,5,7,7,7,7,NA,59941,5,30,2,2,2
"763","Y913T","Finance","X7645X",4,5,6,6,5,6,7,68023,9,28,1,1,2
"764","J615C","R&D","X3607X",4,4,6,5,5,5,NA,106609,1,45,2,3,2
"765","R577Y","Health","V7487V",1,7,3,2,3,7,7,77241,8,51,1,2,2
"766","Z530D","Health","V7487V",1,1,3,2,2,3,3,56648,2,39,1,2,2
"767","Y418Y","Ethics","W2205Z",6,3,7,7,7,4,4,72171,9,44,2,1,1
"768","H889S","Ethics","X8022Z",6,1,7,7,7,2,3,65449,9,45,1,1,2
"769","M465E","Health","Z4101Z",5,1,6,6,6,3,3,146069,3,25,1,3,2
"770","Q822E","Ethics","X8022Z",7,5,7,7,7,6,NA,57149,1,32,1,2,2
"771","M725A","R&D","V4497X",3,6,4,4,4,7,7,53048,4,44,1,2,2
"772","S507X","Finance","Y4468Y",4,7,7,6,6,7,NA,53351,0,48,2,2,2
"773","J907C","R&D","X3607X",3,3,3,5,4,5,5,116017,2,50,2,3,2
"774","O240J","Health","V7487V",7,7,7,7,7,7,7,51036,5,26,1,1,2
"775","D289X","R&D","V4497X",4,2,6,5,5,3,4,136071,8,32,2,3,2
"776","U123J","R&D","Z2464Y",7,1,7,7,7,3,3,91283,2,23,2,3,2
"777","N472G","R&D","X8066X",7,1,7,7,7,3,2,54670,3,44,1,2,2
"778","B136A","Health","Z4101Z",5,6,7,7,7,7,7,56779,5,48,2,2,2
"779","V520R","Ethics","W2205Z",4,1,6,6,5,3,3,99900,10,42,1,3,1
"780","M238C","Finance","Z7298V",6,3,7,7,7,5,5,98648,7,41,2,3,2
"781","Y380B","R&D","Y3553W",1,2,3,2,3,4,4,54285,1,44,1,1,2
"782","C452S","Finance","X7645X",5,2,7,7,6,3,4,51907,0,48,1,1,2
"783","X885E","Finance","Y4468Y",5,6,7,6,6,7,7,55305,7,31,1,2,2
"784","L435E","Ethics","W7742X",5,6,7,6,6,7,7,75672,8,41,2,1,2
"785","L626M","Health","W8102W",2,5,4,3,3,7,7,133020,0,47,2,3,2
"786","G290R","Finance","Y9641W",6,6,7,7,7,7,7,147081,5,51,2,3,2
"787","P807K","R&D","X8066X",3,4,4,4,4,7,6,69088,10,23,2,1,2
"788","Y588W","R&D","Y3553W",4,4,5,5,5,6,5,45476,6,52,1,1,2
"789","Y343Q","Health","V7487V",1,7,3,2,2,7,NA,137824,5,50,2,3,2
"790","P110D","Finance","Y4468Y",2,6,4,4,4,7,7,139527,8,24,2,3,2
"791","Q931I","Ethics","W2205Z",6,3,6,7,7,5,5,69565,0,35,1,3,2
"792","P356S","R&D","Y3553W",1,2,3,3,3,3,4,101032,6,49,2,3,1
"793","N582T","DSI","V8472W",5,2,6,6,6,4,3,52883,2,47,2,1,2
"794","U681V","Finance","Y9641W",1,5,2,2,2,7,7,47155,2,49,2,1,2
"795","C107S","R&D","Y3553W",6,6,7,7,7,7,7,51244,3,31,1,1,1
"796","Q899K","Finance","Z7298V",4,2,6,5,6,4,NA,59213,4,45,1,2,2
"797","Q541E","Finance","Y7685W",7,2,7,7,7,4,5,53581,3,25,1,1,2
"798","S647C","R&D","X8066X",7,2,7,7,7,4,3,53357,3,29,2,2,2
"799","G352D","R&D","Z2464Y",6,5,7,7,6,7,7,49700,7,53,2,1,1
"800","E118F","Ethics","W7742X",4,1,5,6,6,3,2,45573,2,34,1,1,1
"801","V773M","R&D","V4497X",4,3,6,5,6,4,3,52258,4,41,2,1,2
"802","W976S","DSI","I511L",6,5,7,7,7,6,5,56480,2,27,1,2,2
"803","S320L","Health","V7487V",6,3,7,7,7,5,4,136047,4,54,1,3,2
"804","W866C","R&D","Z2464Y",6,3,7,7,7,4,5,72993,9,31,2,1,2
"805","Y586R","Ethics","W2205Z",2,4,3,4,4,6,6,48423,1,32,2,1,2
"806","U711Z","Health","W8102W",2,6,4,2,3,7,7,80075,9,25,1,2,2
"807","O155J","Health","V7487V",7,6,7,7,7,7,NA,57046,2,44,1,2,2
"808","H482S","Ethics","W7742X",6,4,7,7,7,5,7,68804,9,37,2,1,2
"809","F252D","Finance","Y9641W",1,3,3,2,4,5,4,46550,6,28,1,1,2
"810","J504A","Health","Z4101Z",2,1,3,4,4,3,2,131306,5,51,1,3,1
"811","A301V","R&D","Y3553W",5,4,6,7,7,7,NA,65728,9,55,1,1,2
"812","L849E","DSI","I511L",7,5,7,7,7,7,4,54838,3,49,2,1,2
"813","U529N","Finance","Y4468Y",7,2,7,7,7,4,4,130265,10,51,2,3,1
"814","W218Z","R&D","X3607X",5,3,7,7,6,4,4,47688,0,27,1,1,2
"815","Y844Y","Finance","Y7685W",2,5,4,3,4,6,6,53745,3,28,2,2,2
"816","Q661V","R&D","Y3553W",1,1,2,2,3,2,2,45957,7,55,2,1,2
"817","M276Q","Finance","Y9641W",3,1,4,4,4,3,3,115898,6,48,1,3,2
"818","Z952I","Ethics","W2205Z",3,6,4,4,4,7,7,58879,6,35,1,2,2
"819","K302H","DSI","V8472W",3,6,5,4,5,7,7,148090,5,54,2,3,2
"820","P852R","Ethics","W2205Z",4,4,4,5,6,5,5,58110,4,35,1,2,2
"821","N492F","Finance","X7645X",5,3,6,7,7,5,4,51685,4,24,1,1,1
"822","G758O","R&D","X3607X",6,7,6,7,7,7,NA,110244,10,35,2,3,2
"823","N863V","DSI","I511L",4,3,5,6,5,4,3,109335,4,31,1,3,1
"824","S322P","Finance","X7645X",1,7,2,2,2,7,7,49156,4,43,2,1,2
"825","L932V","Finance","Z7298V",6,7,7,7,7,7,NA,59123,5,51,2,2,2
"826","B804G","R&D","Y3553W",7,1,7,7,7,2,NA,54008,6,23,1,2,2
"827","P290D","Health","V7487V",5,7,7,7,6,7,7,49126,6,24,1,1,2
"828","X129Z","R&D","Y3553W",6,5,7,7,7,6,7,115776,7,27,2,3,2
"829","R367H","Health","W8102W",1,5,3,2,3,6,6,68857,10,30,2,1,2
"830","M917H","R&D","X3607X",7,1,7,7,7,3,3,70492,9,48,2,1,1
"831","D833O","Ethics","W7742X",2,6,4,4,4,7,7,47269,2,26,1,1,2
"832","D141V","DSI","V8472W",5,4,7,6,6,5,6,121243,9,51,2,3,2
"833","U611V","Health","Z4101Z",4,3,5,5,5,6,4,78680,10,30,2,2,2
"834","N543R","Finance","X7645X",2,2,3,4,4,3,4,55070,2,31,2,2,1
"835","Q590O","Finance","Z7298V",1,1,2,3,2,3,3,48877,7,25,1,1,2
"836","C627Y","Ethics","W2205Z",1,6,3,3,3,7,7,59759,5,28,1,2,2
"837","K270V","Ethics","X8022Z",5,6,6,6,6,7,NA,46442,1,26,1,1,2
"838","J824K","DSI","V8472W",4,5,5,5,5,7,NA,56288,7,48,1,2,2
"839","K762P","R&D","X8066X",7,2,7,7,7,3,3,71814,4,30,2,3,2
"840","Y238G","R&D","X8066X",6,2,7,7,7,4,4,107919,0,24,2,3,1
"841","U866I","Health","Z4101Z",1,6,3,3,3,7,7,52147,0,47,2,1,2
"842","R837P","Health","W8102W",3,3,5,5,4,4,5,49442,5,26,2,1,2
"843","I815Q","R&D","Z2464Y",6,5,7,6,7,6,NA,71430,10,30,1,2,1
"844","S674N","Finance","X7645X",7,6,7,7,7,7,NA,71440,8,43,1,1,2
"845","X887T","R&D","X8066X",2,7,4,4,4,7,7,68042,9,47,1,1,1
"846","U894W","R&D","Z2464Y",3,6,4,5,4,7,7,54508,6,39,1,2,2
"847","H970U","Health","W8102W",1,2,2,2,2,4,3,72697,8,38,1,2,1
"848","K312U","R&D","V4497X",4,2,5,5,5,3,NA,45330,7,22,1,1,2
"849","W287B","Ethics","W7742X",4,2,5,6,5,4,3,161668,9,46,2,3,1
"850","E867W","Health","V7487V",7,6,7,7,7,7,NA,104713,9,43,2,3,2
"851","N345T","R&D","X3607X",4,2,6,6,6,3,3,53440,3,22,2,2,2
"852","D489O","R&D","X8066X",4,6,5,5,5,6,7,73530,6,38,1,3,2
"853","L436L","R&D","X3607X",3,2,4,4,5,3,4,50890,5,24,1,1,2
"854","L456A","Health","Z4101Z",3,1,5,4,4,3,2,54507,2,50,2,2,2
"855","I807U","R&D","X8066X",4,7,6,6,5,7,7,72549,9,37,2,1,1
"856","R688C","Ethics","X8022Z",1,2,4,3,2,4,3,75619,10,52,1,2,2
"857","A874H","Finance","Y7685W",6,2,7,7,7,4,3,73174,9,31,1,2,2
"858","F117U","R&D","X8066X",6,6,7,7,7,7,NA,54498,3,33,2,2,2
"859","Y256S","R&D","Y3553W",2,3,5,4,4,5,5,99555,5,41,2,3,2
"860","M204J","DSI","I511L",3,1,4,3,5,2,0,62420,2,25,2,3,1
"861","E139B","Finance","Y4468Y",7,4,7,7,7,6,7,45035,5,30,1,1,2
"862","E833A","R&D","Z2464Y",4,1,5,5,6,2,2,48735,4,40,1,1,1
"863","Z685V","Health","W8102W",4,5,6,6,6,6,7,71040,8,44,1,1,2
"864","R296I","Finance","Y9641W",6,5,7,7,7,7,7,67809,0,37,2,3,2
"865","A430P","R&D","Y3553W",1,1,3,2,3,2,3,57877,1,37,1,2,2
"866","D453G","R&D","X8066X",5,5,6,6,6,6,6,107854,10,31,2,3,2
"867","R575H","DSI","V8472W",3,4,4,4,5,5,NA,58684,6,35,1,2,2
"868","J560P","Finance","Y4468Y",5,1,6,7,7,2,NA,46434,5,23,2,1,1
"869","O395B","Ethics","X8022Z",5,2,6,6,6,3,3,52509,5,25,1,1,2
"870","S688A","R&D","X3607X",2,2,4,4,4,3,3,105699,4,43,2,3,2
"871","J904Q","Finance","Y4468Y",2,6,3,4,4,7,7,135428,3,38,2,3,1
"872","B970C","Finance","Y4468Y",5,3,7,7,7,4,5,73454,9,35,1,2,1
"873","U715M","Finance","Y9641W",2,1,4,3,3,3,3,79472,8,26,2,2,2
"874","T108H","Health","V7487V",5,3,6,6,7,6,NA,58927,4,53,2,2,2
"875","R219W","DSI","I511L",1,6,4,1,3,7,5,137983,10,55,2,3,2
"876","Y358T","Finance","Y7685W",7,5,7,7,7,6,6,48436,4,37,1,1,2
"877","J101Q","Ethics","W2205Z",5,3,7,7,7,5,4,55620,3,30,1,2,1
"878","B154H","Health","W8102W",5,3,6,6,6,4,5,135837,9,54,2,3,2
"879","U424F","Finance","X7645X",3,7,5,4,5,7,7,132246,2,30,2,3,2
"880","L957F","Finance","X7645X",6,4,7,7,7,6,6,47696,2,24,1,1,1
"881","J116H","Health","Z4101Z",1,6,2,2,2,7,7,54814,1,33,1,1,2
"882","M794M","Finance","Y9641W",7,6,7,7,7,7,7,54847,0,36,1,1,2
"883","T139H","Finance","Y9641W",5,2,6,7,6,3,3,104739,10,39,2,3,2
"884","M555J","Finance","Y9641W",3,5,5,5,5,6,NA,57288,3,35,2,2,2
"885","M149Q","Finance","Y9641W",4,6,5,6,6,7,7,115676,10,35,2,3,2
"886","A206O","Finance","X7645X",3,1,4,4,5,2,NA,98271,2,26,2,3,2
"887","B199W","Finance","Z7298V",1,7,3,3,3,7,7,49214,2,34,2,1,2
"888","V561I","Finance","Z7298V",4,3,6,4,6,4,5,126968,7,36,2,3,2
"889","T786N","Ethics","X8022Z",5,3,7,6,7,4,5,53354,4,28,1,1,2
"890","G971Y","DSI","V8472W",6,4,7,7,7,6,5,47238,1,54,1,1,1
"891","I764M","Finance","Y7685W",5,5,6,7,7,7,6,74104,10,54,2,1,2
"892","W844L","R&D","V4497X",6,3,7,7,7,5,5,58974,7,52,1,2,2
"893","W646Y","Ethics","X8022Z",4,2,6,5,5,3,4,53516,5,37,1,2,2
"894","R113T","Finance","Y4468Y",1,2,3,3,2,3,3,78894,9,49,2,2,2
"895","H285N","R&D","X8066X",2,2,3,3,4,4,3,52591,5,33,1,1,2
"896","F121E","R&D","X3607X",5,7,6,6,6,7,7,52098,3,35,1,1,2
"897","X881S","Finance","Y4468Y",1,4,2,3,2,5,5,136262,2,29,2,3,2
"898","V719H","Finance","X7645X",4,7,5,6,6,7,7,58278,6,52,2,2,2
"899","B650I","Finance","Y9641W",7,3,7,7,7,6,4,47979,6,51,2,1,2
"900","Y303K","R&D","X8066X",2,4,3,3,3,5,6,53831,4,38,2,2,2
"901","F998O","Finance","Y9641W",1,2,3,3,3,4,4,53883,1,50,1,2,2
"902","H426X","Health","Z4101Z",4,6,5,6,6,7,7,46191,3,51,2,1,2
"903","I162L","DSI","V8472W",5,1,7,6,7,3,2,55076,0,43,1,2,2
"904","B220K","R&D","V4497X",4,3,5,5,7,4,5,59263,6,27,1,2,1
"905","J776J","Finance","Y9641W",7,2,7,7,7,2,3,57382,0,45,1,2,1
"906","L180A","Finance","Y7685W",1,7,1,2,2,7,7,63182,7,23,2,3,1
"907","M403D","Finance","Y7685W",1,2,2,2,2,4,4,51567,7,34,1,1,2
"908","R249A","Health","V7487V",3,6,5,5,4,7,7,55432,5,46,1,2,2
"909","K767N","Finance","X7645X",2,4,3,3,3,6,5,48300,2,22,1,1,2
"910","Q723E","Health","W8102W",3,2,5,5,5,3,3,49048,2,25,1,1,1
"911","A472S","Finance","Y9641W",1,3,2,2,3,4,5,93136,2,28,2,3,2
"912","W252W","Health","Z4101Z",2,1,3,5,4,2,2,65245,9,48,1,1,2
"913","C662O","R&D","V4497X",1,6,3,3,3,7,7,59967,1,26,1,2,2
"914","S637P","Finance","Z7298V",2,4,3,3,4,6,5,139300,5,37,2,3,2
"915","U517G","R&D","X3607X",2,3,3,4,3,5,4,124068,6,36,2,3,2
"916","K312F","Finance","X7645X",7,3,7,7,7,4,4,102596,7,50,2,3,1
"917","O391K","R&D","Z2464Y",3,2,5,4,5,3,3,76489,9,30,2,2,1
"918","M665F","Health","Z4101Z",4,3,6,6,6,4,5,144858,2,37,2,3,2
"919","H684B","Finance","Z7298V",1,6,2,2,2,7,7,79371,4,37,2,3,2
"920","E588P","R&D","X3607X",2,5,3,4,4,6,6,53612,2,22,1,2,2
"921","T267C","R&D","Y3553W",4,1,6,5,6,2,3,51880,3,55,1,1,2
"922","J209P","Finance","Y4468Y",6,1,7,7,7,3,2,62557,1,43,2,3,2
"923","R324L","R&D","Y3553W",6,7,7,7,7,7,7,133446,2,44,1,3,2
"924","U326W","R&D","Z2464Y",1,5,3,2,3,7,7,69291,8,42,1,1,2
"925","H272A","Ethics","W7742X",1,2,3,2,2,3,3,51271,2,55,1,1,2
"926","D280M","R&D","X8066X",1,2,3,3,2,4,3,90026,1,45,2,3,1
"927","O351N","Ethics","W7742X",3,1,4,4,5,2,3,111502,9,54,2,3,2
"928","J476H","DSI","V8472W",2,3,4,4,4,5,5,91179,10,50,2,3,2
"929","Q271C","R&D","X8066X",1,7,2,3,3,7,7,52096,4,45,1,1,1
"930","T542R","Ethics","X8022Z",2,6,3,3,3,7,7,99781,1,39,2,3,2
"931","H705R","R&D","X3607X",1,3,2,2,3,4,4,56464,4,24,2,2,2
"932","G379Y","Finance","Y9641W",3,1,5,5,4,3,3,51132,2,55,1,1,2
"933","G612O","R&D","Y3553W",3,3,4,5,5,5,5,156593,9,47,1,3,2
"934","G878H","Health","Z4101Z",1,7,1,2,2,7,7,67274,8,23,1,1,2
"935","O183F","Health","V7487V",2,1,3,4,3,2,2,140547,2,28,2,3,2
"936","C692Q","Finance","Y7685W",5,6,6,7,6,7,NA,47558,5,47,2,1,2
"937","L451Y","DSI","V8472W",3,1,4,4,4,3,3,118520,10,24,2,3,2
"938","F120C","Finance","Y4468Y",7,5,7,7,7,7,6,46736,5,53,2,1,2
"939","M570H","R&D","Y3553W",1,6,2,3,3,7,6,45841,5,33,1,1,2
"940","Y125H","Ethics","W2205Z",7,2,7,7,7,4,3,102079,7,31,2,3,2
"941","D339E","Finance","Y4468Y",2,4,3,4,4,6,5,54571,1,36,1,2,2
