"","review","id"
"796","Target right talent with in depth research on customer requirement. unturned pages might have the solution so never miss the passive talent.. Time consuming but nobody can afford to do a wrong hire.. we are doing good","Q899K"
"797","REDACTED provides a great benefits package. The dress code is casual and they offer lots of fun activities. Good chance for advancement from within.. Migrating too many positions off-shore. Company is a little too top heavy. They give generous PTO but finding the time to take it is near impossible due to work load.. Company needs to provide a better work/life balance and enforce employees to use their PTO so that they have a chance to renew and revitalize to avoid burn out.","Q541E"
"798","You will likely work on intellectually challenging and interesting work. The people are for the most part incredibly smart and adequately friendly.. There is a huge profit first mentality. People are promoted based on their ability to sell more business, not on their ability to lead/manage others. This makes sense since there is no incentive to invest in the people. Employees are often fired without warning while performing to expectations based on performance reviews.There was a candidate who interviewed and confided that the reason she rejected the offer was largely because nobody in the office looked happy being there.For a company that does a great deal of fair market value work, it's amusingly ironic that the pay isn't.You'll hear a lot of platitudes about work-life balance, ""unique"" culture, and the value of the people that make up the firm. This isn't the only place that claims to offer these things, but there are certainly other organizations that actually live up to it.. NA","S647C"
"799","Good entry salary, nice company events, some nice coworkers. Limited project opportunities, not a strong brand, missing a strategy for the company and how to get more projects, management is more self concerned. Built a better brand and get more projects","G352D"
"800","Learn to work without portal.. Don't allow on self learning, it is more poppet type of work. Will not pay the salary and do not give reliving letter if you serve notice period. Feels like your attending a school and have lots of homework.. NA","E118F"
"801","- supportive and open culture- knowledgeable people in their field- known brand in the industry- flexible workplace. Due to being a small firm, the work is currently focused on relatively few practice streams and industry sectors as compared to larger process/ops consulting firms.. NA","V773M"
"802","-Great people and an very diversified company-Very interesting projects. -only 500 euro per month. NA","W976S"
"803","Clean offices, top-notch technology, conveniently located for where I lived at the time. Non-executive colleagues were professional and supported each other well. Executive staff is personable.. Lack of leadership from the top executives results in dysfunctional workplace environment. Company has no strategic plan, no business development plans and no structure for growth or sustainability. Hiring and firing occurs at whiplash speed with no explanation given to staff. Continual restructuring and resistributing of executive responsibilities leads to confusion -- support staff is constantly having to report to different managers at different times. For a management and training company they have a remarkably unenlightened view on training their own staff. Leadership places new hires and personnel in management positions with no training or relevant experience related to the position. Virtually every employee has, at one time or another, been handed the baton for ""business development"" and not a single one of them had/has any background or experience in that area. Support staff is often given the responsibility for securing new business, managing and writing proposals and structuring management solutions without the necessary authority or experience. Staff is often expected to burden repsonsibilities far above their paygrade, picking up the slack left by the executive team.Support and non-supervisory staff do have experience with proposal writing, proposal management, contract management, budget management and pricing. However, executive staff disregards this experience and continues to employ the same losing strategies upon which they have always relied. Company mantra is ""if it hasn't worked so far, just keep hitting your head against that wall until it caves.""Ridiculous amount of administration required to complete simple tasks. COO's coordinator is working out of Alabama, so all tasks have to be routed through him/her before getting to anyone else in the office. All staff responses also have to be routed to Alabama before proceeding. Proposals are monitored out of Alabama while all the actual work (writing, managing, editing, researching) is completed in Dumfries by the non-management staff. Still all pieces of the proposals are sent to Alabama and then forwarded to your colleague across the hall for changes, edits, etc.. Get some training for your staff. Attend management and executive-level training courses yourselves. Hire a CEO who lives in the area and who has some management experience outside the military. Hire a COO who stays in the office beyond 3pm or better yet, one that actually works in the office rather than ""from home."" Eliminate the added layer of unnecessary administration so tasks can be completed more efficiently. When you do hire experienced people, listen to them, don't fire them because they don't agree with your worldview!","S320L"
"804","Great place for STEM majors. Many students; less 1:1 advising time. NA","W866C"
"805","If u have a good business idea company is flexible enough to lead and implement the ideaFriendly senior management. Very hesitant to usebl technology.. still stuck in excel analysisNo growth opportunitiesEmployee having good visibility with senior management can grow. NA","Y586R"
"806","- Average/Above Average Salary for rather Basic Technical Positions- Relaxed Environment- Room to Grow as it is a relatively small Company- Travel 20% of the year. - Politics as always- Travel 20% of the Year- Salary Cap is low. Increase salary cap","U711Z"
"807","Wide range of work environments, lots to learn. Get to see how buildings are run and you get a look behind the scenes.. Sites are run very different from one another, so it's rather difficult to switch and transfer between sites.. NA","O155J"
"808","Small, with the potential for growing with the company. Some of the people were quite pleasant. Convenient Loop offices with easy access by mass transit.. Paranoia reigned. There was a complete lack of consensus of mission, who took responsibility for what and the direction for [company] growth potential. And without company growth potential, employees stagnated, with a revolving door.. Decide who and what you actually are and make that clear to employees, so that they can make informed choices, both in terms of contributing and whether it's a good fit.","H482S"
"809","Good work life balance for part time staff. A lot of change to company stragegy. NA","F252D"
"810","REDACTED Management Consultants has a wonderful and warm corporate culture prepared for growth. REDACTED has a stellar upper level team in place to continue to sustain this company as the number one healthcare leader in the industry and make certain REDACTED is the best place to work for all employees. REDACTED values each career professional far above standard, starting with a thoughtful gift that arrived upon signing my contract for employment. What a surprise to come home and see this on the front doorstep. Another generous gift awaited me on my first day employed with REDACTED to continue to set the welcoming tone. REDACTED offers a new employee orientation that is very organized and offers extensive training and material to become familiar with firm policy and procedures. A staff member in each REDACTED location is available to get you any supply or office need required to be as productive as possible. Additionally, I was paired up with a Peer Mentor available for leadership. REDACTED offers a tremendous amount of personal leave days to each employee to ensure a healthy work life balance. The above standard REDACTED office environment offers ample snacks and drinks to make working hours as comfortable and productive as possible. These treats are constantly kept new and are extremely health and dietary need conscious. Quarterly social events with other staff members help create a cohesive team environment that I truly feel happy to be part of. A firm wide staff meeting happens more than once a year, that goes into detail about the performance and plans going forward for the firm. A beyond generous holiday staff event is held yearly to thank us for all the hard work. REDACTED is a phenomenal first class firm. A committee is in place to plan events that give back to our community, which again reinforces the true extraordinary nature of each person hired to work at this company. No special detail missed and REDACTED takes the time to show they care about each client and each career professional on an ongoing basis. REDACTED is made up of a very warm group of professionals, across the departments, and across the states, in each of REDACTED’s office locations, whom are exceptional to work along the side of. REDACTED Management Consultants are truly a firm that sets itself apart from ALL the rest.. Benefits offered for individuals with a family could be more competitive.. Keep benefit packages offered a priority.Keep bonus system strong to ensure the amazing people you have found -stay here.","J504A"
"811","Smart but down to earth people, collaborative and relatively flat work culture, high quality/high impact client work, on the rise -- growing rapidly.. Operational, sometimes tactical workNarrow expertise and skill set (the firm is actively working on changing this)Limited name recognitionAverage compensation (relative to larger consulting firms)Work culture becoming more competitiveBecoming more of an up or out firm. Focus on more strategic workDiversify capabilities and skill setInvest in improving brand awarenessStrive to maintain a collaborative work culture","A301V"
"812","People are very nice to work with and responsive to any request you may have.. I didn't feel any cons for now. NA","L849E"
"813","Friendly people. Good projects and good opportunity. Flexible in working hours and location. Structure is not pyramid. The billing pressure is high and there is little guidance for career development.. Consider the policies in terms of perks. Work towards better communication channel between the employees and management.","U529N"
"814","Good ethics. Supportive environment in general.. Slow moving. Hierarchy; slow promotional movement.. NA","W218Z"
"815","Some great people, there was a good culture (but it has faded). mandatory training, mechanized review process, layoffs, IS, .... value those that have been there, get talented new younger people, and make it better","Y844Y"
"816","none that I can recall. pyramid scheme only the partner make money - everyone else carries their bags. NA","Q661V"
"817","I've always felt respected by my peers, supervisors, and upper management. Love my job! If I work hard my bonuses reflect that. AMC is a large company with plenty of room for advancement. They like to hire within and keep their employees happy. No complaints about AMC!. Although there is a lot of potential for advancement, the advancement is very one dimensional. I'm not sure that I would ever like to be a Property Manager for any REDACTED Community and wish there were more opportunities in other departments within this company.. NA","M276Q"
"818","The CEO (Brandon) has the right vision for the future of his company. They also have the best BD team that I ever worked with. They (Michael M. and Matt K.) are super nice people to work with, combining tempo/expertise and winning strategies to win more contracts. Their team of professionals are experienced and highly technical.. Hiring mangers are mostly new to fast growing environment and hiring. Company has right startup mentality but do not have the right strategy to implement its culture. Often, senior management tries to increase productivity but does not have a clue to engage employees into the process. Their HR leadership is a mediocre. HR leaders are supposed to be the people with solid employee relations skills, to whom managers and employees come for good support and advice. Not here.. Engage with and listen to your employees. There is no culture where employees voice are heard and valued. Lack of accountability at the top when it comes to adhering to policies and procedures hurts the bottom line (employees).","Z952I"
"819","There is opportunity to make money here. what they tell you is that there is high turn over and you have to survive on minimum wage until prove your sales skills, this could take months to occur.. they should offer a better training ramp up income.","K302H"
"820","This company will explode very soon. Good Pay and huge room for advancement. Great atmosphere and fun people to work with, didn't even feel like work.. You literally have to dedicate all of your time to advancement otherwise it won't happen.. Listen to entry level, less turnover this way","P852R"
"821","Chance to explore different verticals of marketing and branding.Good for freshers if you just want to learn things irrespective of the benefits other consulting firms offer.Few people in the top management level are excellent and helping. They bring in lots of experience to the organization.. They hire people only at top management levels and give them designations to satisfy their egos.They do not have enough employees at the actual working level. They just hire people who have contacts and links to drag in projects from several spheres and ladies to drive the client meetings in their favour.They outsource their projects to startups as they do not have any technical expertise.Roles of the the employees are not clearly specified.More than often delay in payment of salary.No salary account.No other benefits like medical and else are provided.Lack of support towards creativity offered by young people in the firm.Few top level managers even don't have the manners to deal with the employees. They just want to superimpose things on you rather than listing to you.. First thing this company needs to do is start respecting their new employees and the employees who actually work for them.They should hire peoples from technical backgrounds as well to have an overall blended balance of marketing experience along with the cutting edge technology.They should hire people who can actually work for them not giant goons with fake big designations who even don't know how and what to do.Company should decentralize its powers from the hands of just couple of people.They should ensure timely salaries as everyone works for money.","N492F"
"822","High level of interaction with partnersWork on variety of projectsHigh-caliber colleagues with variety of skillsetsGreat relationships with executive clients and opportunity work with many individuals at client. Firm not as prestigious as others (McKinsey, BCG, etc.)Lots of travel. Very few local projects.Very lean organization with little/no research support and budget to purchase research. Requires some long nights doing research.Some projects very long-term (1+ year), which leads to consultants ""going native"" sometimes. NA","G758O"
"823","Education reimbursement policy is good. People stay a long time.. People managers not consistent in ability to do their job.. Ensure all people managers are given time to do their people related duties","N863V"
"824","you can work individual and if your location is very near you can join. you will never get any incentives and documents. Treats like slaves. you never find who s working more than a year. only one girl working there past 3 years because she is not having any study documents rest of them left before 6 months... shutdown the company and play with your kids","S322P"
"825","Good learning, good assortment of work.. High work load & pressure (but then that's to be expected being in consulting.. Empathy, and not to take people's weekend time for granted.","L932V"
"826","Enjoying the patient's and the employee. To much political in bosses.And not enough gratitude to employees.. Good Treatment of employees is a must,you get back what you put into them.","B804G"
"827","Fast growing company with challenging work scope and a friendly boutique environment. Named best PE strategic advisor in Italy. Milan office still in startup phase, but with good opportunities ahead. NA","P290D"
"828","Over 20 years with the same company in the same position and I have only great things to say about my experience helping small businesses flourish and personally financially benefitting as well. After receiving an MBA and uncertain as to how I was going to use my desire to be a business analyst and finance person, I was fortunate to find sms. the job challenges you but rewards you in so many more ways than merely financial... has been a great career.. the travel aspect of the job is something to get used to but is actually a refreshing way to spend a week without falling into routine ruts.. the points don't hurt either... as the owner says at times his desire was to build a company someone could build a career at. he has succeeded doing that with many of us. thank you!!!!","X129Z"
"829","Strong leadership has turned company around. Better prospects and oportunities working across different markets.Benefits are ok and some great people in the business. Salaries have been stagnant too longFixated on processes and controls and too little freedom to develop new ideas.Not unique, but high expectations in terms of output of work and time commitment.. Hopefully all employeed will benefit from the success of the business","R367H"
"830","It's very good consultancy for jobs. Nothing. Everything is very good. NA","M917H"
"831","smart people. opportunity to work on challenging project. Possibility to develop in your career. flexible working time. poor IT system. Lack of team work. no benefit. enhance IT help desk","D833O"
"832","Good environment to learn and implement new technology. Doesn't have proper resource management team. Not much scope for cross skill activity. Please have more concentrate on resource management & cross skill activity","D141V"
"833","I'd say REDACTED has a collaborative culture, with a plenty of nice people. I truly enjoyed interacting with the people I've worked with at REDACTED. The pay is better than corporate jobs' pay, but not comparable to other consulting firms.. REDACTED has tons of average people, with quite mediocre capabilities. You'll have to love processes to enjoy the work at REDACTED; this is what REDACTED does and is good at. The firm will never reach the status of McKinsey and BCG, primarily because it attracts average, risk-averse talent. Pay is worse than the industry; for example, as a Pricinple, you make on average less than $200K/year, while at BCG you make around $350K. And then the work is tedious, because it's all process (not content) focused.If you're serious about management consulting, skip REDACTED. It just doesn't pay off in the long run.. Focus on hiring and attracting top talent if you want to grow; don't recruit from third-tier business schools, and focus more on C-level topics (strategy).","U611V"
"834","Exposure to core areas of HR. Nothing as of now, If I come across some I'll be updating it soon.. Infrastructural developments and rewards and recognition","N543R"
"835","little to no supervision from managers.. low pay for the kind of technical work you are performing. no upward movement, promotions, or pay raises.. increase pay and/or allow more upward mobility.","Q590O"
"836","Firma internacional, especializada, ofrece una amplia gama de servicios a clientes de todo el mundo. Conseguir que el Mejor Talento dirija y lidere las organizaciones más importantes a nivel mundial.. Honorarios altos en comparación al mercado. Todo se centraliza en la matriz.. NA","C627Y"
"837","Company differentiate itself with its unique culture from other consulting companies. In REDACTED, employees can find a transparent place where they can get any updates from the top management team in either strategic or employee-related issues. Also, REDACTED's partners put their best effort to spend time with each level of employees from Analysts to Directors.. Since it is a boutique consulting company, the trainings are limited and given internally. Althoug it does not mean that they are not satisfactory, the company lacks of providing their employees with the international network through trainings. Besides, not paying for overtime is one of the downside of the company considering their competitors are paying.. NA","K270V"
"838","I have worked at AMCS for over seven years, in an array of positions. I have never worked for a company that felt more like a family. The Kerr's look after each employee on a professional and personal level. Each employee is made to feel like a part of the team.Even in times of economy downturn, we are encouraged to be enthusiastic, progressive and inventive. We recently celebrated our 25th business anniversary and I very much look forward to being a part of the next 25 years!. While professional development opportunities are plentiful on the property level, I would love to see more on the corporate level.. Conduct thoughtful employee reviews and award merit based salary increases/bonuses.","J824K"
"839","ProfessionalismExcellent work ethicsFlexible schedulesPositive work environment. Not enough career advancement opportunities. Always value transparency and ongoing communication","K762P"
"840","Learning opportunities, Fast career progression for top performers, sallary. Work balance (14 hours/day is normal); excess of re-work or non value-added analysis; most partners are bosses, not leaders.. NA","Y238G"
"841","Some interesting projects. Free tea and coffee. Cheap restaurant. Relocation assistance provided by externals on a commission basis. German language lessons.. Toxic bureaucratic environment in most IT departments, each team fighting the other. No handovers are usual when stuff or externals leave. Processes are very slow, i.e. a creation of a linux user account may take weeks.Monthly net salary of less than 2000 € for an experienced programmer in Frankfurt am Main. Some programmers have to work over 10 hours and even at home. Too many analysts, architects and managers for teams with a sole developer. Some IT tools and hardware used are too old, malfunctioning and obsolete. Their austerity motto is: ""cut all sources of cost"".Low order employees. especially security personnel on the ground floor, can hardly speak any English. English is rarely used, the business, meetings and project documentation language is German, no matter what promises are given orally during the interview, in order to persuade you to join DB. What counts is what is written on paper and signed.Insults and personal attacks from superiors in front of other people on a daily basis. Maltreatment, harassment, bullying and racist remarks are quite common.Non German speaking foreigners are considered more or less as potential industrial spies.In a word, it is like the army.. Personal attacks and insults from managers are not a good way of motivation.","U866I"
"842","The pro's are that they're a nice bunch of people and the office presents really well. At first look you'd think it was a great place to work.. The cons are that when you've been there a while you realise that the directors lack direction, they don't actually train you so you're left staring at a computer screen and any kind of noise is frowned upon. So you end up hating your day, you just sit at your computer trying to find enough on the internet to keep you going. Sadly the internet isn't that big.Having now worked elsewhere I see that a clean tidy office only papers over the serious cracks.. It could be a nice place to work if it wasn't run like a hobby. They need to treat people as individuals and let people work to their strengths, train people as individuals not with a ""one stop shop"".","R837P"
"843","Great Christmas PartySocial office. A lot of younger / junior staff makes the office a lively place to work. Does not suffer from office Politics or an overloaded management structure. Paid in an hourly rate so you get paid for every hour you work.. Poor work life balance. I had to give up a lot of personal pursuits outside of work due to the expected long hours and pressure of working here. REDACTED has a culture of 'if you're not working 50 plus hours a week then you are lazy'.Often feels like a sweat shop.Low pay for consulting engineering.They put a lot of pressure on younger engineers to carry the company and work long hours to get projects completed in continually tight deadlines. Easy place to burn out.The staffing policy of this place is keep a few older engineers on the pay roll to win projects then hire young, work them hard, give them marginal salary increases, then let them leave and repeat with a new young hire.Company reduced the entire staff salaries by 10%Office location is horrible.. When the best thing about this place is a once a year Christmas party, you need to take a look at your staff well being.Need to address the work life balance. Running projects with lean staff over and over burns out those that make this company successful.","I815Q"
"844","Exposure across various consulting verticals, industriesOpportunity to climb the corporate ladder quicklyOpportunity to deal with CXO level personalities if you prove your worth. One man showHigh handed treatmentUtter disrespect & disregard for employeesFalse/ hollow promisesLack of maturity in majority decisionsNever ready to listen to employeesIrrational & post mortem suggestionsNo planning what so everWorking weekends a rule rather than an exceptionAdhoc policies mostly inconvenient to employeesStaffing resources on projects with limited/ no experience on the sector/ vertical with 5* expectations in returnEmployees blamed for anything that goes wrong in a project or in the firmAppraisals and promotions are not performance drivenPoor salary with no opportunity to negotiateHigh employee turnover rate. Doesn't matter","S674N"
"845","Employee friendly, stable, fabulous incentives, lot of learningLot of ownership for people who prove themselvesGood work life balance as we don’t work on Saturday’s except the 4th SaturdayDecent remunerations as per market standardsGreat place to learn with good clientele. No one is born just perfect!...Companies are built when the great mind and talents are integrated together.We celebrate success and learn from our failures with a zeal to achieve the best.Few bad hires in the past resulted in loss of time, money and results.. The changes Leadership team is bringing in to make work place better is good and we should continue with that.One of learning is “never compromise on hiring”…..look only for quality hires.","X887T"
"846","The atmosphere at work is really goodcolleagues are nice. The pay could be better. NA","U894W"
"847","earn loads of money if you are willing to work hard. work long hours, management can put high levels of pressure. dont force people to stay late","H970U"
"848","Enhancing my experience by starting Canadian experience in dealing with safety codes, building cods and standards of HVAC operation, preventive maintenance and troubleshooting all the malfunctions usually happened by go over the design sheets and control schematics. design. There is no downsides in REDACTED, it is very reliable company I got very good experience working with them the only thing I did not like was they do not pay enough money for the same experience level of work at other companies.. NA","K312U"
"849","On the upswing and appears to be recovering. Low quality leads ... making you work harder ... not smarter.. Keep responding to feedback. Hopefully changes will come around.","W287B"
"850","Great consulting work as far as IT strategy is concerned. Very hard working and talented people. Hires the best in the industry.. No work-life balance. Company is moving towards a execution services model hence diluting the strategy brand.. Don't hire MBAs since you are moving away from business consulting and are going into execution services. All you need is technology people.","E867W"
"851","Large university that functions like a small institution. Friendly faculty and staff, excellent branding that sometimes makes REDACTED appear more ""red hot"" than it actually is.. Very outdated resources in terms of technology and human capital. Staff and faculty are unionized which makes it very difficult to achieve goals due to politics and outdated ways of doing simple tasks, no one is held accountable (I literally watched a woman sleep at her desk and no one disciplined her due to her being employed at REDACTED for 35+ years and active in her Union), financial model of RCM is not efficient, wasteful spending due to lack of communication between colleges/schools and departments.. Bring in consultants to assess resources and processes. REDACTED is the most inefficient place I've been employed in my career.","N345T"
"852","* Fantastic work environment* Great products that are developed (customized) to customer needs (very creative)* Care about the customers needs* Very knowledge employees (great in sharing ideas)* Communication has been extremely helpful from top management down!* Quarterly team building (very cool)* Team lunches* Rewards at all levels. * Demanding but very fair* No excuse for not performing* Aggressive culture* Management wants us to think outside the box (creativity is a must). As with any company don't ever loss sight of how we got to where we are at today! Keep the great communication coming, it is a motivator! Keep up the team building exercises, great for moral! Continue listening to our customers making them #1 priority! Continue giving back to all of us (employees), always striving to make this a great place to work. The changes over the last year have been noticed and appreciated!","D489O"
"853","Team environment, extensive training provided, I enjoyed being able to experience an entire day of what I would be responsible for. Some however are dissatisfied that this is voluntary and you are not compensated but it is required.. Travel expense is reimbursed but comes out of your own pocket until you are, it is a door to door type of position.. NA","L436L"
"854","Decent hours. Mediocre benefits.. Micro-managed. Poor communication. Poor pay.. Upper management should communicate with the employees once in a while. Not just with the District Managers.","L456A"
"855","- professionelle Kollegen und eine steile Lernkurve '- starker Team-Zusammenhalt und integratives Management '- flache Hiearchie und eigene Verantwortungen '- angenehme Arbeitsatmosphäre '- keine Verpflichtungen, am Wochenende zu arbeiten (in der Regel so und teilweise Arbeitsbedingung). - lange Arbeitszeiten (von 9 bis 20 Uhr - Beratungsdurchschnitt?)'- keine echte Wahl des Projekts'- wie bei jeder Beratung muss man zum Kunden reisen. Halten Sie den aktuellen Weg, aber versuchen Sie, einen genaueren Blick auf die persönliche Entwicklung der Mitarbeiter zu erhalten.","I807U"
"856","A good place to start one's career. Learning is phenomenal for those who are just starting out in the industry.. Organizational culture feels archaic and outdated. Pay is below industry average.. Improve pay and modernize culture to attract and retain talent.","R688C"
"857","None really. Builds character. Provides an excellent example of how not to run a company. The pizza place across the street made exceptional pizza.. Struggling company. Horrible Management. Very non professional environment. Screaming banter from President. Views employees as an extension of herself, at her disposition, as a doormat. Expect low wages, and no respect. Highly neurotic, and most of all narcissistic.. Above all else learn how to communicate professionally, and adhere to the standards you strive for within your company. Yes you will continue to lose employees and clients.If you are a President of such a small company, learn every aspect of employee's roles. When a situation arises where there is a high turnover rate in such a short amount of time, and you don't know how to fill in and know the basics of different facets within your company, this demonstrates your weakness as a leader.","A874H"
"858","Good down-to-earth people. They try their best to make sure you enjoy your job.. Some events go late/take up weekends but the good thing is you can balance out your hours during the week.. NA","F117U"
"859","Culture, Exposure, technology, learning, brand. Far from city, work life balance. NA","Y256S"
"860","Growth, multiple office locations, several very good consultants at the senior level.. Culture defined by a few people, and varies by office. Some are led by positive and thoughtful team-builders, while other offices have 1 or 2 toxic personalities that make it difficult for anyone else to advance or succeed. Incentive system encourages internal competition instead of collaboration, and a few individuals ""bully"" their way to bigger bonuses and promotions.. Be aware of the tone being set in the offices. As an earlier comment stated, top sales guys don't necessarily make the best staff managers, so pay attention to your staff as they are your biggest resource.","M204J"
"861","Good environment, good exposure and potential for learning and growth. great employees empowerment and recognition. Promotions are only in June and January. NA","E139B"
"862","salaire, missions, esprit d'équipe, bonne ambiance. pas de soucis particulier RAS. NA","E833A"
"863","They give the employee the best life insurance.. The people on-site are treated not any better than slaves, if you are working in the head office, it might be a different story. Any small thing in their facility, can cause termination of employee right on spot, on the same day/shift. In my case, I did nothing wrong but just there was an upset client, they fired me on the same day to show their great costumer service! with no reason whatsoever! This is the worst place to work at, I will never recommend this to anyone.. Please see human being as human beings, I know you have multi-million dollars clients with very rich people, but you should realize that all the profit is made by the people on-site.","Z685V"
"864","They've been around a long time and really look out for their contractors.. None, don't really have any.. Keep up the good work","R296I"
"865","Kleineres Unternehmen, schnelle Entscheidungswege, Mitsprache in fast allen Themen, interessante Aufgaben und man kann viel lernen.Ein gutes Team mit ausgewogener Altersstrucktur. Workload ist relativ hoch und die Projekt Standorte erfordern es für einige Kollegen eine weite Anreise auf sich zu nehmen. NA","A430P"
"866","Team members are some of the most kind, loving individuals I work with. I met some of my best friends to this day working at Computer Science Corporation. In fact, my department head at REDACTED was by far the best boss I've ever worked for.. Hiring process is lengthy, which leads to the company failing SLA's. Temps hired by company are unreliable. Unrealistic expectations set by management weigh heavy on morale of the department. Employees forced to work mandatory 50-hour work weeks in perpetuity, which led to many resigning.. When signing contracts with clients, be sure to set realistic goals and consider the staff you have in place.","D453G"
"867","Fun work that has a great impact.. Some projects turn into longer term recruiting and hiring after better processes are in place. Rather solve the problems and show client personnel how to do long term implementations.. Expand now as many firms need your services. Hire or contract more people.","R575H"
"868","Some of the best reasons to work for REDACTED Management & Technology Consultants are:- Everyone who works at REDACTED Management & Technology Consultants are smart and motivated- REDACTED offers the best health plan in the country... period- There is potential for an incredibly great career growth from top to bottom at REDACTED Management & Technology Consultants- A very high emphasis is placed on collaborative approach to problem solving. It is difficult to survive without communicating with other co-workers- Great place to learn from other people's experiences at different clients as well as the different types of work being done. - Work life balance is definitely affected due to the long hours and firm contribution activities- Still an old boys club in some ... definitely helps to know the right people across the firm in order to get better opportunities and one's name across- Monetary compensation not on par with other strategy consulting firms. - Revamp the performance review process to focus on fixing the priorities of the different parameters- Solicit continuous feedback on the state of the firm by the employees","J560P"
"869","Immediate managers were great and tried as best as they could. No complaints.. Owner of this company and upper management are paranoid and always negative, not to mention elitist. Company is stodgy and stuck the 80's. Outdated and antiquated methods. Everyone that works in the corporate office are unhappy and have low morale. Negative place. Has no culture whatsoever.. Take some management courses on how to treat your employees. Stop thinking that everyone that works there is out to get you. You don't have to beat people down to get them to work harder for you. In fact, it's counter-productive.","O395B"
"870","Great Company for employment and opportunities for upward mobility.. Actual location of work site is in a different geographical location with respect to corporate location, which is challenging contact HR.. NA","S688A"
"871","Range of work, good learning for freshers and for starting your career. You will get opportunities and chance to do a lot and contribute if you are capable.. Ambiguity on many fronts such as role, may need to do role of more than one person. No salary brackets. Pay can be delayed, piecemeal, may have to work without pay.. NA","J904Q"
"872","-zahlreiche Tätigkeitsfelder, auch intern- gutes Gehalt (Tarivertrag)- Quereinstieg ist auf viele Weisen möglich- nette Kollegen. -Aufstiegschancen begrenzt- leicht altmodische Strukturen, schwerfällig bzgl Modernisierungen- Gehalt relativ gedeckelt (recht geringes Entwicklungspotential). NA","B970C"
"873","Great employees and skilled consultants and project managers to learn fromGood social lifeGood work life balance. Poor salary increasesPoor career guidancePoor trainingNo graduate scheme very top heavyPrimarily IT implementation company not much real consulting. Create defined career pathsProject leads and consults are two different tracks and should be separatedDo not hire consultants and place them into delivery programmesUnderstand employees motivations betterStop thinking in the short term","U715M"
"874","Benefits are really good. Leave time is awesome too.. Employees aren't being treated equally. Pay is horrible. When you apply for other jobs on campus it's a waste of time. The only way to get out of the bad departments is to quit and start all over again.. It makes for a bad environment when you have employees that come to work and are just here for the paycheck and nothing is being done to the employee that is not doing their job. Especially when you go to management and advise them that this is going on and they just act like it's okay for this behavior. Also don't tell employees that you don't want to deal with them.What also makes for a environment is when you come to work almost everyday in a bad mood. It makes your employees walk on pins and needles. Please leave you personal life at home and don't let it consume you.","T108H"
"875","Guter Kollegenzusammenhalt unter den Beratern und Projektleitern. Lohne / Arbeitsverhältnis könnte besser sein. NA","R219W"
"876","Friendly environment and good team support. the pay is not proportional to the position and workload. NA","Y358T"
"877","-good and humane administration-considerate-good regards-minimal politics. -slow decisions-more projects required-still in infancy. NA","J101Q"
"878","I would like to work as an engineer in any company. I am currently working in minacs. Please offer good job postings","B154H"
"879","What makes it a special company is the professional work culture. Everybody is responsible in doing his job, pursuing the best results. The two words best describing the atmosphere are: full commitment and the same shared values.. Poor management of the resources - human and financial ones.. Pay more attention to keeping the business network close.","U424F"
"880","Flexi work environment and timingSenior management is easily approachableExposure to client side from the very beginingGood talent is appreciated from time to timeOther perks of consulting industry - Free lunches, Reimbursements etc. Analytical tools and software are not used, which could have made employees more productiveDuring project delivery it gets really hectic. Need to expand its client portfolio from other industry verticals","L957F"
"881","Good international staffing possibilities if shown potential; certain good senior managers from global level with high quality of project delivery. Typical small/simple organisational issue of management; heavy workload for most of the time. Improve leadership and mentorship","J116H"
"882","- Exposure to a variety of different tasks and work experiences, situations, businesses - Opportunity to learn new things about different industries. - Hostile environment - Lake of respect in treating employees - Very poor work/ life balance - Huge amount of tasks - Contradictory requirements from management. Treat employees like people","M794M"
"883","People that work there are fair but not strong on showing a new Division what the process is. Don't just make corrections without telling us. Give a new team the chance to learn.. They can be at times a ""Ready - Shoot - Aim"" type of company. Decisions or plans are based on a now benefit, but leaves the next four steps go by with no thought.. Give your manager your goal and expectations. Give your manager a budget ""he"" controls and leave him alone to make it work. If I had this, profitability would be at an all time high, exceeding expectations.","T139H"
"884","It is a good place to work for if you are ready to butter the directors and don't care much about money.. They are really bad pay masters... have 5-6 months delay in disbursing salaries... lot of favoritism. The culture isn't good either... lot of group-isms. It is definitely not a good place for someone starting their career since there is no proper mentoring and you are just left alone. For experienced staff again working without pay is very frustrating.. Sell the company... very bad self- proclaimed entrepreneurs.","M555J"
"885","- Nice people and management- Interesting tasks. - The IT is a bit old fashioned. NA","M149Q"
"886","Fast paced work environment- lots to do to keep busy during the work day. Not a lot of opportunity for career advancement. NA","A206O"
"887","Great set of clients and a great learning platformGood salary and transparent incentive policyOpen door policy and managers/leads were supportive. Alternate Saturdays are workingWork allocation can be done better. Make it 5 days working.","B199W"
"888","Some good people that you work with decent training. The leads that they give you are totally bogus.. Pay a draw have some skin in the game","V561I"
"889","Lots of training and development. Job uncertainty for lower level.. NA","T786N"
"890","People here are very nice.. You can learn a lot. NA","G971Y"
"891","SMCI has a culture based on honesty and integrity. This is not only in how they conduct business but also how they treat and manager their employees. I could not ask for a better place to work.. None at all. It is an excellent place to work.. Continue to operate as you are. Well done.","I764M"
