,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"Y405Z","Health","Y9874X",2,3,5,3,3,5,5,52753,5,28,1,1,2
"L925K","Finance","Z4040W",5,2,6,7,7,3,,47363,4,26,1,1,2
"J507L","R&D","X8503X",4,4,6,5,5,6,,59675,5,54,2,2,2
"H842L","Finance","W7052V",3,4,4,4,4,6,5,91723,6,44,2,3,2
"I921D","Finance","Z5440X",2,4,4,4,4,5,5,51834,2,24,1,1,2
"V210L","R&D","X8503X",4,3,6,5,5,4,5,91262,1,51,2,3,2
"J132Q","Health","Y9874X",2,4,4,4,4,6,6,50924,5,28,2,1,2
"X353D","R&D","V4203Y",1,3,3,2,2,5,5,67737,10,54,2,1,2
"O400D","DSI","Y7924Z",2,5,3,2,4,6,6,58338,4,48,1,2,2
"X944Y","Finance","Z5440X",3,1,5,5,5,3,3,54895,2,29,1,1,2
"R519Z","Finance","V1626X",4,2,6,5,6,4,4,55269,7,45,2,2,2
"P472Q","R&D","X8503X",2,3,3,3,4,5,4,49991,3,32,1,1,2
"N938E","R&D","V4859W",5,2,6,6,6,3,,121842,7,46,2,3,2
"K680Y","Finance","Z5440X",5,4,6,7,7,5,,78312,8,51,1,1,1
"N506L","Finance","W7052V",4,4,5,5,5,5,,76921,9,25,2,2,2
"G313V","R&D","X8503X",1,4,2,3,3,5,6,56148,4,29,2,2,2
"Y986L","Finance","W7052V",3,1,4,5,4,2,3,59154,2,53,2,2,2
"O128W","Finance","W7052V",5,5,6,7,6,7,6,54151,1,38,1,1,2
"S631T","Finance","Z4040W",5,5,6,6,6,6,,80837,8,45,1,2,2
"P438Y","R&D","W6837Y",2,2,3,3,4,3,3,68679,8,43,2,1,2
"K519M","Finance","Z5080X",3,1,5,4,4,3,4,79651,9,37,2,2,2
"D761Y","R&D","X2508W",1,1,2,3,2,3,3,50380,2,24,1,1,2
"V608L","Ethics","V5401Z",1,4,2,2,1,6,6,50393,1,34,2,1,2
"G302C","Health","Y9874X",1,5,2,3,3,7,6,73088,9,55,1,1,2
"F429V","Health","Y9874X",3,3,4,4,5,4,4,93712,4,42,2,3,2
"I878F","R&D","X2508W",1,1,2,2,2,3,2,63142,9,22,1,1,2
"C835C","R&D","V4203Y",3,4,5,5,5,6,6,48056,2,48,2,1,2
"T228K","Finance","W7052V",2,4,3,3,4,5,6,87713,1,27,2,3,2
"F549L","Health","Y9874X",5,2,7,7,6,3,4,109750,9,30,1,3,2
"Q189W","Finance","Z4040W",1,3,3,2,3,5,5,54907,1,44,2,2,2
"Y469R","Health","V3988Z",4,2,6,6,6,3,3,47302,5,37,1,1,2
"I324A","R&D","X8503X",3,1,4,5,5,3,2,108006,8,42,2,3,1
"R784F","R&D","W6837Y",2,2,4,3,4,4,4,102147,9,29,2,3,2
"D290M","Finance","Z4040W",5,5,7,6,6,6,7,48754,0,24,1,1,2
"O290E","Ethics","V1748V",5,2,7,7,7,4,4,63517,10,29,1,1,1
"N797M","R&D","V4203Y",2,5,4,3,3,6,7,54094,2,42,2,2,2
"J557O","Ethics","V5401Z",4,2,5,5,5,4,3,70314,6,52,2,3,1
"K325O","DSI","Y7924Z",4,5,6,6,6,6,7,50884,2,29,2,1,2
"E637M","R&D","X8503X",5,1,6,7,6,2,2,70606,9,28,1,1,2
"M935Y","R&D","V4859W",5,3,6,7,6,5,4,74455,8,50,2,1,2
"V520O","Finance","Z4040W",2,2,4,4,4,3,3,82428,9,49,1,2,2
"T496N","R&D","V4203Y",3,3,4,5,4,4,5,54341,7,28,1,2,2
"A552S","Ethics","V5401Z",4,1,5,5,4,2,2,104954,4,23,2,3,1
"N469D","Ethics","W4935V",3,2,3,4,4,3,4,53618,7,34,1,2,2
"D500E","R&D","X8503X",5,1,7,7,7,3,3,95137,5,30,2,3,2
"R529O","Ethics","V5401Z",4,1,6,4,5,2,2,89558,5,32,2,3,2
"Z196I","Ethics","W4935V",5,5,6,7,6,7,,47354,6,50,1,1,2
"B821E","R&D","V4859W",3,2,4,5,5,3,5,51124,1,40,1,1,1
"N363K","Finance","V1626X",3,2,4,4,4,4,3,115540,7,40,1,3,2
"T266C","R&D","X2508W",2,5,3,4,4,6,6,147547,7,24,2,3,2
"Z652F","Finance","Z5080X",2,2,3,3,4,4,3,51583,3,25,1,1,2
"S452P","R&D","V4859W",5,4,7,6,7,6,,53629,6,23,1,1,1
"R107Y","Finance","V1626X",1,1,3,2,3,3,2,51586,5,37,1,1,2
"S603F","R&D","V4203Y",1,5,3,2,2,6,7,150140,8,49,2,3,2
"G200J","Ethics","V1748V",4,3,5,5,6,5,5,46861,7,44,1,1,2
"B875T","Health","Y9874X",1,3,2,3,2,4,4,134443,5,44,2,3,2
"G114C","Finance","W7052V",1,2,2,3,3,4,4,97244,8,35,2,3,2
"X629K","Finance","Z4040W",4,2,5,6,6,3,4,75018,7,48,2,3,2
"F895T","R&D","W6837Y",2,2,3,3,3,4,3,54952,3,54,2,2,2
"P675X","Finance","W7052V",1,2,2,3,3,3,4,53650,2,25,2,2,2
"T607C","Ethics","V5401Z",4,5,6,5,6,7,6,79129,9,42,2,2,2
"X495O","Finance","W7052V",3,3,4,4,5,4,,45254,6,40,2,1,2
"J208L","R&D","X8503X",1,3,3,2,3,5,4,58782,2,23,2,2,2
"D707L","DSI","Y7924Z",3,5,4,5,4,7,7,63042,8,26,1,1,1
"O715Z","Finance","W7052V",1,2,3,2,2,4,3,111903,8,27,2,3,1
"X951N","Finance","Z5080X",5,4,7,6,7,5,,74789,10,27,1,2,1
"T777Y","Finance","Z5080X",5,3,6,6,7,5,4,137550,2,33,2,3,2
"Z496N","R&D","V4203Y",4,1,5,5,5,1,3,136965,1,49,2,3,2
"P607N","Health","V3988Z",2,5,3,3,3,7,6,85462,10,33,2,3,2
"A202Q","R&D","X2508W",1,2,3,2,2,3,3,53674,1,26,1,1,2
"T957P","Health","V3988Z",2,2,3,3,4,3,4,46062,5,54,2,1,2
"D270L","Health","X3361V",1,5,3,2,4,7,7,53151,5,29,1,2,1
"H726I","Finance","W7052V",3,1,4,5,6,2,,73312,7,28,2,3,2
"N273J","R&D","V4859W",1,5,3,3,3,7,6,71194,10,24,1,1,2
"M528D","Finance","W7052V",3,2,4,4,5,3,3,64808,10,37,1,1,1
"K648Y","R&D","X2508W",5,5,7,7,7,6,7,54656,5,29,1,1,2
"A408R","R&D","X8503X",4,2,6,5,5,3,4,48306,5,53,1,1,2
"D633O","DSI","Y7924Z",4,1,6,6,5,2,3,62893,6,51,1,3,2
"I323L","Ethics","V1748V",3,4,4,4,5,5,5,66258,10,49,2,1,2
"W423W","Finance","Z5440X",1,5,2,2,2,7,7,68581,10,26,1,1,2
"O338W","Health","X3361V",5,1,7,7,7,1,2,52122,5,46,1,1,2
"Y943V","Health","X3361V",3,2,4,4,4,3,4,58180,0,51,2,2,2
"T362O","Ethics","V1748V",4,5,6,6,6,6,7,54679,0,42,1,1,2
"Y140P","DSI","Y7924Z",1,3,3,3,2,5,5,48627,4,42,1,1,2
"S657W","Finance","V1626X",4,4,6,5,6,6,5,56574,7,37,2,2,1
"P172J","Health","V3988Z",1,3,3,2,3,5,5,133981,5,25,2,3,1
"J914O","Ethics","W4935V",1,1,2,3,2,3,2,48073,6,41,1,1,2
"J618D","Health","V3988Z",3,4,5,5,4,5,6,56175,7,55,1,2,2
"L413S","Ethics","V5401Z",2,1,3,4,4,2,2,114440,6,39,2,3,2
"P376G","Health","Y9874X",2,3,4,3,3,5,4,71036,5,30,2,3,2
"N837H","Finance","Z4040W",3,2,4,5,4,3,3,73684,10,24,2,1,1
"J970B","R&D","V4203Y",1,4,2,2,3,5,5,52788,0,38,1,1,1
"D176V","Ethics","W4935V",2,5,4,2,4,7,6,127370,5,46,2,3,2
"D634V","R&D","V4859W",1,2,3,3,3,3,4,92455,8,40,2,3,1
"F312Z","Ethics","W4935V",1,1,2,2,2,1,3,155493,9,29,2,3,2
"F532S","R&D","W6837Y",4,4,5,4,6,6,6,53775,4,42,2,2,2
"C772D","Finance","Z5080X",2,1,4,4,3,3,2,47303,3,52,1,1,2
"C962T","R&D","X8503X",1,5,2,3,2,6,7,132088,0,33,1,3,2
"U906M","Health","Y9874X",1,2,3,3,3,4,4,57963,2,54,1,2,2
"H870Q","R&D","W6837Y",3,2,5,5,4,4,4,53468,4,44,1,1,2
"S589D","Finance","W7052V",3,5,5,4,4,7,,82721,5,26,2,3,2
"E654V","R&D","X8503X",5,2,7,7,6,4,4,80474,9,44,1,2,2
"R522G","Finance","Z5440X",4,1,6,6,6,4,3,99939,8,24,1,3,2
"Z287T","R&D","V4203Y",5,3,7,7,6,5,4,73193,9,25,1,1,2
"A788E","R&D","X8503X",2,5,3,4,3,5,7,70103,9,36,2,1,2
"Y647U","Finance","Z5440X",2,4,3,3,4,5,,58028,3,42,2,2,2
"D357I","Ethics","V5401Z",4,1,6,6,5,3,3,68821,10,42,1,1,1
"Z481P","Health","Y9874X",1,4,2,3,3,5,6,45696,0,31,1,1,1
"D847G","Finance","Z5440X",4,2,6,5,5,3,4,53895,0,23,2,1,2
"M297B","R&D","W6837Y",4,3,5,5,6,5,4,132823,10,37,1,3,1
"V742Z","Finance","Z5440X",1,5,3,3,2,6,7,92305,6,46,2,3,2
"P496G","Finance","V1626X",5,4,7,7,7,5,,71469,10,26,2,2,2
"W434I","Finance","Z5440X",1,1,3,3,2,1,2,55390,2,42,2,2,2
"R194U","Finance","W7052V",3,5,4,4,5,7,7,68154,10,55,1,1,2
"J309M","Finance","Z5080X",4,2,4,6,5,4,4,52276,3,22,2,1,2
"J991E","R&D","X8503X",2,2,3,4,4,4,,139530,9,30,1,3,2
"I632D","Finance","Z5440X",4,1,6,6,4,1,,130756,5,55,1,3,1
"J150N","Ethics","V1748V",3,5,4,4,4,7,7,83991,5,46,2,3,2
"Q988V","Health","X3361V",3,3,4,5,4,4,5,55887,7,32,2,2,2
"L474V","Health","Y9874X",1,1,3,3,2,3,2,120653,1,55,1,3,2
"H172A","Finance","Z5080X",2,2,4,4,3,3,4,87262,6,45,2,3,2
"H549R","R&D","W6837Y",3,3,5,5,5,4,5,46126,1,30,1,1,2
"D871O","Ethics","W4935V",1,3,2,4,3,5,4,100865,10,45,2,3,2
"P331P","R&D","V4203Y",3,5,4,5,3,6,7,66439,10,51,1,1,2
"W407J","R&D","X2508W",2,5,3,4,3,7,6,45216,3,42,1,1,2
"A803L","Finance","Z5080X",3,3,5,5,5,4,5,62527,7,33,1,3,2
"U369W","Health","X3361V",4,2,6,6,6,3,4,54061,3,42,2,1,2
"B783O","Ethics","V5401Z",4,2,5,5,5,3,3,53485,7,37,1,1,2
"L364C","R&D","V4859W",1,5,2,2,2,6,6,119604,6,41,1,3,1
"Z697C","Ethics","V1748V",5,3,7,7,6,4,,139765,5,27,2,3,2
"V261Y","Ethics","V5401Z",3,5,4,4,5,6,,54430,0,40,1,2,2
"U440H","Finance","V1626X",4,4,4,6,6,4,5,57026,0,37,1,2,2
"C138B","Health","X3361V",2,3,4,3,3,5,4,85485,9,22,2,3,2
"J795Q","Health","V3988Z",1,1,3,2,3,2,2,67621,10,28,1,1,2
"T981T","R&D","V4859W",3,3,5,5,4,4,5,49824,2,23,1,1,2
"U419R","Ethics","V5401Z",4,2,5,5,5,4,4,57551,4,40,1,2,2
"U136A","Finance","V1626X",4,2,5,5,5,3,4,104420,1,53,2,3,1
"R901J","Ethics","W4935V",4,2,5,4,5,2,4,51386,1,43,2,1,2
"W836E","Ethics","V5401Z",2,3,3,3,2,4,4,54047,6,31,1,1,2
"G684Q","Finance","Z5440X",5,2,6,6,6,3,,55024,2,25,1,2,2
"V358W","R&D","X2508W",2,3,3,4,3,5,4,47358,2,39,1,1,2
"F598V","DSI","I511L",1,3,2,2,2,5,2,110833,8,24,2,3,2
"I530K","Finance","Z4040W",2,4,4,4,3,5,,106607,6,25,2,3,2
"A160L","Finance","Z5440X",1,4,2,2,3,5,6,71251,9,33,1,1,2
"L864I","Ethics","V5401Z",4,4,5,6,5,5,5,108774,10,28,2,3,2
"R637Y","DSI","Y7924Z",4,5,5,6,6,7,,54580,0,46,1,1,2
"Q282R","Finance","Z5440X",2,1,3,4,3,3,2,86018,5,26,2,3,2
"O577K","Finance","V1626X",5,3,6,6,7,5,5,54504,3,29,1,2,2
"J817O","Ethics","V1748V",1,3,3,2,3,5,4,122994,8,41,2,3,1
"M862Z","R&D","X2508W",4,1,6,6,6,3,3,62931,10,28,1,1,2
"S355S","DSI","Y7924Z",1,5,2,3,3,7,6,48151,4,26,1,1,1
"J979W","Finance","V1626X",4,4,5,6,6,6,5,160544,8,30,2,3,2
"G990V","Finance","Z5440X",4,3,5,5,5,4,3,70399,10,22,2,2,2
"N509A","Finance","V1626X",3,1,4,4,5,3,2,96072,5,50,2,3,2
"W914L","Finance","Z5440X",5,3,7,7,7,5,5,48214,3,38,1,1,2
"R687E","Finance","Z5440X",5,3,6,6,7,4,3,73797,4,27,1,3,2
"J646Y","R&D","V4203Y",4,1,5,6,6,2,3,107805,9,53,2,3,2
"O172I","Ethics","V1748V",2,4,4,4,4,6,5,59709,7,51,1,2,1
"M331R","Finance","Z5080X",2,1,3,4,3,2,1,80216,10,38,1,2,2
"O351L","Finance","Z5440X",3,4,5,4,4,5,,57152,6,33,2,2,2
"J546N","Health","V3988Z",1,2,2,2,2,3,4,47483,3,42,1,1,2
"R515C","R&D","X2508W",1,4,3,3,2,5,6,72422,8,28,2,1,2
"D603H","R&D","V4859W",5,1,7,6,6,3,,47306,7,30,2,1,2
"I879T","Finance","Z5440X",1,1,2,3,1,2,2,132676,5,40,2,3,2
"S194Y","Health","Y9874X",1,3,2,2,2,5,5,52842,1,35,2,1,2
"Z458W","R&D","X2508W",5,1,6,6,6,3,3,54226,7,27,2,2,1
"Z348W","R&D","W6837Y",1,4,2,3,2,5,6,45276,4,23,1,1,2
"Y295R","Finance","Z5440X",2,3,4,3,3,4,4,108480,9,29,2,3,2
"L501H","Ethics","W4935V",1,3,2,3,2,4,4,90898,8,30,2,3,2
"A470U","Finance","Z5440X",1,4,2,3,2,5,6,71135,8,46,2,1,2
"S640E","Health","Y9874X",1,1,2,3,2,1,3,97336,5,39,2,3,2
"S910F","Finance","Z5440X",4,3,5,5,6,5,5,123402,2,42,2,3,2
"G678U","Finance","W7052V",1,3,3,3,3,4,5,53577,6,44,1,1,2
"D538U","Health","Y9874X",5,1,7,6,6,3,2,141379,10,34,2,3,1
"X781S","Finance","V1626X",1,5,3,3,2,6,7,51765,4,41,1,1,1
"V101D","Finance","Z5080X",3,2,5,5,4,4,4,134045,6,49,2,3,2
"G541N","Ethics","V5401Z",4,1,6,5,6,2,2,57306,1,23,2,2,2
"Y157U","R&D","X2508W",4,4,5,6,6,6,6,149726,5,37,2,3,2
"F375U","R&D","X2508W",1,5,3,2,3,6,7,107633,9,50,2,3,2
"G237Y","Finance","Z5440X",4,5,6,6,5,6,6,51093,6,47,2,1,1
"N373N","Ethics","W4935V",3,1,4,5,4,2,1,47785,3,49,1,1,1
"G446Q","R&D","X8503X",4,3,5,5,6,5,4,49905,5,34,1,1,1
"L140Z","Finance","Z5440X",3,4,5,5,4,6,6,46442,6,51,1,1,2
"K609L","Ethics","W4935V",3,1,4,4,5,3,3,115373,0,40,2,3,1
"S417X","Ethics","V1748V",5,1,6,7,6,2,2,74523,10,46,2,1,2
"F686A","R&D","W6837Y",5,5,6,6,6,6,6,47402,2,54,1,1,2
"T136T","Ethics","V5401Z",1,2,2,3,3,4,3,50458,3,50,1,1,2
"Y140M","R&D","W6837Y",3,4,4,4,5,6,5,75590,9,49,1,2,2
"U573L","Finance","V1626X",1,4,3,2,2,6,6,57242,2,49,2,2,2
"R277M","Finance","Z4040W",3,4,4,5,5,6,5,46070,3,28,1,1,2
"F445L","Health","V3988Z",1,3,2,3,3,4,5,82001,10,55,2,2,1
"V380M","Finance","V1626X",2,2,3,4,3,4,4,51268,3,51,1,1,1
"V960I","Ethics","V5401Z",4,5,5,6,4,6,5,66204,10,48,1,1,2
"K645H","R&D","W6837Y",5,1,6,6,7,3,,142817,3,42,1,3,1
"Z956Q","R&D","W6837Y",3,2,4,4,5,4,3,87826,1,29,1,3,2
"R817P","R&D","X2508W",1,5,3,3,2,7,7,81447,8,23,1,2,1
"C409G","Ethics","W4935V",5,2,6,7,6,4,4,47481,0,22,1,1,2
"O614M","Ethics","W4935V",4,1,6,5,6,3,3,50676,6,34,2,1,2
"H908N","R&D","X8503X",2,1,4,4,4,3,2,52370,2,30,2,1,2
"S499N","Finance","Z4040W",5,4,6,7,6,6,5,53280,0,23,1,1,2
"R564A","Finance","W7052V",5,5,6,6,6,6,7,78646,4,54,2,3,1
"W797Z","Finance","Z4040W",3,1,5,4,4,2,1,69462,9,28,2,1,2
"Q351T","R&D","W6837Y",2,4,4,3,4,6,5,76849,8,40,2,2,1
"A724J","Finance","V1626X",3,3,5,5,5,5,5,97544,5,39,2,3,2
"O120X","DSI","Y7924Z",1,1,2,2,2,3,2,74585,10,33,1,2,2
"Q898F","R&D","V4859W",2,2,4,4,4,4,4,54806,4,54,1,2,2
"V909C","R&D","W6837Y",1,2,2,2,4,3,4,69371,9,50,2,1,2
"M853K","Finance","Z5440X",1,5,3,3,3,7,,137144,4,41,1,3,2
"D645S","Finance","Z5440X",2,1,3,4,4,2,,46923,4,25,1,1,2
"K975J","Health","X3361V",3,2,4,5,5,5,4,78539,9,27,2,2,2
"E820U","Finance","Z5080X",4,5,6,6,6,7,6,72545,8,35,1,1,2
"Y161E","Health","Y9874X",5,5,7,7,7,5,,55723,4,30,1,2,2
"W688J","Finance","Z5440X",5,1,7,6,7,2,3,123881,10,50,2,3,2
"L293J","R&D","X8503X",1,1,2,3,2,2,3,71160,8,32,1,1,2
"P524A","R&D","V4203Y",3,4,4,4,5,6,5,65886,4,28,2,3,2
"F524I","Finance","Z5440X",3,2,5,5,5,4,3,53166,7,30,2,2,2
"A346S","Finance","V1626X",4,3,7,7,6,5,5,57722,0,47,1,2,2
"J570F","Health","Y9874X",4,4,6,5,5,6,5,122539,7,25,2,3,2
"A275T","R&D","X2508W",2,1,3,3,4,3,3,140041,0,33,2,3,1
"Z726K","Ethics","V5401Z",3,4,4,4,4,6,,81842,10,33,2,3,2
"Q260O","R&D","X2508W",5,2,6,7,6,4,3,117665,5,47,2,3,2
"R490R","R&D","X2508W",5,2,7,7,6,4,3,90758,10,37,2,3,2
"X518X","Health","X3361V",5,5,7,7,6,7,7,57486,0,50,2,2,1
"R745A","R&D","X2508W",2,4,4,4,4,5,6,54430,3,35,2,1,2
"L457O","Finance","Z5440X",2,3,4,4,3,4,4,54050,5,32,2,1,2
"A539B","R&D","V4203Y",3,4,4,5,5,6,,88275,10,53,2,3,1
"O504H","R&D","X2508W",4,4,5,5,6,5,,47731,1,48,1,1,2
"L653K","R&D","X8503X",5,1,7,6,7,2,3,76169,8,44,1,2,2
"Q770U","Finance","Z5440X",4,3,5,4,5,5,5,109476,3,43,2,3,2
"R698O","Finance","Z4040W",2,3,3,3,4,5,4,120912,8,35,2,3,2
"O118W","R&D","X8503X",3,4,4,4,5,6,5,114161,1,28,2,3,2
"H266F","Finance","Z5440X",5,3,6,7,6,4,5,144025,5,39,2,3,2
"G240C","Finance","V1626X",2,4,4,4,4,5,5,83941,10,22,2,2,1
"K651K","R&D","X2508W",2,4,4,3,3,4,4,57501,3,35,2,2,2
"T157N","Ethics","V1748V",3,4,4,4,4,6,6,54266,3,38,1,2,1
"E559R","R&D","V4859W",1,5,2,1,3,5,6,58431,3,50,2,2,2
"B791C","Finance","V1626X",4,4,6,6,6,4,6,170257,10,23,2,3,2
"Q393E","Finance","V1626X",1,1,2,4,2,3,3,49090,1,47,1,1,2
"F820D","Health","X3361V",4,4,6,5,5,6,6,47182,1,48,1,1,2
"C641T","Finance","Z5080X",3,3,4,4,5,5,4,53354,4,50,1,1,2
"D396B","Health","V3988Z",5,2,6,5,7,3,,147948,3,26,2,3,2
"P304S","R&D","V4859W",4,3,6,6,6,4,4,90084,0,49,2,3,2
"B940H","R&D","V4203Y",3,2,4,5,4,4,3,52594,2,36,1,1,2
"M780X","R&D","X8503X",3,4,5,4,5,5,5,138045,9,51,2,3,2
"N513D","R&D","V4203Y",4,4,6,6,6,5,6,54242,4,41,1,1,2
"A452M","Ethics","V1748V",3,4,5,5,5,6,6,120107,3,26,2,3,2
"U730R","R&D","W6837Y",2,1,4,3,2,2,1,70520,10,50,2,1,2
"X468J","R&D","X2508W",4,4,5,6,5,6,4,98387,7,39,2,3,2
"R708K","Finance","W7052V",3,5,4,5,4,6,6,148985,3,49,1,3,2
"K328P","Ethics","W4935V",1,5,2,3,2,6,5,51359,6,47,2,1,2
"W504G","R&D","V4859W",3,4,5,5,5,6,,53392,4,52,1,1,2
"T841B","R&D","V4203Y",5,2,7,7,6,4,4,59986,1,37,1,2,2
"G270V","Ethics","W4935V",4,1,5,6,5,3,2,93455,4,38,1,3,2
"B170M","Finance","Z5440X",4,4,5,5,5,5,6,58803,3,52,1,2,1
"S872D","Finance","V1626X",1,3,3,3,2,4,4,50235,6,37,2,1,2
"L882D","Finance","V1626X",1,2,2,2,3,4,3,61777,10,30,2,1,2
"E185J","R&D","W6837Y",5,2,7,6,7,3,,68868,10,53,1,1,2
"B177T","Finance","Z4040W",2,2,4,4,3,3,4,76445,10,43,1,2,2
"S140N","R&D","X2508W",3,2,5,4,4,3,4,74069,9,48,2,2,2
"O160S","Ethics","W4935V",3,4,4,5,5,5,5,57887,4,42,1,2,2
"O679N","Ethics","V5401Z",2,5,4,4,4,6,6,61872,9,25,1,1,2
"K233U","Health","Y9874X",1,4,3,3,3,5,5,52347,3,22,2,1,2
"X571L","Health","X3361V",1,3,1,3,3,3,4,89497,9,29,2,3,2
"V622M","R&D","V4203Y",3,5,4,4,4,6,6,50129,7,36,1,1,2
"L728A","Finance","W7052V",3,5,4,4,4,6,7,70615,10,40,2,1,2
"U224Y","Health","X3361V",3,2,4,4,5,4,4,117652,3,26,2,3,1
"Y169D","Finance","Z5080X",1,5,2,2,2,6,7,148152,8,43,2,3,2
"E906V","R&D","V4203Y",4,1,6,5,5,3,,149715,8,53,2,3,2
"J842J","R&D","V4203Y",5,5,6,7,6,6,,96526,9,34,1,3,2
"I497I","R&D","X8503X",5,2,7,6,6,3,3,54353,3,47,1,2,1
"P923J","R&D","V4203Y",3,4,4,4,5,6,5,59543,5,30,1,2,2
"Y490M","Finance","Z4040W",2,1,4,4,4,3,2,76699,10,45,1,2,2
"E326D","R&D","V4859W",3,3,4,5,5,4,5,133089,8,27,1,3,2
"E147P","Health","V3988Z",4,5,6,6,6,7,,49522,1,29,2,1,2
"H530R","Finance","W7052V",1,4,2,3,2,5,5,57651,6,42,1,2,2
"Y428F","R&D","X2508W",1,4,2,2,3,5,5,125160,8,52,2,3,1
"S754P","Health","Y9874X",1,1,3,2,2,2,3,54002,7,39,1,1,2
"S560Z","Ethics","V5401Z",4,1,6,5,5,3,2,80182,9,23,1,3,2
"R595V","Finance","Z4040W",3,3,5,4,5,5,5,57438,3,49,1,2,2
"H958O","R&D","V4203Y",2,5,4,4,3,6,6,71566,10,29,1,2,2
"T520B","Finance","Z4040W",5,2,6,6,6,4,3,80016,7,52,2,3,2
"H259T","R&D","X8503X",1,5,2,2,2,6,7,55294,0,52,1,2,2
"Z918O","Finance","W7052V",5,3,7,6,6,4,5,60818,4,43,2,3,2
"J860F","Ethics","V5401Z",1,2,2,3,3,4,,45734,2,27,1,1,2
"Q595A","Health","Y9874X",1,4,2,2,2,5,5,52207,3,54,1,1,2
"V822Z","Finance","Z5440X",1,3,3,4,2,4,5,147760,4,39,2,3,2
"C418K","Finance","W7052V",5,2,7,6,6,4,3,53533,6,29,2,2,1
"U515F","Health","Y9874X",3,4,5,4,4,6,,45305,6,49,1,1,2
"A153Z","Finance","V1626X",3,5,4,4,5,6,,68974,10,49,1,1,2
"Z179G","Finance","Z5080X",1,4,4,3,2,6,6,129713,10,47,2,3,2
"G371R","R&D","X8503X",1,1,2,3,2,2,3,53198,2,34,1,1,2
"F384W","Finance","V1626X",2,5,4,3,4,5,6,55798,2,26,1,2,2
"M292X","Finance","Z5440X",5,2,6,7,7,3,3,61315,3,31,1,3,2
"O392J","Ethics","V1748V",3,5,5,4,4,6,6,47677,4,38,1,1,1
"Z257E","R&D","X2508W",1,3,3,4,2,5,4,75026,9,34,1,2,2
"H660L","R&D","X8503X",5,5,6,6,7,7,,54333,5,45,2,1,1
"K730G","Finance","Z5080X",3,3,4,4,4,4,5,75815,9,54,2,3,1
"G788K","R&D","X8503X",1,1,2,4,2,2,2,84371,5,50,2,3,2
"E584U","R&D","X8503X",5,1,6,6,7,4,2,100957,6,29,2,3,2
"L891D","R&D","X2508W",1,4,3,2,3,5,5,68503,10,55,2,1,2
"X851A","Finance","W7052V",5,1,7,7,6,2,3,140456,10,49,2,3,2
"J117L","Ethics","W4935V",4,1,5,6,6,2,2,136450,6,54,2,3,1
"C857M","DSI","Y7924Z",5,5,7,6,7,7,7,78621,8,47,2,2,2
"H886J","R&D","V4859W",3,3,5,6,5,4,4,117885,1,43,2,3,2
"K937D","Health","V3988Z",2,5,3,2,3,6,6,134912,8,51,2,3,2
"G359Q","R&D","X8503X",1,2,3,2,2,3,3,145793,8,47,2,3,2
"F331O","Health","V3988Z",4,4,5,6,6,5,6,109022,3,52,2,3,2
"W727R","Finance","W7052V",2,1,3,4,4,3,3,71575,9,30,1,2,1
"J937E","DSI","Y7924Z",3,2,5,4,4,3,4,45238,5,26,1,1,2
"B781T","Finance","V1626X",1,2,2,2,2,3,3,53707,4,22,1,2,2
"Z754E","Ethics","V1748V",1,5,3,2,3,6,7,71994,8,32,1,1,2
"D540Q","R&D","V4859W",5,4,6,7,7,6,,45181,1,42,1,1,2
"B126M","Finance","Z5080X",1,2,3,2,2,4,3,53173,3,25,1,1,2
"B649O","Finance","W7052V",5,3,6,7,7,4,5,52715,3,44,2,1,2
"W856C","Health","Y9874X",5,2,6,6,7,5,4,97475,0,48,1,3,2
"B899G","R&D","X2508W",3,2,5,5,4,4,5,74692,8,39,1,1,2
"H659D","R&D","X8503X",5,1,6,7,6,2,3,50557,5,54,1,1,1
"D564O","Finance","Z5080X",2,5,5,4,4,6,6,74015,10,33,2,2,2
"B137Q","Ethics","V1748V",1,3,3,3,2,4,5,71769,10,27,1,1,1
"N579R","Finance","W7052V",5,5,6,6,7,7,7,53703,2,30,1,2,2
"H965O","R&D","V4859W",1,5,2,2,2,6,6,93093,1,40,1,3,2
"J113G","R&D","W6837Y",2,4,4,3,3,5,6,47786,4,47,2,1,2
"C636K","Ethics","V5401Z",5,4,7,7,6,6,,53758,4,22,1,2,1
"P311B","Ethics","V5401Z",3,1,4,4,4,2,2,73246,9,53,1,2,2
"N681Y","Finance","Z4040W",1,4,2,2,2,5,4,139361,5,26,2,3,1
"O770Q","R&D","W6837Y",1,2,3,2,4,4,3,45190,3,26,1,1,2
"T780Y","Finance","V1626X",2,3,3,4,4,4,4,94699,7,22,2,3,2
"I676L","Finance","V1626X",1,5,2,2,2,7,7,61078,8,54,1,1,2
"C860L","R&D","X2508W",2,1,4,3,4,3,3,57988,1,51,2,2,2
"N432G","Finance","Z4040W",1,3,2,2,2,4,5,95421,6,48,2,3,2
"T783Q","R&D","X8503X",2,2,4,4,4,2,3,46996,7,40,2,1,2
"G121M","Finance","V1626X",2,2,4,3,4,3,3,148238,5,34,2,3,2
